RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.w_indicative1,<w_regular><w_pp1>,w,1st,sg,pres,indic,act
verbinfl.w_indicative2,<w_regular><w_pp1>,eis,2nd,sg,pres,indic,act
verbinfl.w_indicative3,<w_regular><w_pp1>,ei,3rd,sg,pres,indic,act

verbinfl.w_indicative4,<w_regular><w_pp1>,eton,2nd,dual,pres,indic,act
verbinfl.w_indicative5,<w_regular><w_pp1>,eton,3rd,dual,pres,indic,act

verbinfl.w_indicative6,<w_regular><w_pp1>,omen,1st,pl,pres,indic,act
verbinfl.w_indicative7,<w_regular><w_pp1>,ete,2nd,pl,pres,indic,act
verbinfl.w_indicative8,<w_regular><w_pp1>,ousi,3rd,pl,pres,indic,act
verbinfl.w_indicative8nu,<w_regular><w_pp1>,ousin,3rd,pl,pres,indic,act
