RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.ew_fut_indic1,ew_contract,w,1st,sg,fut,indic,act
verbinfl.ew_fut_indic2,ew_contract,eis,2nd,sg,fut,indic,act
verbinfl.ew_fut_indic3,ew_contract,ei,3rd,sg,fut,indic,act
verbinfl.ew_fut_indic4,ew_contract,eton,2nd,dual,fut,indic,act
verbinfl.ew_fut_indic5,ew_contract,eton,3rd,dual,fut,indic,act
verbinfl.ew_fut_indic6,ew_contract,omen,1st,pl,fut,indic,act
verbinfl.ew_fut_indic7,ew_contract,ete,2nd,pl,fut,indic,act
verbinfl.ew_fut_indic8,ew_contract,ousi,3rd,pl,fut,indic,act
verbinfl.ew_fut_indic8n,ew_contract,ousin,3rd,pl,fut,indic,act
verbinfl.ew_fut_indic9,ew_contract,omai,1st,sg,fut,indic,mid
verbinfl.ew_fut_indic10,ew_contract,ei,2nd,sg,fut,indic,mid
verbinfl.ew_fut_indic10h,ew_contract,h|,2nd,sg,fut,indic,mid
verbinfl.ew_fut_indic11,ew_contract,etai,3rd,sg,fut,indic,mid
verbinfl.ew_fut_indic12,ew_contract,esqon,2nd,dual,fut,indic,mid
verbinfl.ew_fut_indic13,ew_contract,esqon,3rd,dual,fut,indic,mid
verbinfl.ew_fut_indic14,ew_contract,omeqa,1st,pl,fut,indic,mid
verbinfl.ew_fut_indic15,ew_contract,esqe,2nd,pl,fut,indic,mid
verbinfl.ew_fut_indic16,ew_contract,ontai,3rd,pl,fut,indic,mid
verbinfl.ew_fut_indic17,ew_contract,hsomai,1st,sg,fut,indic,pass
verbinfl.ew_fut_indic18,ew_contract,hsei,2nd,sg,fut,indic,pass
verbinfl.ew_fut_indic18h,ew_contract,hsh|,2nd,sg,fut,indic,pass
verbinfl.ew_fut_indic19,ew_contract,hsetai,3rd,sg,fut,indic,pass
verbinfl.ew_fut_indic20,ew_contract,hsesqon,2nd,dual,fut,indic,pass
verbinfl.ew_fut_indic21,ew_contract,hsesqon,3rd,dual,fut,indic,pass
verbinfl.ew_fut_indic22,ew_contract,hsomeqa,1st,pl,fut,indic,pass
verbinfl.ew_fut_indic23,ew_contract,hsesqe,2nd,pl,fut,indic,pass
verbinfl.ew_fut_indic24,ew_contract,hsontai,3rd,pl,fut,indic,pass
