RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.ew_pres_indic1,ew_contract,w=,1st,sg,pres,indic,act
verbinfl.ew_pres_indic2,ew_contract,ei=s,2nd,sg,pres,indic,act
verbinfl.ew_pres_indic3,ew_contract,ei=,3rd,sg,pres,indic,act
verbinfl.ew_pres_indic4,ew_contract,ei=ton,2nd,dual,pres,indic,act
verbinfl.ew_pres_indic5,ew_contract,ei=ton,3rd,dual,pres,indic,act
verbinfl.ew_pres_indic6,ew_contract,ou=men,1st,pl,pres,indic,act
verbinfl.ew_pres_indic7,ew_contract,ei=te,2nd,pl,pres,indic,act
verbinfl.ew_pres_indic8,ew_contract,ou=si,3rd,pl,pres,indic,act
verbinfl.ew_pres_indic8n,ew_contract,ou=sin,3rd,pl,pres,indic,act

verbinfl.ew_pres_indic9,ew_contract,ou=mai,1st,sg,pres,indic,mid
verbinfl.ew_pres_indic10,ew_contract,ei=,2nd,sg,pres,indic,mid
verbinfl.ew_pres_indic10h,ew_contract,h=|,2nd,sg,pres,indic,mid
verbinfl.ew_pres_indic11,ew_contract,ei=tai,3rd,sg,pres,indic,mid
verbinfl.ew_pres_indic12,ew_contract,ei=sqon,2nd,dual,pres,indic,mid
verbinfl.ew_pres_indic13,ew_contract,ei=sqon,3rd,dual,pres,indic,mid
verbinfl.ew_pres_indic14,ew_contract,ou/meqa,1st,pl,pres,indic,mid
verbinfl.ew_pres_indic15,ew_contract,ei=sqe,2nd,pl,pres,indic,mid
verbinfl.ew_pres_indic16,ew_contract,ou=ntai,3rd,pl,pres,indic,mid

verbinfl.ew_pres_indic17,ew_contract,ou=mai,1st,sg,pres,indic,pass
verbinfl.ew_pres_indic18,ew_contract,ei=,2nd,sg,pres,indic,pass
verbinfl.ew_pres_indic18h,ew_contract,h=|,2nd,sg,pres,indic,pass
verbinfl.ew_pres_indic19,ew_contract,ei=tai,3rd,sg,pres,indic,pass
verbinfl.ew_pres_indic20,ew_contract,ei=sqon,2nd,dual,pres,indic,pass
verbinfl.ew_pres_indic21,ew_contract,ei=sqon,3rd,dual,pres,indic,pass
verbinfl.ew_pres_indic22,ew_contract,ou/meqa,1st,pl,pres,indic,pass
verbinfl.ew_pres_indic23,ew_contract,ei=sqe,2nd,pl,pres,indic,pass
verbinfl.ew_pres_indic24,ew_contract,ou=ntai,3rd,pl,pres,indic,pass
