RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.aw_fut_indic1,aw_contract,w,1st,sg,fut,indic,act
verbinfl.aw_fut_indic2,aw_contract,eis,2nd,sg,fut,indic,act
verbinfl.aw_fut_indic3,aw_contract,ei,3rd,sg,fut,indic,act
verbinfl.aw_fut_indic4,aw_contract,eton,2nd,dual,fut,indic,act
verbinfl.aw_fut_indic5,aw_contract,eton,3rd,dual,fut,indic,act
verbinfl.aw_fut_indic6,aw_contract,omen,1st,pl,fut,indic,act
verbinfl.aw_fut_indic7,aw_contract,ete,2nd,pl,fut,indic,act
verbinfl.aw_fut_indic8,aw_contract,ousi,3rd,pl,fut,indic,act
verbinfl.aw_fut_indic8n,aw_contract,ousin,3rd,pl,fut,indic,act
verbinfl.aw_fut_indic9,aw_contract,omai,1st,sg,fut,indic,mid
verbinfl.aw_fut_indic10,aw_contract,ei,2nd,sg,fut,indic,mid
verbinfl.aw_fut_indic10h,aw_contract,h|,2nd,sg,fut,indic,mid
verbinfl.aw_fut_indic11,aw_contract,etai,3rd,sg,fut,indic,mid
verbinfl.aw_fut_indic12,aw_contract,esqon,2nd,dual,fut,indic,mid
verbinfl.aw_fut_indic13,aw_contract,esqon,3rd,dual,fut,indic,mid
verbinfl.aw_fut_indic14,aw_contract,omeqa,1st,pl,fut,indic,mid
verbinfl.aw_fut_indic15,aw_contract,esqe,2nd,pl,fut,indic,mid
verbinfl.aw_fut_indic16,aw_contract,ontai,3rd,pl,fut,indic,mid
verbinfl.aw_fut_indic17,aw_contract,hsomai,1st,sg,fut,indic,pass
verbinfl.aw_fut_indic18,aw_contract,hsei,2nd,sg,fut,indic,pass
verbinfl.aw_fut_indic18h,aw_contract,hsh|,2nd,sg,fut,indic,pass
verbinfl.aw_fut_indic19,aw_contract,hsetai,3rd,sg,fut,indic,pass
verbinfl.aw_fut_indic20,aw_contract,hsesqon,2nd,dual,fut,indic,pass
verbinfl.aw_fut_indic21,aw_contract,hsesqon,3rd,dual,fut,indic,pass
verbinfl.aw_fut_indic22,aw_contract,hsomeqa,1st,pl,fut,indic,pass
verbinfl.aw_fut_indic23,aw_contract,hsesqe,2nd,pl,fut,indic,pass
verbinfl.aw_fut_indic24,aw_contract,hsontai,3rd,pl,fut,indic,pass
