RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.ew_fut_opt1,ew_contract,oimi,1st,sg,fut,opt,act
verbinfl.ew_fut_opt2,ew_contract,ois,2nd,sg,fut,opt,act
verbinfl.ew_fut_opt3,ew_contract,oi,3rd,sg,fut,opt,act

verbinfl.ew_fut_opt4,ew_contract,oiton,2nd,dual,fut,opt,act
verbinfl.ew_fut_opt5,ew_contract,oithn,3rd,dual,fut,opt,act

verbinfl.ew_fut_opt6,ew_contract,oimen,1st,pl,fut,opt,act
verbinfl.ew_fut_opt7,ew_contract,oite,2nd,pl,fut,opt,act
verbinfl.ew_fut_opt8,ew_contract,wsi,3rd,pl,fut,opt,act
verbinfl.ew_fut_opt8n,oien,wsin,3rd,pl,fut,opt,act


verbinfl.ew_fut_opt9,ew_contract,oimhn,1st,sg,fut,opt,mid
verbinfl.ew_fut_opt10,ew_contract,oio,2nd,sg,fut,opt,mid
verbinfl.ew_fut_opt11,ew_contract,oito,3rd,sg,fut,opt,mid

verbinfl.ew_fut_opt12,ew_contract,oisqon,2nd,dual,fut,opt,mid
verbinfl.ew_fut_opt13,ew_contract,oisqhn,3rd,dual,fut,opt,mid

verbinfl.ew_fut_opt14,ew_contract,oimeqa,1st,pl,fut,opt,mid
verbinfl.ew_fut_opt15,ew_contract,oisqe,2nd,pl,fut,opt,mid
verbinfl.ew_fut_opt16,ew_contract,ointo,3rd,pl,fut,opt,mid




verbinfl.ew_fut_opt7,ew_contract,hsoimhn,1st,sg,fut,opt,pass
verbinfl.ew_fut_opt18,ew_contract,hsoio,2nd,sg,fut,opt,pass
verbinfl.ew_fut_opt19,ew_contract,hsoito,3rd,sg,fut,opt,pass

verbinfl.ew_fut_opt20,ew_contract,hsoisqon,2nd,dual,fut,opt,pass
verbinfl.ew_fut_opt21,ew_contract,hsoisqhn,3rd,dual,fut,opt,pass

verbinfl.ew_fut_opt22,ew_contract,hsoimeqa,1st,pl,fut,opt,pass
verbinfl.ew_fut_opt23,ew_contract,hsoisqe,2nd,pl,fut,opt,pass
verbinfl.ew_fut_opt24,ew_contract,hsointo,3rd,pl,fut,opt,pass
