RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.w_pres_indic1,w_regular,w,1st,sg,pres,indic,act
verbinfl.w_pres_indic2,w_regular,eis,2nd,sg,pres,indic,act
verbinfl.w_pres_indic3,w_regular,ei,3rd,sg,pres,indic,act

verbinfl.w_pres_indic4,w_regular,eton,2nd,dual,pres,indic,act
verbinfl.w_pres_indic5,w_regular,eton,3rd,dual,pres,indic,act

verbinfl.w_pres_indic6,w_regular,omen,1st,pl,pres,indic,act
verbinfl.w_pres_indic7,w_regular,ete,2nd,pl,pres,indic,act
verbinfl.w_pres_indic8,w_regular,ousi,3rd,pl,pres,indic,act
verbinfl.w_pres_indic8n,w_regular,ousin,3rd,pl,pres,indic,act

verbinfl.w_pres_indic9,w_regular,omai,1st,sg,pres,indic,mid
verbinfl.w_pres_indic10,w_regular,ei,2nd,sg,pres,indic,mid
verbinfl.w_pres_indic10h,w_regular,h|,2nd,sg,pres,indic,mid
verbinfl.w_pres_indic11,w_regular,etai,3rd,sg,pres,indic,mid

verbinfl.w_pres_indic12,w_regular,esqon,2nd,dual,pres,indic,mid
verbinfl.w_pres_indic13,w_regular,esqon,3rd,dual,pres,indic,mid

verbinfl.w_pres_indic14,w_regular,omeqa,1st,pl,pres,indic,mid
verbinfl.w_pres_indic15,w_regular,esqe,2nd,pl,pres,indic,mid
verbinfl.w_pres_indic16,w_regular,ontai,3rd,pl,pres,indic,mid

verbinfl.w_pres_indic17,w_regular,omai,1st,sg,pres,indic,pass
verbinfl.w_pres_indic18,w_regular,ei,2nd,sg,pres,indic,pass
verbinfl.w_pres_indic18h,w_regular,h|,2nd,sg,pres,indic,pass
verbinfl.w_pres_indic19,w_regular,etai,3rd,sg,pres,indic,pass

verbinfl.w_pres_indic20,w_regular,esqon,2nd,dual,pres,indic,pass
verbinfl.w_pres_indic21,w_regular,esqon,3rd,dual,pres,indic,pass

verbinfl.w_pres_indic22,w_regular,omeqa,1st,pl,pres,indic,pass
verbinfl.w_pres_indic23,w_regular,esqe,2nd,pl,pres,indic,pass
verbinfl.w_pres_indic24,w_regular,ontai,3rd,pl,pres,indic,pass
