RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.long_aw_fut_indic1,long_aw_contract,w,1st,sg,fut,indic,act
verbinfl.long_aw_fut_indic2,long_aw_contract,eis,2nd,sg,fut,indic,act
verbinfl.long_aw_fut_indic3,long_aw_contract,ei,3rd,sg,fut,indic,act
verbinfl.long_aw_fut_indic4,long_aw_contract,eton,2nd,dual,fut,indic,act
verbinfl.long_aw_fut_indic5,long_aw_contract,eton,3rd,dual,fut,indic,act
verbinfl.long_aw_fut_indic6,long_aw_contract,omen,1st,pl,fut,indic,act
verbinfl.long_aw_fut_indic7,long_aw_contract,ete,2nd,pl,fut,indic,act
verbinfl.long_aw_fut_indic8,long_aw_contract,ousi,3rd,pl,fut,indic,act
verbinfl.long_aw_fut_indic8n,long_aw_contract,ousin,3rd,pl,fut,indic,act
verbinfl.long_aw_fut_indic9,long_aw_contract,omai,1st,sg,fut,indic,mid
verbinfl.long_aw_fut_indic10,long_aw_contract,ei,2nd,sg,fut,indic,mid
verbinfl.long_aw_fut_indic10h,long_aw_contract,h|,2nd,sg,fut,indic,mid
verbinfl.long_aw_fut_indic11,long_aw_contract,etai,3rd,sg,fut,indic,mid
verbinfl.long_aw_fut_indic12,long_aw_contract,esqon,2nd,dual,fut,indic,mid
verbinfl.long_aw_fut_indic13,long_aw_contract,esqon,3rd,dual,fut,indic,mid
verbinfl.long_aw_fut_indic14,long_aw_contract,omeqa,1st,pl,fut,indic,mid
verbinfl.long_aw_fut_indic15,long_aw_contract,esqe,2nd,pl,fut,indic,mid
verbinfl.long_aw_fut_indic16,long_aw_contract,ontai,3rd,pl,fut,indic,mid
verbinfl.long_aw_fut_indic17,long_aw_contract,hsomai,1st,sg,fut,indic,pass
verbinfl.long_aw_fut_indic18,long_aw_contract,hsei,2nd,sg,fut,indic,pass
verbinfl.long_aw_fut_indic18h,long_aw_contract,hsh|,2nd,sg,fut,indic,pass
verbinfl.long_aw_fut_indic19,long_aw_contract,hsetai,3rd,sg,fut,indic,pass
verbinfl.long_aw_fut_indic20,long_aw_contract,hsesqon,2nd,dual,fut,indic,pass
verbinfl.long_aw_fut_indic21,long_aw_contract,hsesqon,3rd,dual,fut,indic,pass
verbinfl.long_aw_fut_indic22,long_aw_contract,hsomeqa,1st,pl,fut,indic,pass
verbinfl.long_aw_fut_indic23,long_aw_contract,hsesqe,2nd,pl,fut,indic,pass
verbinfl.long_aw_fut_indic24,long_aw_contract,hsontai,3rd,pl,fut,indic,pass
