RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.w_pp5_pft_imptv1bm,w_pp5,so,2nd,sg,pft,imptv,mid
verbinfl.w_pp5_pft_imptv2bm,w_pp5,sqw,3rd,sg,pft,imptv,mid

verbinfl.w_pp5_pft_imptv3bm,w_pp5,sqon,2nd,dual,pft,imptv,mid
verbinfl.w_pp5_pft_imptv4bm,w_pp5,sqwn,3rd,dual,pft,imptv,mid

verbinfl.w_pp5_pft_imptv5bm,w_pp5,sqe,2nd,pl,pft,imptv,mid
verbinfl.w_pp5_pft_imptv6bm,w_pp5,sqwn,3rd,pl,pft,imptv,mid

verbinfl.w_pp5_pft_imptv1bm,w_pp5,so,2nd,sg,pft,imptv,pass
verbinfl.w_pp5_pft_imptv2bm,w_pp5,sqw,3rd,sg,pft,imptv,pass

verbinfl.w_pp5_pft_imptv3bm,w_pp5,sqon,2nd,dual,pft,imptv,pass
verbinfl.w_pp5_pft_imptv4bm,w_pp5,sqwn,3rd,dual,pft,imptv,pass

verbinfl.w_pp5_pft_imptv5bm,w_pp5,sqe,2nd,pl,pft,imptv,pass
verbinfl.w_pp5_pft_imptv6bm,w_pp5,sqwn,3rd,pl,pft,imptv,pass
