RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.aw_pres_subj1,aw_contract,w=,1st,sg,pres,subj,act
verbinfl.aw_pres_subj2,aw_contract,h=|s,2nd,sg,pres,subj,act
verbinfl.aw_pres_subj3,aw_contract,h=|,3rd,sg,pres,subj,act

verbinfl.aw_pres_subj4,aw_contract,h=ton,2nd,dual,pres,subj,act
verbinfl.aw_pres_subj5,aw_contract,h=ton,3rd,dual,pres,subj,act

verbinfl.aw_pres_subj6,aw_contract,w=men,1st,pl,pres,subj,act
verbinfl.aw_pres_subj7,aw_contract,h=te,2nd,pl,pres,subj,act
verbinfl.aw_pres_subj8,aw_contract,w=si,3rd,pl,pres,subj,act
verbinfl.aw_pres_subj8n,aw_contract,w=sin,3rd,pl,pres,subj,act


verbinfl.aw_pres_subj9,aw_contract,w=mai,1st,sg,pres,subj,mid
verbinfl.aw_pres_subj10,aw_contract,h=|,2nd,sg,pres,subj,mid
verbinfl.aw_pres_subj11,aw_contract,h=tai,3rd,sg,pres,subj,mid
verbinfl.aw_pres_subj12,aw_contract,h=sqon,2nd,dual,pres,subj,mid
verbinfl.aw_pres_subj13,aw_contract,h=sqon,3rd,dual,pres,subj,mid
verbinfl.aw_pres_subj14,aw_contract,w=meqa,1st,pl,pres,subj,mid
verbinfl.aw_pres_subj15,aw_contract,h=sqe,2nd,pl,pres,subj,mid
verbinfl.aw_pres_subj16,aw_contract,w=ntai,3rd,pl,pres,subj,mid

verbinfl.aw_pres_subj17,aw_contract,w=mai,1st,sg,pres,subj,pass
verbinfl.aw_pres_subj18,aw_contract,h=|,2nd,sg,pres,subj,pass
verbinfl.aw_pres_subj19,aw_contract,h=tai,3rd,sg,pres,subj,pass
verbinfl.aw_pres_subj20,aw_contract,h=sqon,2nd,dual,pres,subj,pass
verbinfl.aw_pres_subj21,aw_contract,h=sqon,3rd,dual,pres,subj,pass
verbinfl.aw_pres_subj22,aw_contract,w=meqa,1st,pl,pres,subj,pass
verbinfl.aw_pres_subj23,aw_contract,h=sqe,2nd,pl,pres,subj,pass
verbinfl.aw_pres_subj24,aw_contract,w=ntai,3rd,pl,pres,subj,pass
