RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.w_pp1_pres_indic1b,w_pp1,w,1st,sg,pres,indic,act
verbinfl.w_pp1_pres_indic2b,w_pp1,eis,2nd,sg,pres,indic,act
verbinfl.w_pp1_pres_indic3b,w_pp1,ei,3rd,sg,pres,indic,act

verbinfl.w_pp1_pres_indic4b,w_pp1,eton,2nd,dual,pres,indic,act
verbinfl.w_pp1_pres_indic5b,w_pp1,eton,3rd,dual,pres,indic,act

verbinfl.w_pp1_pres_indic6b,w_pp1,omen,1st,pl,pres,indic,act
verbinfl.w_pp1_pres_indic7b,w_pp1,ete,2nd,pl,pres,indic,act
verbinfl.w_pp1_pres_indic8b,w_pp1,ousi,3rd,pl,pres,indic,act
verbinfl.w_pp1_pres_indic8bn,w_pp1,ousin,3rd,pl,pres,indic,act

verbinfl.w_pp1_pres_indic9b,w_pp1,omai,1st,sg,pres,indic,mid
verbinfl.w_pp1_pres_indic10b,w_pp1,ei,2nd,sg,pres,indic,mid
verbinfl.w_pp1_pres_indic10bh,w_pp1,h|,2nd,sg,pres,indic,mid
verbinfl.w_pp1_pres_indic11b,w_pp1,etai,3rd,sg,pres,indic,mid

verbinfl.w_pp1_pres_indic12b,w_pp1,esqon,2nd,dual,pres,indic,mid
verbinfl.w_pp1_pres_indic13b,w_pp1,esqon,3rd,dual,pres,indic,mid

verbinfl.w_pp1_pres_indic14b,w_pp1,omeqa,1st,pl,pres,indic,mid
verbinfl.w_pp1_pres_indic15b,w_pp1,esqe,2nd,pl,pres,indic,mid
verbinfl.w_pp1_pres_indic16b,w_pp1,ontai,3rd,pl,pres,indic,mid


verbinfl.w_pp1_pres_indic17b,w_pp1,omai,1st,sg,pres,indic,pass
verbinfl.w_pp1_pres_indic18b,w_pp1,ei,2nd,sg,pres,indic,pass
verbinfl.w_pp1_pres_indic18bh,w_pp1,h|,2nd,sg,pres,indic,pass
verbinfl.w_pp1_pres_indic19b,w_pp1,etai,3rd,sg,pres,indic,pass

verbinfl.w_pp1_pres_indic20b,w_pp1,esqon,2nd,dual,pres,indic,pass
verbinfl.w_pp1_pres_indic21b,w_pp1,esqon,3rd,dual,pres,indic,pass

verbinfl.w_pp1_pres_indic22b,w_pp1,omeqa,1st,pl,pres,indic,pass
verbinfl.w_pp1_pres_indic23b,w_pp1,esqe,2nd,pl,pres,indic,pass
verbinfl.w_pp1_pres_indic24b,w_pp1,ontai,3rd,pl,pres,indic,pass
