RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.w_pp1_pres_opt1b,w_pp1,oimi,1st,sg,pres,opt,act
verbinfl.w_pp1_pres_opt2b,w_pp1,ois,2nd,sg,pres,opt,act
verbinfl.w_pp1_pres_opt3b,w_pp1,oi,3rd,sg,pres,opt,act
verbinfl.w_pp1_pres_opt4b,w_pp1,oiton,2nd,dual,pres,opt,act
verbinfl.w_pp1_pres_opt5b,w_pp1,oithn,3rd,dual,pres,opt,act
verbinfl.w_pp1_pres_opt6b,w_pp1,oimen,1st,pl,pres,opt,act
verbinfl.w_pp1_pres_opt7b,w_pp1,oite,2nd,pl,pres,opt,act
verbinfl.w_pp1_pres_opt8b,w_pp1,oien,3rd,pl,pres,opt,act
verbinfl.w_pp1_pres_opt9b,w_pp1,oimhn,1st,sg,pres,opt,mid
verbinfl.w_pp1_pres_opt10b,w_pp1,oio,2nd,sg,pres,opt,mid
verbinfl.w_pp1_pres_opt11b,w_pp1,oito,3rd,sg,pres,opt,mid
verbinfl.w_pp1_pres_opt12b,w_pp1,oisqon,2nd,dual,pres,opt,mid
verbinfl.w_pp1_pres_opt13b,w_pp1,oisqhn,3rd,dual,pres,opt,mid
verbinfl.w_pp1_pres_opt14b,w_pp1,oimeqa,1st,pl,pres,opt,mid
verbinfl.w_pp1_pres_opt15b,w_pp1,oisqe,2nd,pl,pres,opt,mid
verbinfl.w_pp1_pres_opt16b,w_pp1,ointo,3rd,pl,pres,opt,mid
verbinfl.w_pp1_pres_opt7b,w_pp1,oimhn,1st,sg,pres,opt,pass
verbinfl.w_pp1_pres_opt17b,w_pp1,oio,2nd,sg,pres,opt,pass
verbinfl.w_pp1_pres_opt19b,w_pp1,oito,3rd,sg,pres,opt,pass
verbinfl.w_pp1_pres_opt20b,w_pp1,oisqon,2nd,dual,pres,opt,pass
verbinfl.w_pp1_pres_opt21b,w_pp1,oisqhn,3rd,dual,pres,opt,pass
verbinfl.w_pp1_pres_opt22b,w_pp1,oimeqa,1st,pl,pres,opt,pass
verbinfl.w_pp1_pres_opt23b,w_pp1,oisqe,2nd,pl,pres,opt,pass
verbinfl.w_pp1_pres_opt24b,w_pp1,ointo,3rd,pl,pres,opt,pass
