RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.long_aw_pft_indic1,long_aw_contract,a,1st,sg,pft,indic,act
verbinfl.long_aw_pft_indic2,long_aw_contract,as,2nd,sg,pft,indic,act
verbinfl.long_aw_pft_indic3,long_aw_contract,e,3rd,sg,pft,indic,act

verbinfl.long_aw_pft_indic4,long_aw_contract,aton,2nd,dual,pft,indic,act
verbinfl.long_aw_pft_indic5,long_aw_contract,aton,3rd,dual,pft,indic,act

verbinfl.long_aw_pft_indic6,long_aw_contract,amen,1st,pl,pft,indic,act
verbinfl.long_aw_pft_indic7,long_aw_contract,ate,2nd,pl,pft,indic,act
verbinfl.long_aw_pft_indic8,long_aw_contract,a_si,3rd,plf,pft,indic,act


verbinfl.long_aw_pft_indic9,long_aw_contract,a_mai,1st,sg,pft,indic,mid
verbinfl.long_aw_pft_indic11,long_aw_contract,a_sai,2nd,sg,pft,indic,mid
verbinfl.long_aw_pft_indic12,long_aw_contract,a_tai,3rd,sg,pft,indic,mid

verbinfl.long_aw_pft_indic13,long_aw_contract,a_sqon,2nd,dual,pft,indic,mid
verbinfl.long_aw_pft_indic14,long_aw_contract,a_sqon,3rd,dual,pft,indic,mid

verbinfl.long_aw_pft_indic15,long_aw_contract,a_meqa,1st,pl,pft,indic,mid
verbinfl.long_aw_pft_indic16,long_aw_contract,a_sqe,2nd,pl,pft,indic,mid
verbinfl.long_aw_pft_indic17,long_aw_contract,a_ntai,3rd,pl,pft,indic,mid


verbinfl.long_aw_pft_indic18,long_aw_contract,a_mai,1st,sg,pft,indic,pass
verbinfl.long_aw_pft_indic19,long_aw_contract,a_sai,2nd,sg,pft,indic,pass
verbinfl.long_aw_pft_indic2o,long_aw_contract,a_tai,3rd,sg,pft,indic,pass

verbinfl.long_aw_pft_indic21,long_aw_contract,a_sqon,2nd,dual,pft,indic,pass
verbinfl.long_aw_pft_indic22,long_aw_contract,a_sqon,3rd,dual,pft,indic,pass

verbinfl.long_aw_pft_indic23,long_aw_contract,a_meqa,1st,pl,pft,indic,pass
verbinfl.long_aw_pft_indic24,long_aw_contract,a_sqe,2nd,pl,pft,indic,pass
verbinfl.long_aw_pft_indic25,long_aw_contract,a_ntai,3rd,pl,pft,indic,pass
