RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.w_pres_opt1,w_regular,oimi,1st,sg,pres,opt,act
verbinfl.w_pres_opt2,w_regular,ois,2nd,sg,pres,opt,act
verbinfl.w_pres_opt3,w_regular,oi,3rd,sg,pres,opt,act

verbinfl.w_pres_opt4,w_regular,oiton,2nd,dual,pres,opt,act
verbinfl.w_pres_opt5,w_regular,oithn,3rd,dual,pres,opt,act

verbinfl.w_pres_opt6,w_regular,oimen,1st,pl,pres,opt,act
verbinfl.w_pres_opt7,w_regular,oite,2nd,pl,pres,opt,act
verbinfl.w_pres_opt8,w_regular,oien,3rd,pl,pres,opt,act
verbinfl.w_pres_opt8n,oien,wsin,3rd,pl,pres,opt,act


verbinfl.w_pres_opt9,w_regular,oimhn,1st,sg,pres,opt,mid
verbinfl.w_pres_opt10,w_regular,oio,2nd,sg,pres,opt,mid
verbinfl.w_pres_opt11,w_regular,oito,3rd,sg,pres,opt,mid

verbinfl.w_pres_opt12,w_regular,oisqon,2nd,dual,pres,opt,mid
verbinfl.w_pres_opt13,w_regular,oisqhn,3rd,dual,pres,opt,mid

verbinfl.w_pres_opt14,w_regular,oimeqa,1st,pl,pres,opt,mid
verbinfl.w_pres_opt15,w_regular,oisqe,2nd,pl,pres,opt,mid
verbinfl.w_pres_opt16,w_regular,ointo,3rd,pl,pres,opt,mid




verbinfl.w_pres_opt7,w_regular,oimhn,1st,sg,pres,opt,pass
verbinfl.w_pres_opt18,w_regular,oio,2nd,sg,pres,opt,pass
verbinfl.w_pres_opt19,w_regular,oito,3rd,sg,pres,opt,pass

verbinfl.w_pres_opt20,w_regular,oisqon,2nd,dual,pres,opt,pass
verbinfl.w_pres_opt21,w_regular,oisqhn,3rd,dual,pres,opt,pass

verbinfl.w_pres_opt22,w_regular,oimeqa,1st,pl,pres,opt,pass
verbinfl.w_pres_opt23,w_regular,oisqe,2nd,pl,pres,opt,pass
verbinfl.w_pres_opt24,w_regular,ointo,3rd,pl,pres,opt,pass
