RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.ew_aor_imptv2,ew_contract,on,2nd,sg,aor,imptv,act
verbinfl.ew_aor_imptv3,ew_contract,a/tw,3rd,sg,aor,imptv,act

verbinfl.ew_aor_imptv4,ew_contract,aton,2nd,dual,aor,imptv,act
verbinfl.ew_aor_imptv5,ew_contract,a/twn,3rd,dual,aor,imptv,act

verbinfl.ew_aor_imptv7,ew_contract,ate,2nd,pl,aor,imptv,act
verbinfl.ew_aor_imptv8,ew_contract,a/ntwn,3rd,pl,aor,imptv,act

verbinfl.ew_aor_imptv10,ew_contract,ai,2nd,sg,aor,imptv,mid
verbinfl.ew_aor_imptv11,ew_contract,a/sqw,3rd,sg,aor,imptv,mid

verbinfl.ew_aor_imptv12,ew_contract,asqon,2nd,dual,aor,imptv,mid
verbinfl.ew_aor_imptv13,ew_contract,a/sqwn,3rd,dual,aor,imptv,mid


verbinfl.ew_aor_imptv14,ew_contract,hti,2nd,sg,aor,imptv,pass
verbinfl.ew_aor_imptv15,ew_contract,htw,3rd,sg,aor,imptv,pass

verbinfl.ew_aor_imptv16,ew_contract,hton,2nd,dual,aor,imptv,pass
verbinfl.ew_aor_imptv17,ew_contract,htwn,3rd,dual,aor,imptv,pass
