RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.s_pp5_pft1,s_pp5,mai,1st,sg,pft,indic,mid
verbinfl.s_pp5_pft2,s_pp5,ai,2nd,sg,pft,indic,mid
verbinfl.s_pp5_pft3,s_pp5,tai,3rd,sg,pft,indic,mid
verbinfl.s_pp5_pft4,s_pp5,qon,2nd,dual,pft,indic,mid
verbinfl.s_pp5_pft5,s_pp5,qon,3rd,dual,pft,indic,mid
verbinfl.s_pp5_pft6,s_pp5,meqa,1st,pl,pft,indic,mid
verbinfl.s_pp5_pft7,s_pp5,qe,2nd,pl,pft,indic,mid
verbinfl.s_pp5_pft8,s_pp5,mai,1st,sg,pft,indic,pass
verbinfl.s_pp5_pft9,s_pp5,ai,2nd,sg,pft,indic,pass
verbinfl.s_pp5_pft10,s_pp5,tai,3rd,sg,pft,indic,pass
verbinfl.s_pp5_pft11,s_pp5,qon,2nd,dual,pft,indic,pass
verbinfl.s_pp5_pft12,s_pp5,qon,3rd,dual,pft,indic,pass
verbinfl.s_pp5_pft13,s_pp5,meqa,1st,pl,pft,indic,pass
verbinfl.s_pp5_pft14,s_pp5,qe,2nd,pl,pft,indic,pass
verbinfl.s_pp5_plup1,s_pp5,mhn,1st,sg,plupft,indic,mid
verbinfl.s_pp5_plup2,s_pp5,o,2nd,sg,plupft,indic,mid
verbinfl.s_pp5_plup3,s_pp5,to,3rd,sg,plupft,indic,mid
verbinfl.s_pp5_plup4,s_pp5,qon,2nd,dual,plupft,indic,mid
verbinfl.s_pp5_plup5,s_pp5,qhn,3rd,dual,plupft,indic,mid
verbinfl.s_pp5_plup6,s_pp5,meqa,1st,pl,plupft,indic,mid
verbinfl.s_pp5_plup7,s_pp5,qe,2nd,pl,plupft,indic,mid
verbinfl.s_pp5_plup8,s_pp5,mhn,1st,sg,plupft,indic,pass
verbinfl.s_pp5_plup9,s_pp5,o,2nd,sg,plupft,indic,pass
verbinfl.s_pp5_plup10,s_pp5,to,3rd,sg,plupft,indic,pass
verbinfl.s_pp5_plup11,s_pp5,qon,2nd,dual,plupft,indic,pass
verbinfl.s_pp5_plup12,s_pp5,qhn,3rd,dual,plupft,indic,pass
verbinfl.s_pp5_plup13,s_pp5,meqa,1st,pl,plupft,indic,pass
verbinfl.s_pp5_plup14,s_pp5,qe,2nd,pl,plupft,indic,pass
verbinfl.s_pp5_imptv1,s_pp5,o,2nd,sg,pft,imptv,mid
verbinfl.s_pp5_imptv2,s_pp5,qw,3rd,sg,pft,imptv,mid
verbinfl.s_pp5_imptv3,s_pp5,qon,2nd,dual,pft,imptv,mid
verbinfl.s_pp5_imptv4,s_pp5,qwn,3rd,dual,pft,imptv,mid
verbinfl.s_pp5_imptv5,s_pp5,qe,2nd,pl,pft,imptv,mid
verbinfl.s_pp5_imptv6,s_pp5,qwn,3rd,pl,pft,imptv,mid
verbinfl.s_pp5_imptv7,s_pp5,o,2nd,sg,pft,imptv,pass
verbinfl.s_pp5_imptv8,s_pp5,qw,3rd,sg,pft,imptv,pass
verbinfl.s_pp5_imptv9,s_pp5,qon,2nd,dual,pft,imptv,pass
verbinfl.s_pp5_imptv10,s_pp5,qwn,3rd,dual,pft,imptv,pass
verbinfl.s_pp5_imptv11,s_pp5,qe,2nd,pl,pft,imptv,pass
verbinfl.s_pp5_imptv12,s_pp5,qwn,3rd,pl,pft,imptv,pass
