RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.ow_fut_indic1,ow_contract,w,1st,sg,fut,indic,act
verbinfl.ow_fut_indic2,ow_contract,eis,2nd,sg,fut,indic,act
verbinfl.ow_fut_indic3,ow_contract,ei,3rd,sg,fut,indic,act
verbinfl.ow_fut_indic4,ow_contract,eton,2nd,dual,fut,indic,act
verbinfl.ow_fut_indic5,ow_contract,eton,3rd,dual,fut,indic,act
verbinfl.ow_fut_indic6,ow_contract,omen,1st,pl,fut,indic,act
verbinfl.ow_fut_indic7,ow_contract,ete,2nd,pl,fut,indic,act
verbinfl.ow_fut_indic8,ow_contract,ousi,3rd,pl,fut,indic,act
verbinfl.ow_fut_indic8n,ow_contract,ousin,3rd,pl,fut,indic,act
verbinfl.ow_fut_indic9,ow_contract,omai,1st,sg,fut,indic,mid
verbinfl.ow_fut_indic10,ow_contract,ei,2nd,sg,fut,indic,mid
verbinfl.ow_fut_indic10h,ow_contract,h|,2nd,sg,fut,indic,mid
verbinfl.ow_fut_indic11,ow_contract,etai,3rd,sg,fut,indic,mid
verbinfl.ow_fut_indic12,ow_contract,esqon,2nd,dual,fut,indic,mid
verbinfl.ow_fut_indic13,ow_contract,esqon,3rd,dual,fut,indic,mid
verbinfl.ow_fut_indic14,ow_contract,omeqa,1st,pl,fut,indic,mid
verbinfl.ow_fut_indic15,ow_contract,esqe,2nd,pl,fut,indic,mid
verbinfl.ow_fut_indic16,ow_contract,ontai,3rd,pl,fut,indic,mid
verbinfl.ow_fut_indic17,ow_contract,hsomai,1st,sg,fut,indic,pass
verbinfl.ow_fut_indic18,ow_contract,hsei,2nd,sg,fut,indic,pass
verbinfl.ow_fut_indic18h,ow_contract,hsh|,2nd,sg,fut,indic,pass
verbinfl.ow_fut_indic19,ow_contract,hsetai,3rd,sg,fut,indic,pass
verbinfl.ow_fut_indic20,ow_contract,hsesqon,2nd,dual,fut,indic,pass
verbinfl.ow_fut_indic21,ow_contract,hsesqon,3rd,dual,fut,indic,pass
verbinfl.ow_fut_indic22,ow_contract,hsomeqa,1st,pl,fut,indic,pass
verbinfl.ow_fut_indic23,ow_contract,hsesqe,2nd,pl,fut,indic,pass
verbinfl.ow_fut_indic24,ow_contract,hsontai,3rd,pl,fut,indic,pass
