RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.w_pft_imptv1m,w_regular,so,2nd,sg,pft,imptv,mid
verbinfl.w_pft_imptv2m,w_regular,sqw,3rd,sg,pft,imptv,mid

verbinfl.w_pft_imptv3m,w_regular,sqon,2nd,dual,pft,imptv,mid
verbinfl.w_pft_imptv4m,w_regular,sqwn,3rd,dual,pft,imptv,mid

verbinfl.w_pft_imptv5m,w_regular,sqe,2nd,pl,pft,imptv,mid
verbinfl.w_pft_imptv6m,w_regular,sqwn,3rd,pl,pft,imptv,mid



verbinfl.w_pft_imptv1p,w_regular,so,2nd,sg,pft,imptv,pass
verbinfl.w_pft_imptv2p,w_regular,sqw,3rd,sg,pft,imptv,pass

verbinfl.w_pft_imptv3p,w_regular,sqon,2nd,dual,pft,imptv,pass
verbinfl.w_pft_imptv4p,w_regular,sqwn,3rd,dual,pft,imptv,pass

verbinfl.w_pft_imptv5p,w_regular,sqe,2nd,pl,pft,imptv,pass
verbinfl.w_pft_imptv6p,w_regular,sqwn,3rd,pl,pft,imptv,pass
