RuleUrn,InflectionClasses,Ending,Person,Number,Tense,Mood,Voice
verbinfl.sm_pp5_pft1,sm_pp5,mai,1st,sg,pft,indic,mid
verbinfl.sm_pp5_pft2,sm_pp5,ai,2nd,sg,pft,indic,mid
verbinfl.sm_pp5_pft3,sm_pp5,tai,3rd,sg,pft,indic,mid

verbinfl.sm_pp5_pft4,sm_pp5,qon,2nd,dual,pft,indic,mid
verbinfl.sm_pp5_pft5,sm_pp5,qon,3rd,dual,pft,indic,mid

verbinfl.sm_pp5_pft6,sm_pp5,meqa,1st,pl,pft,indic,mid
verbinfl.sm_pp5_pft7,sm_pp5,qe,2nd,pl,pft,indic,mid

verbinfl.sm_pp5_pft8,sm_pp5,mai,1st,sg,pft,indic,pass
verbinfl.sm_pp5_pft9,sm_pp5,ai,2nd,sg,pft,indic,pass
verbinfl.sm_pp5_pft10,sm_pp5,tai,3rd,sg,pft,indic,pass

verbinfl.sm_pp5_pft11,sm_pp5,qon,2nd,dual,pft,indic,pass
verbinfl.sm_pp5_pft12,sm_pp5,qon,3rd,dual,pft,indic,pass

verbinfl.sm_pp5_pft13,sm_pp5,meqa,1st,pl,pft,indic,pass
verbinfl.sm_pp5_pft14,sm_pp5,qe,2nd,pl,pft,indic,pass




verbinfl.sm_pp5_plup1,sm_pp5,mhn,1st,sg,plupft,indic,mid
verbinfl.sm_pp5_plup2,sm_pp5,o,2nd,sg,plupft,indic,mid
verbinfl.sm_pp5_plup3,sm_pp5,to,3rd,sg,plupft,indic,mid

verbinfl.sm_pp5_plup4,sm_pp5,qon,2nd,dual,plupft,indic,mid
verbinfl.sm_pp5_plup5,sm_pp5,qhn,3rd,dual,plupft,indic,mid

verbinfl.sm_pp5_plup6,sm_pp5,meqa,1st,pl,plupft,indic,mid
verbinfl.sm_pp5_plup7,sm_pp5,qe,2nd,pl,plupft,indic,mid

verbinfl.sm_pp5_plup8,sm_pp5,mhn,1st,sg,plupft,indic,pass
verbinfl.sm_pp5_plup9,sm_pp5,o,2nd,sg,plupft,indic,pass
verbinfl.sm_pp5_plup10,sm_pp5,to,3rd,sg,plupft,indic,pass

verbinfl.sm_pp5_plup11,sm_pp5,qon,2nd,dual,plupft,indic,pass
verbinfl.sm_pp5_plup12,sm_pp5,qhn,3rd,dual,plupft,indic,pass

verbinfl.sm_pp5_plup13,sm_pp5,meqa,1st,pl,plupft,indic,pass
verbinfl.sm_pp5_plup14,sm_pp5,qe,2nd,pl,plupft,indic,pass






verbinfl.sm_pp5_imptv1,sm_pp5,o,2nd,sg,pft,imptv,mid
verbinfl.sm_pp5_imptv2,sm_pp5,qw,3rd,sg,pft,imptv,mid

verbinfl.sm_pp5_imptv3,sm_pp5,qon,2nd,dual,pft,imptv,mid
verbinfl.sm_pp5_imptv4,sm_pp5,qwn,3rd,dual,pft,imptv,mid

verbinfl.sm_pp5_imptv5,sm_pp5,qe,2nd,pl,pft,imptv,mid
verbinfl.sm_pp5_imptv6,sm_pp5,qwn,3nd,pl,pft,imptv,mid


verbinfl.sm_pp5_imptv1,sm_pp5,o,2nd,sg,pft,imptv,pass
verbinfl.sm_pp5_imptv2,sm_pp5,qw,3rd,sg,pft,imptv,pass

verbinfl.sm_pp5_imptv3,sm_pp5,qon,2nd,dual,pft,imptv,pass
verbinfl.sm_pp5_imptv4,sm_pp5,qwn,3rd,dual,pft,imptv,pass

verbinfl.sm_pp5_imptv5,sm_pp5,qe,2nd,pl,pft,imptv,pass
verbinfl.sm_pp5_imptv6,sm_pp5,qwn,3nd,pl,pft,imptv,pass
