StemUrn,LexicalEntity,Stem,Gender,InflClass,Accent,Tags
lsjpool.n8845_0,lexent.n8845,a)nqrakw,neut,ma_matos,stempenacc,
lsjpool.n8846_0,lexent.n8846,a)nqrakw,masc,n_nos,stemultacc,
lsjpool.n8847_0,lexent.n8847,a)nqrakws,fem,is_ews,stempenacc,
lsjpool.n8848_0,lexent.n8848,a)nqra,masc,c_kos,stempenacc,
lsjpool.n8851_0,lexent.n8851,a)nqrhk,neut,os_ou,inflacc,
lsjpool.n8856_0,lexent.n8856,a)nqrusk,neut,os_ou,stempenacc,
lsjpool.n8866_0,lexent.n8866,a)nqrwplisk,masc,os_ou,stemultacc,
lsjpool.n8867_0,lexent.n8867,a)nqrwpism,masc,os_ou,inflacc,
lsjpool.n8870_0,lexent.n8870,a)nqrwpobori,fem,h_hs,stempenacc,
lsjpool.n8873_0,lexent.n8873,a)nqrwpognafei,neut,os_ou,stemultacc,
lsjpool.n8875_0,lexent.n8875,a)nqrwpogoni,fem,h_hs,stempenacc,
lsjpool.n8876_0,lexent.n8876,a)^nqrwpograf,masc,os_ou,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)nqrwpoktoni,fem,h_hs,stempenacc,
lsjpool.n8889_0,lexent.n8889,a)nqrwpolatr,masc,hs_ou,stemultacc,
lsjpool.n8894_0,lexent.n8894,a)nqrwpoma^geir,masc,os_ou,stempenacc,
lsjpool.n8900_0,lexent.n8900,a)nqrwpopa^qei,fem,a_hs,stempenacc,
lsjpool.n8903_0,lexent.n8903,a)nqrwpoplast,masc,hs_ou,stemultacc,
lsjpool.n8908_0,lexent.n8908,a)nqrwporraist,masc,hs_ou,stemultacc,
lsjpool.n8911_0,lexent.n8911,a)nqrwpoth,fem,s_tos,stempenacc,
lsjpool.n8919_0,lexent.n8919,a)nqrwpoxeir,neut,os_ou,stempenacc,
lsjpool.n8920_0,lexent.n8920,a)nqrwp,fem,w_oos,inflacc,
lsjpool.n8923_0,lexent.n8923,a)nqubris,fem,is_ews,stempenacc,
lsjpool.n8925_0,lexent.n8925,a)nqulli,neut,os_ou,stempenacc,
lsjpool.n8926_0,lexent.n8926,a)nqull,fem,is_idos,inflacc,
lsjpool.n8927_0,lexent.n8927,a)nqull,neut,os_ou,stempenacc,
lsjpool.n8929_0,lexent.n8929,a)nqupagwg,fem,h_hs,inflacc,
lsjpool.n8931_0,lexent.n8931,a)nqupallag,fem,h_hs,inflacc,
lsjpool.n8935_0,lexent.n8935,a)nqupatei,fem,h_hs,stempenacc,
lsjpool.n8953_0,lexent.n8953,a)nqupologism,masc,os_ou,inflacc,
lsjpool.n8957_0,lexent.n8957,a)nquporuc,fem,is_ews,stempenacc,
lsjpool.n8958_0,lexent.n8958,a)nqupostas,fem,is_ews,stempenacc,
lsjpool.n8960_0,lexent.n8960,a)nqupostrof,fem,h_hs,inflacc,
lsjpool.n8965_0,lexent.n8965,a)nqupoti_mhs,fem,is_ews,stempenacc,
lsjpool.n8967_0,lexent.n8967,a)nqupourgi,fem,h_hs,stempenacc,
lsjpool.n8968_0,lexent.n8968,a)nqupourghs,fem,is_ews,stempenacc,
lsjpool.n8971_0,lexent.n8971,a)nqupofor,fem,h_hs,inflacc,
lsjpool.n8973_0,lexent.n8973,a)nqupoxwrhs,fem,is_ews,stempenacc,
lsjpool.n8974_0,lexent.n8974,a)nqufaires,fem,is_ews,stempenacc,
lsjpool.n8990_0,lexent.n8990,a)niatr,masc,os_ou,stempenacc,
lsjpool.n9004_0,lexent.n9004,a)nidrws,fem,is_ews,stempenacc,
lsjpool.n9011_0,lexent.n9011,a)nierws,fem,is_ews,stempenacc,
lsjpool.n9022_0,lexent.n9022,a)ni_ki,fem,h_hs,stempenacc,
lsjpool.n9031_0,lexent.n9031,a)nillw,neut,ma_matos,stempenacc,
lsjpool.n9034_0,lexent.n9034,a)nimhs,fem,is_ews,stempenacc,
lsjpool.n9038_0,lexent.n9038,a)nippi,fem,h_hs,stempenacc,
lsjpool.n9048_0,lexent.n9048,a)nisasm,masc,os_ou,inflacc,
lsjpool.n9049_0,lexent.n9049,a)nisa_t,neut,os_ou,stemultacc,
lsjpool.n9052_0,lexent.n9052,a)nisit,masc,hs_ou,stemultacc,
lsjpool.n9084_0,lexent.n9084,a)nistorhsi,fem,h_hs,stempenacc,
lsjpool.n9086_0,lexent.n9086,a)nist,masc,wr_oros,stempenacc,
lsjpool.n9091_0,lexent.n9091,a)nisxuroth,fem,s_tos,stempenacc,
lsjpool.n9094_0,lexent.n9094,a)nisw,neut,ma_matos,stempenacc,
lsjpool.n9100_0,lexent.n9100,a)nixneus,fem,is_ews,stempenacc,
lsjpool.n9107_0,lexent.n9107,a)nnhqi,neut,os_ou,stempenacc,
lsjpool.n8680_0,lexent.n8680,a)nhss,neut,os_ou,stempenacc,
lsjpool.n9117_0,lexent.n9117,a)nnwneparx,masc,os_ou,stempenacc,
lsjpool.n9119_0,lexent.n9119,a)nnwn,fem,h_hs,stempenacc,
lsjpool.n9124_0,lexent.n9124,a)nodi,fem,h_hs,stempenacc,
lsjpool.n9129_0,lexent.n9129,a)nod,masc,wn_ontos,stempenacc,
lsjpool.n9134_0,lexent.n9134,a)noh,neut,ma_matos,stempenacc,
lsjpool.n9136_0,lexent.n9136,a)nohsi,fem,h_hs,stempenacc,
lsjpool.n9138_0,lexent.n9138,a)nohti,fem,h_hs,stempenacc,
lsjpool.n9144_0,lexent.n9144,a)noig,masc,eus_ews,inflacc,
lsjpool.n9145_0,lexent.n9145,a)noig,neut,ma_matos,stempenacc,
lsjpool.n9148_0,lexent.n9148,a)noidans,fem,is_ews,stempenacc,
lsjpool.n9150_0,lexent.n9150,a)noidhs,fem,is_ews,stempenacc,
lsjpool.n9153_0,lexent.n9153,a)noikeioth,fem,s_tos,stempenacc,
lsjpool.n9158_0,lexent.n9158,a)noikis,fem,is_ews,stempenacc,
lsjpool.n9162_0,lexent.n9162,a)noikodom,fem,h_hs,inflacc,
lsjpool.n9163_0,lexent.n9163,a)noikodomhs,fem,is_ews,stempenacc,
lsjpool.n9164_0,lexent.n9164,a)noikodomi,fem,h_hs,stempenacc,
lsjpool.n9170_0,lexent.n9170,a)noikt,masc,hs_ou,stemultacc,
lsjpool.n9181_0,lexent.n9181,a)nois,fem,is_ews,stempenacc,
lsjpool.n9192_0,lexent.n9192,a)nokwxhs,fem,is_ews,stempenacc,
lsjpool.n9206_0,lexent.n9206,a)nomalws,fem,is_ews,stempenacc,
lsjpool.n9209_0,lexent.n9209,a)nombri,fem,h_hs,stempenacc,
lsjpool.n9213_0,lexent.n9213,a)nomh,neut,ma_matos,stempenacc,
lsjpool.n9220_0,lexent.n9220,a)nomogenei,fem,a_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)nomoioeidei,fem,a_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)nomologh,neut,ma_matos,stempenacc,
lsjpool.n9270_0,lexent.n9270,a)norgi,fem,h_hs,stempenacc,
lsjpool.n9273_0,lexent.n9273,a)nore,fem,h_hs,stempenacc,
lsjpool.n9277_0,lexent.n9277,a)noreci,fem,h_hs,stempenacc,
lsjpool.n9282_0,lexent.n9282,a)norws,fem,is_ews,stempenacc,
lsjpool.n9302_0,lexent.n9302,a)nosi,fem,h_hs,stempenacc,
lsjpool.n9306_0,lexent.n9306,a)nosiourgh,neut,ma_matos,stempenacc,
lsjpool.n9335_0,lexent.n9335,a)nousioth,fem,s_tos,stempenacc,
lsjpool.n9336_0,lexent.n9336,a)nousiws,fem,is_ews,stempenacc,
lsjpool.n9345_0,lexent.n9345,a)nox,masc,eus_ews,inflacc,
lsjpool.n9351_0,lexent.n9351,a)noxlhsi,fem,h_hs,stempenacc,
lsjpool.n9356_0,lexent.n9356,a)nox,neut,os_ou,stempenacc,
lsjpool.n9359_0,lexent.n9359,a)noyi,fem,h_hs,stempenacc,
lsjpool.n9363_0,lexent.n9363,a)nrei,fem,h_hs,stempenacc,
lsjpool.n9377_0,lexent.n9377,a)ntagwni,fem,h_hs,stempenacc,
lsjpool.n9398_0,lexent.n9398,a)ntakolouqhs,fem,is_ews,stempenacc,
lsjpool.n9399_0,lexent.n9399,a)ntakolouqi,fem,h_hs,stempenacc,
lsjpool.n9404_0,lexent.n9404,a)ntakrwthri,neut,os_ou,stempenacc,
lsjpool.n9407_0,lexent.n9407,a)ntallag,fem,h_hs,inflacc,
lsjpool.n9411_0,lexent.n9411,a)ntallakt,masc,hs_ou,stemultacc,
lsjpool.n9417_0,lexent.n9417,a)nta^meiy,fem,is_ews,stempenacc,
lsjpool.n9429_0,lexent.n9429,a)ntanaires,fem,is_ews,stempenacc,
lsjpool.n9433_0,lexent.n9433,a)ntanaklas,fem,is_ews,stempenacc,
lsjpool.n9434_0,lexent.n9434,a)ntanaklasm,masc,os_ou,inflacc,
lsjpool.n9437_0,lexent.n9437,a)ntanakop,fem,h_hs,inflacc,
lsjpool.n9442_0,lexent.n9442,a)ntanalus,fem,is_ews,stempenacc,
lsjpool.n9449_0,lexent.n9449,a)ntanaplhrws,fem,is_ews,stempenacc,
lsjpool.n9456_0,lexent.n9456,a)ntanemi,fem,h_hs,stempenacc,
lsjpool.n9460_0,lexent.n9460,a)ntani^sw,neut,ma_matos,stempenacc,
lsjpool.n9461_0,lexent.n9461,a)ntani^sws,fem,is_ews,stempenacc,
lsjpool.n9483_0,lexent.n9483,a)ntapokatastas,fem,is_ews,stempenacc,
lsjpool.n9486_0,lexent.n9486,a)ntapokris,fem,is_ews,stempenacc,
lsjpool.n9492_0,lexent.n9492,a)ntapopals,fem,is_ews,stempenacc,
lsjpool.n9497_0,lexent.n9497,a)ntapostrof,fem,h_hs,inflacc,
lsjpool.n9504_0,lexent.n9504,a)ntapox,neut,os_ou,stempenacc,
lsjpool.n9507_0,lexent.n9507,a)ntapws,fem,is_ews,stempenacc,
lsjpool.n9509_0,lexent.n9509,a)ntar,masc,hs_ou,stemultacc,
lsjpool.n9514_0,lexent.n9514,a)ntarsi,fem,h_hs,stempenacc,
lsjpool.n9515_0,lexent.n9515,a)ntars,fem,is_ews,stempenacc,
lsjpool.n9517_0,lexent.n9517,a)ntarx,masc,os_ou,stempenacc,
lsjpool.n9518_0,lexent.n9518,a)ntarx,masc,wn_ontos,stempenacc,
lsjpool.n9524_0,lexent.n9524,a)ntaugasi,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntaugi,fem,h_hs,stempenacc,
lsjpool.n9538_0,lexent.n9538,a)ntegklh,neut,ma_matos,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)nteikasi,fem,h_hs,stempenacc,
lsjpool.n9549_0,lexent.n9549,a)nteisagwg,fem,h_hs,inflacc,
lsjpool.n9559_0,lexent.n9559,a)nteisfor,fem,h_hs,inflacc,
lsjpool.n9561_0,lexent.n9561,a)ntekdik,masc,os_ou,stempenacc,
lsjpool.n9579_0,lexent.n9579,a)ntektis,fem,is_ews,stempenacc,
lsjpool.n9589_0,lexent.n9589,a)ntellogism,masc,os_ou,inflacc,
lsjpool.n9590_0,lexent.n9590,a)ntellog,masc,os_ou,stempenacc,
lsjpool.n9594_0,lexent.n9594,a)ntembas,fem,is_ews,stempenacc,
lsjpool.n9597_0,lexent.n9597,a)ntembo,fem,h_hs,inflacc,
lsjpool.n9598_0,lexent.n9598,a)ntembol,fem,h_hs,inflacc,
lsjpool.n9600_0,lexent.n9600,a)ntembrox,fem,h_hs,inflacc,
lsjpool.n9609_0,lexent.n9609,a)ntemplok,fem,h_hs,inflacc,
lsjpool.n9615_0,lexent.n9615,a)ntenantiws,fem,is_ews,stempenacc,
lsjpool.n9617_0,lexent.n9617,a)ntendeic,fem,is_ews,stempenacc,
lsjpool.n9620_0,lexent.n9620,a)ntenedr,fem,h_hs,stempenacc,
lsjpool.n9623_0,lexent.n9623,a)ntenexur,neut,os_ou,stempenacc,
lsjpool.n9624_0,lexent.n9624,a)ntenqes,fem,is_ews,stempenacc,
lsjpool.n9633_0,lexent.n9633,a)ntecar,neut,ma_matos,stempenacc,
lsjpool.n9638_0,lexent.n9638,a)ntecetas,fem,is_ews,stempenacc,
lsjpool.n9641_0,lexent.n9641,a)ntechghs,fem,is_ews,stempenacc,
lsjpool.n9642_0,lexent.n9642,a)ntechght,masc,hs_ou,inflacc,
lsjpool.n9646_0,lexent.n9646,a)ntecod,fem,os_ou,stempenacc,
lsjpool.n9649_0,lexent.n9649,a)ntecws,fem,is_ews,stempenacc,
lsjpool.n9655_0,lexent.n9655,a)nteparx,masc,os_ou,stempenacc,
lsjpool.n9660_0,lexent.n9660,a)ntepeisod,fem,os_ou,stempenacc,
lsjpool.n9669_0,lexent.n9669,a)ntepecod,fem,os_ou,stempenacc,
lsjpool.n9673_0,lexent.n9673,a)nteperwths,fem,is_ews,stempenacc,
lsjpool.n9678_0,lexent.n9678,a)ntepiqes,fem,is_ews,stempenacc,
lsjpool.n9685_0,lexent.n9685,a)ntepikra^tei,fem,a_hs,stempenacc,
lsjpool.n9694_0,lexent.n9694,a)ntepirrh,neut,ma_matos,stempenacc,
lsjpool.n9697_0,lexent.n9697,a)ntepistal,neut,ma_matos,stempenacc,
lsjpool.n9703_0,lexent.n9703,a)ntepistrof,fem,h_hs,inflacc,
lsjpool.n9712_0,lexent.n9712,a)ntepixeirhs,fem,is_ews,stempenacc,
lsjpool.n9713_0,lexent.n9713,a)ntepopteus,fem,is_ews,stempenacc,
lsjpool.n9723_0,lexent.n9723,a)ntereis,neut,ma_matos,stempenacc,
lsjpool.n9738_0,lexent.n9738,a)nteuergeth,neut,ma_matos,stempenacc,
lsjpool.n9739_0,lexent.n9739,a)nteuerget,masc,hs_ou,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)nteupoii,fem,h_hs,stempenacc,
lsjpool.n9745_0,lexent.n9745,a)nteufras,neut,ma_matos,stempenacc,
lsjpool.n9756_0,lexent.n9756,a)nteformhs,fem,is_ews,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)nt,fem,h_hs,stempenacc,
lsjpool.n9769_0,lexent.n9769,a)nthridi,neut,os_ou,stempenacc,
lsjpool.n9772_0,lexent.n9772,a)nths,fem,is_ews,stempenacc,
lsjpool.n9775_0,lexent.n9775,a)nthxh,neut,ma_matos,stempenacc,
lsjpool.n9776_0,lexent.n9776,a)nthxhs,fem,is_ews,stempenacc,
lsjpool.n9782_0,lexent.n9782,a)ntia,fem,s_dos,stemultacc,
lsjpool.n9783_0,lexent.n9783,a)ntiattikist,masc,hs_ou,inflacc,
lsjpool.n9784_0,lexent.n9784,a)ntiaxa_t,masc,hs_ou,stemultacc,
lsjpool.n9792_0,lexent.n9792,a)ntibakxei,masc,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntibakx,masc,os_ou,stempenacc,
lsjpool.n9797_0,lexent.n9797,a)ntibasil,masc,eus_ews,inflacc,
lsjpool.n9801_0,lexent.n9801,a)^ntibat,masc,hs_ou,stemultacc,
lsjpool.n9804_0,lexent.n9804,a)ntibibli,neut,os_ou,stemultacc,
lsjpool.n9813_0,lexent.n9813,a)ntiblh,neut,ma_matos,stempenacc,
lsjpool.n9819_0,lexent.n9819,a)ntibol,fem,h_hs,inflacc,
lsjpool.n9821_0,lexent.n9821,a)ntibolhs,fem,is_ews,stempenacc,
lsjpool.n9823_0,lexent.n9823,a)ntibol,neut,os_ou,stempenacc,
lsjpool.n9825_0,lexent.n9825,a)ntiborei,neut,os_ou,stempenacc,
lsjpool.n9833_0,lexent.n9833,a)ntigenes,fem,is_ews,stempenacc,
lsjpool.n9835_0,lexent.n9835,a)ntigeoux,masc,os_ou,stemultacc,
lsjpool.n9838_0,lexent.n9838,a)ntiglaukism,masc,os_ou,inflacc,
lsjpool.n9845_0,lexent.n9845,a)ntigrafei,fem,h_hs,stempenacc,
lsjpool.n9846_0,lexent.n9846,a)ntigrafei,neut,os_ou,stemultacc,
lsjpool.n9852_0,lexent.n9852,a)ntigrafgray,fem,is_ews,stempenacc,
lsjpool.n9856_0,lexent.n9856,a)ntidaktul,masc,os_ou,stempenacc,
lsjpool.n9859_0,lexent.n9859,a)ntideic,fem,is_ews,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntidiagraf,fem,h_hs,inflacc,
lsjpool.n9873_0,lexent.n9873,a)ntidiaires,fem,is_ews,stempenacc,
lsjpool.n9886_0,lexent.n9886,a)ntidiastol,fem,h_hs,inflacc,
lsjpool.n9887_0,lexent.n9887,a)ntidiatac,fem,is_ews,stempenacc,
lsjpool.n9890_0,lexent.n9890,a)ntididaskal,masc,os_ou,stempenacc,
lsjpool.n9897_0,lexent.n9897,a)ntidihghs,fem,is_ews,stempenacc,
lsjpool.XXX_0,lexent.XXX,asi,fem,h_hs,stempenacc,
lsjpool.n9901_0,lexent.n9901,a)ntidikhs,fem,is_ews,stempenacc,
lsjpool.n9902_0,lexent.n9902,a)ntidiki,fem,h_hs,stempenacc,
lsjpool.n9904_0,lexent.n9904,a)ntidiktat,masc,wr_oros,stempenacc,
lsjpool.n9907_0,lexent.n9907,a)ntidiskws,fem,is_ews,stempenacc,
lsjpool.n9909_0,lexent.n9909,a)ntidoki,neut,os_ou,stempenacc,
lsjpool.n9910_0,lexent.n9910,a)ntidom,fem,h_hs,inflacc,
lsjpool.XXX_0,lexent.XXX,a)ntidoti,neut,os_ou,stempenacc,
lsjpool.n9921_0,lexent.n9921,a)ntidras,fem,is_ews,stempenacc,
lsjpool.n9927_0,lexent.n9927,a)ntidwre,fem,h_hs,inflacc,
lsjpool.n9929_0,lexent.n9929,a)ntidwr,neut,os_ou,stempenacc,
lsjpool.n9931_0,lexent.n9931,a)ntizhli,fem,h_hs,stempenacc,
lsjpool.n9932_0,lexent.n9932,a)ntizhl,masc,os_ou,stempenacc,
lsjpool.n9937_0,lexent.n9937,a)ntizugi,fem,h_hs,stempenacc,
lsjpool.n9944_0,lexent.n9944,a)ntiqe,neut,ma_matos,stempenacc,
lsjpool.n9948_0,lexent.n9948,a)ntiqesi,neut,os_ou,stempenacc,
lsjpool.n9955_0,lexent.n9955,a)ntiqh,neut,ma_matos,stempenacc,
lsjpool.n9976_0,lexent.n9976,a)ntikardi,neut,os_ou,stempenacc,
lsjpool.n9982_0,lexent.n9982,a)ntikatadus,fem,is_ews,stempenacc,
lsjpool.n9988_0,lexent.n9988,a)ntikatallag,fem,h_hs,inflacc,
lsjpool.n9989_0,lexent.n9989,a)ntikatallag,neut,ma_matos,stempenacc,
lsjpool.n9991_0,lexent.n9991,a)ntikatallac,fem,is_ews,stempenacc,
lsjpool.n9998_0,lexent.n9998,a)ntikatastas,fem,is_ews,stempenacc,
lsjpool.n10000_0,lexent.n10000,a)ntikatasxes,fem,is_ews,stempenacc,
lsjpool.n10001_0,lexent.n10001,a)ntikatatas,fem,is_ews,stempenacc,
lsjpool.n10007_0,lexent.n10007,a)ntikataxwrism,masc,os_ou,inflacc,
lsjpool.n10011_0,lexent.n10011,a)ntikathgori,fem,h_hs,stempenacc,
lsjpool.n10019_0,lexent.n10019,a)ntikefal,neut,os_ou,stempenacc,
lsjpool.n10024_0,lexent.n10024,a)ntikinhs,fem,is_ews,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntikinkleiqr,neut,os_ou,stempenacc,
lsjpool.n10032_0,lexent.n10032,a)ntiklhs,fem,is_ews,stempenacc,
lsjpool.n10034_0,lexent.n10034,a)ntiklis,fem,is_ews,stempenacc,
lsjpool.n10037_0,lexent.n10037,a)ntikoil,neut,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntikontws,fem,is_ews,stempenacc,
lsjpool.n10043_0,lexent.n10043,a)ntikop,fem,h_hs,inflacc,
lsjpool.XXX_0,lexent.XXX,a)ntikosmhs,fem,is_ews,stempenacc,
lsjpool.n10048_0,lexent.n10048,a)ntikosmht,masc,hs_ou,stemultacc,
lsjpool.n10050_0,lexent.n10050,a)ntikoy,fem,is_ews,stempenacc,
lsjpool.n10054_0,lexent.n10054,a)ntikri,masc,os_ou,stempenacc,
lsjpool.n10055_0,lexent.n10055,a)ntikris,fem,is_ews,stempenacc,
lsjpool.n10058_0,lexent.n10058,a)ntikrousti,fem,h_hs,stempenacc,
lsjpool.n10063_0,lexent.n10063,a)ntikths,fem,is_ews,stempenacc,
lsjpool.n10071_0,lexent.n10071,a)ntikuri,fem,h_hs,stempenacc,
lsjpool.n10077_0,lexent.n10077,a)ntikwphlat,masc,hs_ou,stemultacc,
lsjpool.n10078_0,lexent.n10078,a)ntilab,masc,eus_ews,inflacc,
lsjpool.n10088_0,lexent.n10088,a)ntilamy,fem,is_ews,stempenacc,
lsjpool.n10094_0,lexent.n10094,a)ntilec,fem,is_ews,stempenacc,
lsjpool.n10103_0,lexent.n10103,a)ntilhpt,masc,wr_oros,stempenacc,
lsjpool.n10106_0,lexent.n10106,a)ntilobi,neut,os_ou,stempenacc,
lsjpool.n10107_0,lexent.n10107,a)ntilob,fem,is_idos,inflacc,
lsjpool.n10113_0,lexent.n10113,a)ntiloglsm,masc,os_ou,inflacc,
lsjpool.n10119_0,lexent.n10119,a)ntiluphs,fem,is_ews,stempenacc,
lsjpool.n10128_0,lexent.n10128,a)ntimartu^rhs,fem,is_ews,stempenacc,
lsjpool.n10131_0,lexent.n10131,a)ntimaxhs,fem,is_ews,stempenacc,
lsjpool.n10132_0,lexent.n10132,a)ntimaxht,fem,us_uos,inflacc,
lsjpool.n10137_0,lexent.n10137,a)ntimeqec,fem,is_ews,stempenacc,
lsjpool.n10144_0,lexent.n10144,a)ntimerit,masc,hs_ou,stemultacc,
lsjpool.n10146_0,lexent.n10146,a)ntimesouranh,neut,ma_matos,stempenacc,
lsjpool.n10147_0,lexent.n10147,a)ntimesouranhs,fem,is_ews,stempenacc,
lsjpool.n10150_0,lexent.n10150,a)ntimetabas,fem,is_ews,stempenacc,
lsjpool.n10152_0,lexent.n10152,a)ntimetabol,fem,h_hs,inflacc,
lsjpool.n10154_0,lexent.n10154,a)ntimetagwg,fem,h_hs,inflacc,
lsjpool.n10155_0,lexent.n10155,a)ntimetados,fem,is_ews,stempenacc,
lsjpool.n10156_0,lexent.n10156,a)ntimetaqes,fem,is_ews,stempenacc,
lsjpool.n10160_0,lexent.n10160,a)ntimetalhy,fem,is_ews,stempenacc,
lsjpool.n10165_0,lexent.n10165,a)ntimetastas,fem,is_ews,stempenacc,
lsjpool.n10166_0,lexent.n10166,a)ntimetatac,fem,is_ews,stempenacc,
lsjpool.n10170_0,lexent.n10170,a)ntimetaxwrhs,fem,is_ews,stempenacc,
lsjpool.n10176_0,lexent.n10176,a)ntimetrhs,fem,is_ews,stempenacc,
lsjpool.n10182_0,lexent.n10182,a)ntimhxanh,neut,ma_matos,stempenacc,
lsjpool.n10188_0,lexent.n10188,a)ntimisqi,neut,os_ou,stempenacc,
lsjpool.n10191_0,lexent.n10191,a)ntimisi,neut,os_ou,stempenacc,
lsjpool.n10195_0,lexent.n10195,a)ntimoiri,fem,h_hs,stempenacc,
lsjpool.n10203_0,lexent.n10203,a)ntimwl,masc,os_ou,stemultacc,
lsjpool.n10206_0,lexent.n10206,a)ntineopoi,masc,os_ou,inflacc,
lsjpool.XXX_0,lexent.XXX,a)nti,neut,os_ou,stemultacc,
lsjpool.n10228_0,lexent.n10228,a)ntiotom,neut,os_ou,stemultacc,
lsjpool.n10240_0,lexent.n10240,a)ntipaqi,neut,os_ou,stempenacc,
lsjpool.n10243_0,lexent.n10243,a)ntipaidonom,masc,os_ou,stemultacc,
lsjpool.n10248_0,lexent.n10248,a)ntipalaist,masc,hs_ou,inflacc,
lsjpool.n10258_0,lexent.n10258,a)ntiparagraf,fem,h_hs,inflacc,
lsjpool.n10261_0,lexent.n10261,a)ntiparagwg,fem,h_hs,inflacc,
lsjpool.n10264_0,lexent.n10264,a)ntiparados,fem,is_ews,stempenacc,
lsjpool.n10265_0,lexent.n10265,a)ntiparaqes,fem,is_ews,stempenacc,
lsjpool.n10272_0,lexent.n10272,a)ntiparaklhs,fem,is_ews,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntiparakris,fem,is_ews,stempenacc,
lsjpool.n10284_0,lexent.n10284,a)ntiparastas,fem,is_ews,stempenacc,
lsjpool.n10286_0,lexent.n10286,a)ntiparatac,fem,is_ews,stempenacc,
lsjpool.n10291_0,lexent.n10291,a)ntiparaxwrhs,fem,is_ews,stempenacc,
lsjpool.n10293_0,lexent.n10293,a)ntipareisagwg,fem,h_hs,inflacc,
lsjpool.n10294_0,lexent.n10294,a)ntiparektas,fem,is_ews,stempenacc,
lsjpool.n10297_0,lexent.n10297,a)ntiparecagwg,fem,h_hs,inflacc,
lsjpool.XXX_0,lexent.XXX,a)ntiparw|dhs,fem,is_ews,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntiparwnumi,fem,h_hs,stempenacc,
lsjpool.n10316_0,lexent.n10316,a)ntipatr,fem,is_idos,inflacc,
lsjpool.XXX_0,lexent.XXX,a)ntipelargws,fem,is_ews,stempenacc,
lsjpool.n10320_0,lexent.n10320,a)ntipemy,fem,is_ews,stempenacc,
lsjpool.n10322_0,lexent.n10322,a)ntipeponqhs,fem,is_ews,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntiperait,fem,is_idos,stemultacc,
lsjpool.n10331_0,lexent.n10331,a)ntiperiagwg,fem,h_hs,inflacc,
lsjpool.n10342_0,lexent.n10342,a)ntiperispas,neut,ma_matos,stempenacc,
lsjpool.n10343_0,lexent.n10343,a)ntiperispasm,masc,os_ou,inflacc,
lsjpool.n10345_0,lexent.n10345,a)ntiperistas,fem,is_ews,stempenacc,
lsjpool.n10346_0,lexent.n10346,a)ntiperistrof,fem,h_hs,inflacc,
lsjpool.XXX_0,lexent.XXX,a)ntiperiws,fem,is_ews,stempenacc,
lsjpool.n10363_0,lexent.n10363,a)ntiplad,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntiphrhs,fem,is_ews,stempenacc,
lsjpool.n10373_0,lexent.n10373,a)ntiploi,fem,a_hs,stempenacc,
lsjpool.n10374_0,lexent.n10374,a)ntipneus,fem,is_ews,stempenacc,
lsjpool.n10376_0,lexent.n10376,a)ntipno,fem,h_hs,inflacc,
lsjpool.n10382_0,lexent.n10382,a)ntipoihs,fem,is_ews,stempenacc,
lsjpool.n10390_0,lexent.n10390,a)ntipolitei,fem,h_hs,stempenacc,
lsjpool.n10393_0,lexent.n10393,a)ntipon,neut,os_ou,stempenacc,
lsjpool.n10394_0,lexent.n10394,a)ntiporei,fem,h_hs,stempenacc,
lsjpool.n10399_0,lexent.n10399,a)ntipornobosk,masc,os_ou,stempenacc,
lsjpool.n10401_0,lexent.n10401,a)ntiporp,fem,os_ou,stempenacc,
lsjpool.n10402_0,lexent.n10402,a)nti,masc,null,stempenacc,
lsjpool.n10405_0,lexent.n10405,a)ntipras,fem,is_ews,stempenacc,
lsjpool.n10408_0,lexent.n10408,a)ntipresbeut,masc,hs_ou,inflacc,
lsjpool.n10410_0,lexent.n10410,a)ntiproaires,fem,is_ews,stempenacc,
lsjpool.n10418_0,lexent.n10418,a)ntiproikw|,neut,os_ou,stemultacc,
lsjpool.n10422_0,lexent.n10422,a)ntiproklhs,fem,is_ews,stempenacc,
lsjpool.n10435_0,lexent.n10435,a)ntiprosoy,fem,is_ews,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ntiproswp,neut,os_ou,stempenacc,
lsjpool.n10439_0,lexent.n10439,a)ntiprotas,fem,is_ews,stempenacc,
lsjpool.n10445_0,lexent.n10445,a)ntiptw,neut,ma_matos,stempenacc,
lsjpool.n10446_0,lexent.n10446,a)ntiptws,fem,is_ews,stempenacc,
