RuleUrn,InflectionClass,Ending,Gender,Case,Number,Tense,Voice
verbinfl.w_pp3_aor_ptcp1m,w_pp3,a_s,masc,nom,sg,aor,act
verbinfl.w_pp3_aor_ptcp2m,w_pp3,antos,masc,gen,sg,aor,act
verbinfl.w_pp3_aor_ptcp3m,w_pp3,anti,masc,dat,sg,aor,act
verbinfl.w_pp3_aor_ptcp4m,w_pp3,anta,masc,acc,sg,aor,act
verbinfl.w_pp3_aor_ptcp5m,w_pp3,a_s,masc,voc,sg,aor,act

verbinfl.w_pp3_aor_ptcp6m,w_pp3,ante,masc,nom,dual,aor,act
verbinfl.w_pp3_aor_ptcp7m,w_pp3,antoin,masc,gen,dual,aor,act
verbinfl.w_pp3_aor_ptcp8m,w_pp3,antoin,masc,dat,dual,aor,act
verbinfl.w_pp3_aor_ptcp9m,w_pp3,ante,masc,acc,dual,aor,act
verbinfl.w_pp3_aor_ptcp10m,w_pp3,ante,masc,voc,dual,aor,act

verbinfl.w_pp3_aor_ptcp11m,w_pp3,antes,masc,nom,pl,aor,act
verbinfl.w_pp3_aor_ptcp12m,w_pp3,antwn,masc,gen,pl,aor,act
verbinfl.w_pp3_aor_ptcp13m,w_pp3,a_si,masc,dat,pl,aor,act
verbinfl.w_pp3_aor_ptcp13mn,w_pp3,a_sin,masc,dat,pl,aor,act
verbinfl.w_pp3_aor_ptcp14m,w_pp3,antas,masc,acc,pl,aor,act
verbinfl.w_pp3_aor_ptcp15m,w_pp3,antes,masc,voc,pl,aor,act



verbinfl.w_pp3_aor_ptcp1f,w_pp3,a_sa^,fem,nom,sg,aor,act
verbinfl.w_pp3_aor_ptcp2f,w_pp3,a_shs,fem,gen,sg,aor,act
verbinfl.w_pp3_aor_ptcp3f,w_pp3,a_sh|,fem,dat,sg,aor,act
verbinfl.w_pp3_aor_ptcp4f,w_pp3,a_sa^n,fem,acc,sg,aor,act
verbinfl.w_pp3_aor_ptcp5f,w_pp3,a_sa^,fem,voc,sg,aor,act

verbinfl.w_pp3_aor_ptcp6f,w_pp3,a_sa_,fem,nom,dual,aor,act
verbinfl.w_pp3_aor_ptcp7f,w_pp3,a_sain,fem,gen,dual,aor,act
verbinfl.w_pp3_aor_ptcp8f,w_pp3,a_sain,fem,dat,dual,aor,act
verbinfl.w_pp3_aor_ptcp9f,w_pp3,a_sa_,fem,acc,dual,aor,act
verbinfl.w_pp3_aor_ptcp10f,w_pp3,a_sa_,fem,voc,dual,aor,act

verbinfl.w_pp3_aor_ptcp11f,w_pp3,a_sai,fem,nom,pl,aor,act
verbinfl.w_pp3_aor_ptcp12f,w_pp3,a_sw=n,fem,gen,pl,aor,act
verbinfl.w_pp3_aor_ptcp13f,w_pp3,a_sais,fem,dat,pl,aor,act
verbinfl.w_pp3_aor_ptcp14f,w_pp3,a_sa_s,fem,acc,pl,aor,act
verbinfl.w_pp3_aor_ptcp15f,w_pp3,a_sai,fem,voc,pl,aor,act


verbinfl.w_pp3_aor_ptcp1n,w_pp3,a^n,neut,nom,sg,aor,act
verbinfl.w_pp3_aor_ptcp2n,w_pp3,antos,neut,gen,sg,aor,act
verbinfl.w_pp3_aor_ptcp3n,w_pp3,anti,neut,dat,sg,aor,act
verbinfl.w_pp3_aor_ptcp4n,w_pp3,a^n,neut,acc,sg,aor,act
verbinfl.w_pp3_aor_ptcp5n,w_pp3,a^n,neut,voc,sg,aor,act

verbinfl.w_pp3_aor_ptcp6n,w_pp3,ante,neut,nom,dual,aor,act
verbinfl.w_pp3_aor_ptcp7n,w_pp3,antoin,neut,gen,dual,aor,act
verbinfl.w_pp3_aor_ptcp8n,w_pp3,antoin,neut,dat,dual,aor,act
verbinfl.w_pp3_aor_ptcp9n,w_pp3,ante,neut,acc,dual,aor,act
verbinfl.w_pp3_aor_ptcp10n,w_pp3,ante,neut,voc,dual,aor,act

verbinfl.w_pp3_aor_ptcp11n,w_pp3,anta,neut,nom,pl,aor,act
verbinfl.w_pp3_aor_ptcp12n,w_pp3,antwn,neut,gen,pl,aor,act
verbinfl.w_pp3_aor_ptcp13n,w_pp3,a_si,neut,dat,pl,aor,act
verbinfl.w_pp3_aor_ptcp13nn,w_pp3,a_sin,neut,dat,pl,aor,act
verbinfl.w_pp3_aor_ptcp14n,w_pp3,anta,neut,acc,pl,aor,act
verbinfl.w_pp3_aor_ptcp15n,w_pp3,anta,neut,voc,pl,aor,act





verbinfl.w_pp3_aorptcp_mp1m,w_pp3,amenos,masc,nom,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp2m,w_pp3,amenou,masc,gen,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp3m,w_pp3,amenw|,masc,dat,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp4m,w_pp3,amenon,masc,acc,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp5m,w_pp3,amene,masc,voc,sg,aor,mid

verbinfl.w_pp3_aorptcp_mp6m,w_pp3,amenw,masc,nom,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp7m,w_pp3,amenoin,masc,gen,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp8m,w_pp3,amenoin,masc,dat,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp9m,w_pp3,amenw,masc,acc,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp10m,w_pp3,amenw,masc,voc,dual,aor,mid

verbinfl.w_pp3_aorptcp_mp11m,w_pp3,amenoi,masc,nom,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp12m,w_pp3,amenwn,masc,gen,pl,aor,mid
