RuleUrn,InflectionClass,Ending,Gender,Case,Number,Tense,Voice
verbinfl.w_pp3_aorptcp_mp13m,w_pp3,amenois,masc,dat,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp14m,w_pp3,amenous,masc,acc,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp15m,w_pp3,amenoi,masc,voc,pl,aor,mid





verbinfl.w_pp3_aorptcp_mp1m,w_pp3,amenh,fem,nom,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp2m,w_pp3,amenhs,fem,gen,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp3m,w_pp3,amenh|,fem,dat,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp4m,w_pp3,amena_n,fem,acc,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp5m,w_pp3,amenh,fem,voc,sg,aor,mid

verbinfl.w_pp3_aorptcp_mp6m,w_pp3,amena_,fem,nom,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp7m,w_pp3,amenain,fem,gen,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp8m,w_pp3,amenain,fem,dat,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp9m,w_pp3,amena_,fem,acc,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp10m,w_pp3,amena_,fem,voc,dual,aor,mid

verbinfl.w_pp3_aorptcp_mp11m,w_pp3,amenai,fem,nom,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp12m,w_pp3,amenwn,fem,gen,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp13m,w_pp3,amenais,fem,dat,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp14m,w_pp3,amena_s,fem,acc,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp15m,w_pp3,amenai,fem,voc,pl,aor,mid


verbinfl.w_pp3_aorptcp_mp1n,w_pp3,amenon,neut,nom,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp2n,w_pp3,amenou,neut,gen,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp3n,w_pp3,amenw|,neut,dat,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp4n,w_pp3,amenon,neut,acc,sg,aor,mid
verbinfl.w_pp3_aorptcp_mp5n,w_pp3,amenon,neut,voc,sg,aor,mid

verbinfl.w_pp3_aorptcp_mp6n,w_pp3,amenw,neut,nom,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp7n,w_pp3,amenoin,neut,gen,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp8n,w_pp3,amenoin,neut,dat,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp9n,w_pp3,amenw,neut,acc,dual,aor,mid
verbinfl.w_pp3_aorptcp_mp10n,w_pp3,amenw,neut,voc,dual,aor,mid

verbinfl.w_pp3_aorptcp_mp11n,w_pp3,amena,neut,nom,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp12n,w_pp3,amenwn,neut,gen,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp13n,w_pp3,amenois,neut,dat,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp14n,w_pp3,amena,neut,acc,pl,aor,mid
verbinfl.w_pp3_aorptcp_mp15n,w_pp3,amena,neut,voc,pl,aor,mid
