RuleUrn,InflectionClass,Ending,Gender,Case,Number,Tense,Voice
verbinfl.s_pp5_passm,s_pp5,me/nos,masc,nom,sg,pft,pass
verbinfl.s_pp5_pass2m,s_pp5,me/nou,masc,gen,sg,pft,pass
verbinfl.s_pp5_pass3m,s_pp5,me/nw|,masc,dat,sg,pft,pass
verbinfl.s_pp5_pass4m,s_pp5,me/non,masc,acc,sg,pft,pass
verbinfl.s_pp5_pass5m,s_pp5,me/ne,masc,voc,sg,pft,pass

verbinfl.s_pp5_pass6m,s_pp5,me/nw,masc,nom,dual,pft,pass
verbinfl.s_pp5_pass7m,s_pp5,me/noin,masc,gen,dual,pft,pass
verbinfl.s_pp5_pass8m,s_pp5,me/noin,masc,dat,dual,pft,pass
verbinfl.s_pp5_pass9m,s_pp5,me/nw,masc,acc,dual,pft,pass
verbinfl.s_pp5_pass0m,s_pp5,me/nw,masc,voc,dual,pft,pass

verbinfl.s_pp5_m11m,s_pp5,me/noi,masc,nom,pl,pft,pass
verbinfl.s_pp5_pass2m,s_pp5,me/nwn,masc,gen,pl,pft,pass
verbinfl.s_pp5_pass3m,s_pp5,me/nois,masc,dat,pl,pft,pass
verbinfl.s_pp5_pass4m,s_pp5,me/nous,masc,acc,pl,pft,pass
verbinfl.s_pp5_pass5m,s_pp5,me/noi,masc,voc,pl,pft,pass

verbinfl.s_pp5_passn,s_pp5,me/non,neut,nom,sg,pft,pass
verbinfl.s_pp5_pass2n,s_pp5,me/nou,neut,gen,sg,pft,pass
verbinfl.s_pp5_pass3n,s_pp5,me/nw|,neut,dat,sg,pft,pass
verbinfl.s_pp5_pass4n,s_pp5,me/non,neut,acc,sg,pft,pass
verbinfl.s_pp5_pass5n,s_pp5,me/non,neut,voc,sg,pft,pass

verbinfl.s_pp5_pass6n,s_pp5,me/nw,neut,nom,dual,pft,pass
verbinfl.s_pp5_pass7n,s_pp5,me/noin,neut,gen,dual,pft,pass
verbinfl.s_pp5_pass8n,s_pp5,me/noin,neut,dat,dual,pft,pass
verbinfl.s_pp5_pass9n,s_pp5,me/nw,neut,acc,dual,pft,pass
verbinfl.s_pp5_pass0n,s_pp5,me/nw,neut,voc,dual,pft,pass

verbinfl.s_pp5_m11n,s_pp5,me/na,neut,nom,pl,pft,pass
verbinfl.s_pp5_pass2n,s_pp5,me/nwn,neut,gen,pl,pft,pass
verbinfl.s_pp5_pass3n,s_pp5,me/nois,neut,dat,pl,pft,pass
verbinfl.s_pp5_pass4n,s_pp5,me/na,neut,acc,pl,pft,pass
verbinfl.s_pp5_pass5n,s_pp5,me/na,neut,voc,pl,pft,pass


verbinfl.s_pp5_passf,s_pp5,me/nh,fem,nom,sg,pft,pass
verbinfl.s_pp5_pass2f,s_pp5,me/nhs,fem,gen,sg,pft,pass
verbinfl.s_pp5_pass3f,s_pp5,me/na|,fem,dat,sg,pft,pass
verbinfl.s_pp5_pass4f,s_pp5,me/nan,fem,acc,sg,pft,pass
verbinfl.s_pp5_pass5f,s_pp5,me/nh,fem,voc,sg,pft,pass

verbinfl.s_pp5_pass6n,s_pp5,me/na,fem,nom,dual,pft,pass
verbinfl.s_pp5_pass7f,s_pp5,me/nain,fem,gen,dual,pft,pass
verbinfl.s_pp5_pass8f,s_pp5,me/nain,fem,dat,dual,pft,pass
verbinfl.s_pp5_pass9f,s_pp5,me/na,fem,acc,dual,pft,pass
verbinfl.s_pp5_pass0f,s_pp5,me/na,fem,voc,dual,pft,pass

verbinfl.s_pp5_m11f,s_pp5,me/nai,fem,nom,pl,pft,pass
verbinfl.s_pp5_pass2f,s_pp5,me/nwn,fem,gen,pl,pft,pass
verbinfl.s_pp5_pass3f,s_pp5,me/nais,fem,dat,pl,pft,pass
verbinfl.s_pp5_pass4f,s_pp5,me/nas,fem,acc,pl,pft,pass
verbinfl.s_pp5_pass5f,s_pp5,me/nai,fem,voc,pl,pft,pass
