RuleUrn,InflectionClass,Ending,Gender,Case,Number,Tense,Voice
verbinfl.w_pft_pftptcp_mp1m,w_pft,me/nos,masc,nom,sg,pft,mid
verbinfl.w_pft_pftptcp_mp2m,w_pft,me/nou,masc,gen,sg,pft,mid
verbinfl.w_pft_pftptcp_mp3m,w_pft,me/nw|,masc,dat,sg,pft,mid
verbinfl.w_pft_pftptcp_mp4m,w_pft,me/non,masc,acc,sg,pft,mid
verbinfl.w_pft_pftptcp_mp5m,w_pft,me/ne,masc,voc,sg,pft,mid

verbinfl.w_pft_pftptcp_mp6m,w_pft,me/nw,masc,nom,dual,pft,mid
verbinfl.w_pft_pftptcp_mp7m,w_pft,me/noin,masc,gen,dual,pft,mid
verbinfl.w_pft_pftptcp_mp8m,w_pft,me/noin,masc,dat,dual,pft,mid
verbinfl.w_pft_pftptcp_mp9m,w_pft,me/nw,masc,acc,dual,pft,mid
verbinfl.w_pft_pftptcp_mp10m,w_pft,me/nw,masc,voc,dual,pft,mid

verbinfl.w_pft_pftptcp_mp11m,w_pft,me/noi,masc,nom,pl,pft,mid
verbinfl.w_pft_pftptcp_mp12m,w_pft,me/nwn,masc,gen,pl,pft,mid
verbinfl.w_pft_pftptcp_mp13m,w_pft,me/nois,masc,dat,pl,pft,mid
verbinfl.w_pft_pftptcp_mp14m,w_pft,me/nous,masc,acc,pl,pft,mid
verbinfl.w_pft_pftptcp_mp15m,w_pft,me/noi,masc,voc,pl,pft,mid





verbinfl.w_pft_pftptcp_mp1m,w_pft,me/nh,fem,nom,sg,pft,mid
verbinfl.w_pft_pftptcp_mp2m,w_pft,me/nhs,fem,gen,sg,pft,mid
verbinfl.w_pft_pftptcp_mp3m,w_pft,me/nh|,fem,dat,sg,pft,mid
verbinfl.w_pft_pftptcp_mp4m,w_pft,me/nhn,fem,acc,sg,pft,mid
verbinfl.w_pft_pftptcp_mp5m,w_pft,me/nh,fem,voc,sg,pft,mid

verbinfl.w_pft_pftptcp_mp6m,w_pft,me/na_,fem,nom,dual,pft,mid
verbinfl.w_pft_pftptcp_mp7m,w_pft,me/nain,fem,gen,dual,pft,mid
verbinfl.w_pft_pftptcp_mp8m,w_pft,me/nain,fem,dat,dual,pft,mid
