RuleUrn,InflectionClass,Ending,Gender,Case,Number,Tense,Voice
verbinfl.w_pft_pftptcp_mp9m,w_pft,me/na_,fem,acc,dual,pft,mid
verbinfl.w_pft_pftptcp_mp10m,w_pft,me/na_,fem,voc,dual,pft,mid

verbinfl.w_pft_pftptcp_mp11m,w_pft,me/nai,fem,nom,pl,pft,mid
verbinfl.w_pft_pftptcp_mp12m,w_pft,me/nwn,fem,gen,pl,pft,mid
verbinfl.w_pft_pftptcp_mp13m,w_pft,me/nais,fem,dat,pl,pft,mid
verbinfl.w_pft_pftptcp_mp14m,w_pft,me/na_s,fem,acc,pl,pft,mid
verbinfl.w_pft_pftptcp_mp15m,w_pft,me/nai,fem,voc,pl,pft,mid




verbinfl.w_pft_pftptcp_mp1n,w_pft,me/non,neut,nom,sg,pft,mid
verbinfl.w_pft_pftptcp_mp2n,w_pft,me/nou,neut,gen,sg,pft,mid
verbinfl.w_pft_pftptcp_mp3n,w_pft,me/nw|,neut,dat,sg,pft,mid
verbinfl.w_pft_pftptcp_mp4n,w_pft,me/non,neut,acc,sg,pft,mid
verbinfl.w_pft_pftptcp_mp5n,w_pft,me/non,neut,voc,sg,pft,mid

verbinfl.w_pft_pftptcp_mp6n,w_pft,me/nw,neut,nom,dual,pft,mid
verbinfl.w_pft_pftptcp_mp7n,w_pft,me/noin,neut,gen,dual,pft,mid
verbinfl.w_pft_pftptcp_mp8n,w_pft,me/noin,neut,dat,dual,pft,mid
verbinfl.w_pft_pftptcp_mp9n,w_pft,me/nw,neut,acc,dual,pft,mid
verbinfl.w_pft_pftptcp_mp10n,w_pft,me/nw,neut,voc,dual,pft,mid

verbinfl.w_pft_pftptcp_mp11n,w_pft,me/na,neut,nom,pl,pft,mid
verbinfl.w_pft_pftptcp_mp12n,w_pft,me/nwn,neut,gen,pl,pft,mid
verbinfl.w_pft_pftptcp_mp13n,w_pft,me/nois,neut,dat,pl,pft,mid
verbinfl.w_pft_pftptcp_mp14n,w_pft,me/na,neut,acc,pl,pft,mid
verbinfl.w_pft_pftptcp_mp15n,w_pft,me/na,neut,voc,pl,pft,mid



verbinfl.w_pft_pftptcp_mp1m,w_pft,me/nos,masc,nom,sg,pft,pass
verbinfl.w_pft_pftptcp_mp2m,w_pft,me/nou,masc,gen,sg,pft,pass
verbinfl.w_pft_pftptcp_mp3m,w_pft,me/nw|,masc,dat,sg,pft,pass
verbinfl.w_pft_pftptcp_mp4m,w_pft,me/non,masc,acc,sg,pft,pass
verbinfl.w_pft_pftptcp_mp5m,w_pft,me/ne,masc,voc,sg,pft,pass

verbinfl.w_pft_pftptcp_mp6m,w_pft,me/nw,masc,nom,dual,pft,pass
verbinfl.w_pft_pftptcp_mp7m,w_pft,me/noin,masc,gen,dual,pft,pass
verbinfl.w_pft_pftptcp_mp8m,w_pft,me/noin,masc,dat,dual,pft,pass
verbinfl.w_pft_pftptcp_mp9m,w_pft,me/nw,masc,acc,dual,pft,pass
verbinfl.w_pft_pftptcp_mp10m,w_pft,me/nw,masc,voc,dual,pft,pass

verbinfl.w_pft_pftptcp_mp11m,w_pft,me/noi,masc,nom,pl,pft,pass
verbinfl.w_pft_pftptcp_mp12m,w_pft,me/nwn,masc,gen,pl,pft,pass
verbinfl.w_pft_pftptcp_mp13m,w_pft,me/nois,masc,dat,pl,pft,pass
verbinfl.w_pft_pftptcp_mp14m,w_pft,me/nous,masc,acc,pl,pft,pass
verbinfl.w_pft_pftptcp_mp15m,w_pft,me/noi,masc,voc,pl,pft,pass





verbinfl.w_pft_pftptcp_mp1m,w_pft,me/nh,fem,nom,sg,pft,pass
verbinfl.w_pft_pftptcp_mp2m,w_pft,me/nhs,fem,gen,sg,pft,pass
verbinfl.w_pft_pftptcp_mp3m,w_pft,me/nh|,fem,dat,sg,pft,pass
verbinfl.w_pft_pftptcp_mp4m,w_pft,me/nhn,fem,acc,sg,pft,pass
verbinfl.w_pft_pftptcp_mp5m,w_pft,me/nh,fem,voc,sg,pft,pass

verbinfl.w_pft_pftptcp_mp6m,w_pft,me/na_,fem,nom,dual,pft,pass
verbinfl.w_pft_pftptcp_mp7m,w_pft,me/nain,fem,gen,dual,pft,pass
verbinfl.w_pft_pftptcp_mp8m,w_pft,me/nain,fem,dat,dual,pft,pass
verbinfl.w_pft_pftptcp_mp9m,w_pft,me/na_,fem,acc,dual,pft,pass
verbinfl.w_pft_pftptcp_mp10m,w_pft,me/na_,fem,voc,dual,pft,pass

verbinfl.w_pft_pftptcp_mp11m,w_pft,me/nai,fem,nom,pl,pft,pass
verbinfl.w_pft_pftptcp_mp12m,w_pft,me/nwn,fem,gen,pl,pft,pass
verbinfl.w_pft_pftptcp_mp13m,w_pft,me/nais,fem,dat,pl,pft,pass
verbinfl.w_pft_pftptcp_mp14m,w_pft,me/na_s,fem,acc,pl,pft,pass
verbinfl.w_pft_pftptcp_mp15m,w_pft,me/nai,fem,voc,pl,pft,pass




verbinfl.w_pft_pftptcp_mp1n,w_pft,me/non,neut,nom,sg,pft,pass
verbinfl.w_pft_pftptcp_mp2n,w_pft,me/nou,neut,gen,sg,pft,pass
verbinfl.w_pft_pftptcp_mp3n,w_pft,me/nw|,neut,dat,sg,pft,pass
verbinfl.w_pft_pftptcp_mp4n,w_pft,me/non,neut,acc,sg,pft,pass
verbinfl.w_pft_pftptcp_mp5n,w_pft,me/non,neut,voc,sg,pft,pass

verbinfl.w_pft_pftptcp_mp6n,w_pft,me/nw,neut,nom,dual,pft,pass
verbinfl.w_pft_pftptcp_mp7n,w_pft,me/noin,neut,gen,dual,pft,pass
verbinfl.w_pft_pftptcp_mp8n,w_pft,me/noin,neut,dat,dual,pft,pass
verbinfl.w_pft_pftptcp_mp9n,w_pft,me/nw,neut,acc,dual,pft,pass
verbinfl.w_pft_pftptcp_mp10n,w_pft,me/nw,neut,voc,dual,pft,pass

verbinfl.w_pft_pftptcp_mp11n,w_pft,me/na,neut,nom,pl,pft,pass
verbinfl.w_pft_pftptcp_mp12n,w_pft,me/nwn,neut,gen,pl,pft,pass
verbinfl.w_pft_pftptcp_mp13n,w_pft,me/nois,neut,dat,pl,pft,pass
verbinfl.w_pft_pftptcp_mp14n,w_pft,me/na,neut,acc,pl,pft,pass
verbinfl.w_pft_pftptcp_mp15n,w_pft,me/na,neut,voc,pl,pft,pass
