RuleUrn,InflectionClass,Ending,Gender,Case,Number,Tense,Voice
verbinfl.w_pp6_futptcp_mp1m,w_pp6,hsomenos,masc,nom,sg,fut,pass
verbinfl.w_pp6_futptcp_mp2m,w_pp6,hsomenou,masc,gen,sg,fut,pass
verbinfl.w_pp6_futptcp_mp3m,w_pp6,hsomenw|,masc,dat,sg,fut,pass
verbinfl.w_pp6_futptcp_mp4m,w_pp6,hsomenon,masc,acc,sg,fut,pass
verbinfl.w_pp6_futptcp_mp5m,w_pp6,hsomene,masc,voc,sg,fut,pass

verbinfl.w_pp6_futptcp_mp6m,w_pp6,hsomenw,masc,nom,dual,fut,pass
verbinfl.w_pp6_futptcp_mp7m,w_pp6,hsomenoin,masc,gen,dual,fut,pass
verbinfl.w_pp6_futptcp_mp8m,w_pp6,hsomenoin,masc,dat,dual,fut,pass
verbinfl.w_pp6_futptcp_mp9m,w_pp6,hsomenw,masc,acc,dual,fut,pass
verbinfl.w_pp6_futptcp_mp10m,w_pp6,hsomenw,masc,voc,dual,fut,pass

verbinfl.w_pp6_futptcp_mp11m,w_pp6,hsomenoi,masc,nom,pl,fut,pass
verbinfl.w_pp6_futptcp_mp12m,w_pp6,hsomenwn,masc,gen,pl,fut,pass
verbinfl.w_pp6_futptcp_mp13m,w_pp6,hsomenois,masc,dat,pl,fut,pass
verbinfl.w_pp6_futptcp_mp14m,w_pp6,hsomenous,masc,acc,pl,fut,pass
verbinfl.w_pp6_futptcp_mp15m,w_pp6,hsomenoi,masc,voc,pl,fut,pass





verbinfl.w_pp6_futptcp_mp1m,w_pp6,hsomenh,fem,nom,sg,fut,pass
verbinfl.w_pp6_futptcp_mp2m,w_pp6,hsomenhs,fem,gen,sg,fut,pass
verbinfl.w_pp6_futptcp_mp3m,w_pp6,hsomenh|,fem,dat,sg,fut,pass
verbinfl.w_pp6_futptcp_mp4m,w_pp6,hsomenhn,fem,acc,sg,fut,pass
verbinfl.w_pp6_futptcp_mp5m,w_pp6,hsomenh,fem,voc,sg,fut,pass

verbinfl.w_pp6_futptcp_mp6m,w_pp6,hsomena_,fem,nom,dual,fut,pass
verbinfl.w_pp6_futptcp_mp7m,w_pp6,hsomenain,fem,gen,dual,fut,pass
verbinfl.w_pp6_futptcp_mp8m,w_pp6,hsomenain,fem,dat,dual,fut,pass
verbinfl.w_pp6_futptcp_mp9m,w_pp6,hsomena_,fem,acc,dual,fut,pass
verbinfl.w_pp6_futptcp_mp10m,w_pp6,hsomena_,fem,voc,dual,fut,pass

verbinfl.w_pp6_futptcp_mp11m,w_pp6,hsomenai,fem,nom,pl,fut,pass
verbinfl.w_pp6_futptcp_mp12m,w_pp6,hsomenwn,fem,gen,pl,fut,pass
verbinfl.w_pp6_futptcp_mp13m,w_pp6,hsomenais,fem,dat,pl,fut,pass
verbinfl.w_pp6_futptcp_mp14m,w_pp6,hsomena_s,fem,acc,pl,fut,pass
verbinfl.w_pp6_futptcp_mp15m,w_pp6,hsomenai,fem,voc,pl,fut,pass




verbinfl.w_pp6_futptcp_mp1n,w_pp6,hsomenon,neut,nom,sg,fut,pass
verbinfl.w_pp6_futptcp_mp2n,w_pp6,hsomenou,neut,gen,sg,fut,pass
verbinfl.w_pp6_futptcp_mp3n,w_pp6,hsomenw|,neut,dat,sg,fut,pass
verbinfl.w_pp6_futptcp_mp4n,w_pp6,hsomenon,neut,acc,sg,fut,pass
verbinfl.w_pp6_futptcp_mp5n,w_pp6,hsomenon,neut,voc,sg,fut,pass

verbinfl.w_pp6_futptcp_mp6n,w_pp6,hsomenw,neut,nom,dual,fut,pass
verbinfl.w_pp6_futptcp_mp7n,w_pp6,hsomenoin,neut,gen,dual,fut,pass
verbinfl.w_pp6_futptcp_mp8n,w_pp6,hsomenoin,neut,dat,dual,fut,pass
verbinfl.w_pp6_futptcp_mp9n,w_pp6,hsomenw,neut,acc,dual,fut,pass
verbinfl.w_pp6_futptcp_mp10n,w_pp6,hsomenw,neut,voc,dual,fut,pass

verbinfl.w_pp6_futptcp_mp11n,w_pp6,hsomena,neut,nom,pl,fut,pass
verbinfl.w_pp6_futptcp_mp12n,w_pp6,hsomenwn,neut,gen,pl,fut,pass
verbinfl.w_pp6_futptcp_mp13n,w_pp6,hsomenois,neut,dat,pl,fut,pass
verbinfl.w_pp6_futptcp_mp14n,w_pp6,hsomena,neut,acc,pl,fut,pass
verbinfl.w_pp6_futptcp_mp15n,w_pp6,hsomena,neut,voc,pl,fut,pass
