RuleUrn,InflectionClass,Ending,Gender,Case,Number,Tense,Voice
verbinfl.w_pres_ptcp1,w_regular,wn,masc,nom,sg,pres,act
verbinfl.w_pres_ptcp1b,w_pp1,wn,masc,nom,sg,pres,act
