RuleUrn,InflectionClass,Ending,Gender,Case,Number,Tense,Voice
verbinfl.ew_pres_ptcp1m,ew_contract,w=n,masc,nom,sg,pres,act
verbinfl.ew_pres_ptcp2m,ew_contract,ou=ntos,masc,gen,sg,pres,act
verbinfl.ew_pres_ptcp3m,ew_contract,ou=nti,masc,dat,sg,pres,act
verbinfl.ew_pres_ptcp4m,ew_contract,ou=nta,masc,acc,sg,pres,act
verbinfl.ew_pres_ptcp5m,ew_contract,w=n,masc,voc,sg,pres,act

verbinfl.ew_pres_ptcp6m,ew_contract,ou=nte,masc,nom,dual,pres,act
verbinfl.ew_pres_ptcp7m,ew_contract,ou/ntoin,masc,gen,dual,pres,act
verbinfl.ew_pres_ptcp8m,ew_contract,ou/ntoin,masc,dat,dual,pres,act
verbinfl.ew_pres_ptcp9m,ew_contract,ou=nte,masc,acc,dual,pres,act
verbinfl.ew_pres_ptcp10m,ew_contract,ou=nte,masc,voc,dual,pres,act

verbinfl.ew_pres_ptcp11m,ew_contract,ou=ntes,masc,nom,pl,pres,act
verbinfl.ew_pres_ptcp12m,ew_contract,ou/ntwn,masc,gen,pl,pres,act
verbinfl.ew_pres_ptcp13m,ew_contract,ou=si,masc,dat,pl,pres,act
verbinfl.ew_pres_ptcp13mn,ew_contract,ou=sin,masc,dat,pl,pres,act
verbinfl.ew_pres_ptcp14m,ew_contract,ou=ntas,masc,acc,pl,pres,act
verbinfl.ew_pres_ptcp15m,ew_contract,ou=ntes,masc,voc,pl,pres,act


verbinfl.ew_pres_ptcp1f,ew_contract,ou=sa^,fem,nom,sg,pres,act
verbinfl.ew_pres_ptcp2f,ew_contract,ou/shs,fem,gen,sg,pres,act
verbinfl.ew_pres_ptcp3f,ew_contract,ou/sh|,fem,dat,sg,pres,act
verbinfl.ew_pres_ptcp4f,ew_contract,ou=sa^n,fem,acc,sg,pres,act
verbinfl.ew_pres_ptcp5f,ew_contract,ou=sa^,fem,voc,sg,pres,act

verbinfl.ew_pres_ptcp6f,ew_contract,ou/sa_,fem,nom,dual,pres,act
verbinfl.ew_pres_ptcp7f,ew_contract,ou/sain,fem,gen,dual,pres,act
verbinfl.ew_pres_ptcp8f,ew_contract,ou/sain,fem,dat,dual,pres,act
verbinfl.ew_pres_ptcp9f,ew_contract,ou/sa_,fem,acc,dual,pres,act
verbinfl.ew_pres_ptcp10f,ew_contract,ou/sa_,fem,voc,dual,pres,act

verbinfl.ew_pres_ptcp11f,ew_contract,ou=sai,fem,nom,pl,pres,act
verbinfl.ew_pres_ptcp12f,ew_contract,ousw=n,fem,gen,pl,pres,act
verbinfl.ew_pres_ptcp13f,ew_contract,ou/sais,fem,dat,pl,pres,act
verbinfl.ew_pres_ptcp14f,ew_contract,ou/sa_s,fem,acc,pl,pres,act
verbinfl.ew_pres_ptcp15f,ew_contract,ou=sai,fem,voc,pl,pres,act



verbinfl.ew_pres_ptcp1n,ew_contract,ou=n,neut,nom,sg,pres,act
verbinfl.ew_pres_ptcp2n,ew_contract,ou=ntos,neut,gen,sg,pres,act
verbinfl.ew_pres_ptcp3n,ew_contract,ou=nti,neut,dat,sg,pres,act
verbinfl.ew_pres_ptcp4n,ew_contract,ou=n,neut,acc,sg,pres,act
verbinfl.ew_pres_ptcp5n,ew_contract,ou=n,neut,voc,sg,pres,act

verbinfl.ew_pres_ptcp6n,ew_contract,ou=nte,neut,nom,dual,pres,act
verbinfl.ew_pres_ptcp7n,ew_contract,ou/ntoin,neut,gen,dual,pres,act
verbinfl.ew_pres_ptcp8n,ew_contract,ou/ntoin,neut,dat,dual,pres,act
verbinfl.ew_pres_ptcp9n,ew_contract,ou=nte,neut,acc,dual,pres,act
verbinfl.ew_pres_ptcp10n,ew_contract,ou=nte,neut,voc,dual,pres,act

verbinfl.ew_pres_ptcp11n,ew_contract,ou=nta,neut,nom,pl,pres,act
verbinfl.ew_pres_ptcp12n,ew_contract,ou/ntwn,neut,gen,pl,pres,act
verbinfl.ew_pres_ptcp13n,ew_contract,ou=si,neut,dat,pl,pres,act
verbinfl.ew_pres_ptcp13mn,ew_contract,ou=sin,neut,dat,pl,pres,act
verbinfl.ew_pres_ptcp14n,ew_contract,ou=nta,neut,acc,pl,pres,act
verbinfl.ew_pres_ptcp15n,ew_contract,ou=nta,neut,voc,pl,pres,act








verbinfl.ew_pres_ptcp2,ew_contract,omenos,masc,nom,sg,pres,mid



verbinfl.ew_pres_ptcp2,ew_contract,omenos,masc,nom,sg,pres,pass
