urn,normalizedlemma,shortdef
urn:cite:perseus:lexentity.lex4814.1,Λακητήρ,""
urn:cite:perseus:lexentity.lex4816.1,Λακράτης,""
urn:cite:perseus:lexentity.lex4817.1,Λακρίνης,""
urn:cite:perseus:lexentity.lex4818.1,Λακρατείδης,""
urn:cite:perseus:lexentity.lex4819.1,Λακτοῦκα,""
urn:cite:perseus:lexentity.lex4820.1,Λακωνίζω,""
urn:cite:perseus:lexentity.lex4821.1,Λακωνίς,""
urn:cite:perseus:lexentity.lex4822.1,Λακωνικός,""
urn:cite:perseus:lexentity.lex4823.1,Λακωνισμός,""
urn:cite:perseus:lexentity.lex4824.1,Λακωνιστής,""
urn:cite:perseus:lexentity.lex4825.1,Λακωνομανέω,""
urn:cite:perseus:lexentity.lex4826.1,Λακωνόσημος,""
urn:cite:perseus:lexentity.lex4827.1,Λακύδης,""
urn:cite:perseus:lexentity.lex4828.1,Λακώνιον,""
urn:cite:perseus:lexentity.lex4829.1,Λαλίχμιον,""
urn:cite:perseus:lexentity.lex4830.1,Λαμέδων,""
urn:cite:perseus:lexentity.lex4831.1,Λαμίας,""
urn:cite:perseus:lexentity.lex4832.1,Λαμαχίππιον,""
urn:cite:perseus:lexentity.lex4833.1,Λαμητικός,""
urn:cite:perseus:lexentity.lex4834.1,Λαμιακός,""
urn:cite:perseus:lexentity.lex4835.1,Λαμιεύς,""
urn:cite:perseus:lexentity.lex4836.1,Λαμνόθεν,""
urn:cite:perseus:lexentity.lex4837.1,Λαμπάς,""
urn:cite:perseus:lexentity.lex4838.1,Λαμπέτεια,""
urn:cite:perseus:lexentity.lex4839.1,Λαμπή,""
urn:cite:perseus:lexentity.lex4840.1,Λαμπετίδης,""
urn:cite:perseus:lexentity.lex4841.1,Λαμπετίη,""
urn:cite:perseus:lexentity.lex4842.1,Λαμπιτώ,""
urn:cite:perseus:lexentity.lex4843.1,Λαμπρίας,""
urn:cite:perseus:lexentity.lex4844.1,Λαμπριάς,""
urn:cite:perseus:lexentity.lex4845.1,Λαμπροκλῆς,""
urn:cite:perseus:lexentity.lex4846.1,Λαμπρός,""
urn:cite:perseus:lexentity.lex4847.1,Λαμπτρεύς,""
urn:cite:perseus:lexentity.lex4848.1,Λαμπυρίων,""
urn:cite:perseus:lexentity.lex4850.1,Λαμπώνιον,""
urn:cite:perseus:lexentity.lex4851.1,Λαμψάκη,""
urn:cite:perseus:lexentity.lex4852.1,Λαμψακηνός,""
urn:cite:perseus:lexentity.lex4853.1,Λαμύνθιος,""
urn:cite:perseus:lexentity.lex4854.1,Λανίκη,""
urn:cite:perseus:lexentity.lex4855.1,Λανούβιον,""
urn:cite:perseus:lexentity.lex4856.1,Λαοίτης,""
urn:cite:perseus:lexentity.lex4857.1,Λαογόρας,""
urn:cite:perseus:lexentity.lex4858.1,Λαοδάμας,""
urn:cite:perseus:lexentity.lex4859.1,Λαοδάμεια,""
urn:cite:perseus:lexentity.lex4860.1,Λαοδίκεια,""
urn:cite:perseus:lexentity.lex4861.1,Λαοδίκη,""
urn:cite:perseus:lexentity.lex4862.1,Λαοδίκος,""
urn:cite:perseus:lexentity.lex4863.1,Λαοδικεύς,""
urn:cite:perseus:lexentity.lex4864.1,Λαοδόκος,""
urn:cite:perseus:lexentity.lex4865.1,Λαοθόη,""
urn:cite:perseus:lexentity.lex4866.1,Λαοκόων,""
urn:cite:perseus:lexentity.lex4867.1,Λαομέδεια,""
urn:cite:perseus:lexentity.lex4868.1,Λαομέδων,""
urn:cite:perseus:lexentity.lex4869.1,Λαομένης,""
urn:cite:perseus:lexentity.lex4870.1,Λαομήδης,""
urn:cite:perseus:lexentity.lex4871.1,Λαομεδοντιάδης,""
urn:cite:perseus:lexentity.lex4872.1,Λαονίκη,""
urn:cite:perseus:lexentity.lex4873.1,Λαονόμη,""
urn:cite:perseus:lexentity.lex4874.1,Λαουιανσηνή,""
urn:cite:perseus:lexentity.lex4875.1,Λαουινίας,""
urn:cite:perseus:lexentity.lex4876.1,Λαοφόντη,""
urn:cite:perseus:lexentity.lex4877.1,Λαοφῶν,""
urn:cite:perseus:lexentity.lex4878.1,Λαπίθαι,""
urn:cite:perseus:lexentity.lex4879.1,Λαπίθαιον,""
urn:cite:perseus:lexentity.lex4880.1,Λαπίθης,""
urn:cite:perseus:lexentity.lex4881.1,Λαππαῖος,""
urn:cite:perseus:lexentity.lex4882.1,Λαρήνσιος,""
urn:cite:perseus:lexentity.lex4883.1,Λαρίσιος,""
urn:cite:perseus:lexentity.lex4884.1,Λαρανδεύς,""
urn:cite:perseus:lexentity.lex4885.1,Λαρεντία,""
urn:cite:perseus:lexentity.lex4887.1,Λαρινᾶτις,""
urn:cite:perseus:lexentity.lex4888.1,Λαρισαῖος,""
urn:cite:perseus:lexentity.lex4889.1,Λαρισσαῖος,""
urn:cite:perseus:lexentity.lex4890.1,Λαρύσιον,""
urn:cite:perseus:lexentity.lex4891.1,Λαρώνιος,""
urn:cite:perseus:lexentity.lex4892.1,Λασίσματα,""
urn:cite:perseus:lexentity.lex4893.1,Λασίων,""
urn:cite:perseus:lexentity.lex4894.1,Λασθένεια,""
urn:cite:perseus:lexentity.lex4895.1,Λασθένης,""
urn:cite:perseus:lexentity.lex4896.1,Λαστρατίδης,""
urn:cite:perseus:lexentity.lex4897.1,Λατίνη,""
urn:cite:perseus:lexentity.lex4898.1,Λατερήσιος,""
urn:cite:perseus:lexentity.lex4899.1,Λατερανός,""
urn:cite:perseus:lexentity.lex4900.1,Λατιάρια,""
urn:cite:perseus:lexentity.lex4901.1,Λατιάριος,""
urn:cite:perseus:lexentity.lex4902.1,Λατινοήθης,""
urn:cite:perseus:lexentity.lex4903.1,Λατινος,""
urn:cite:perseus:lexentity.lex4904.1,Λατμικός,""
urn:cite:perseus:lexentity.lex4905.1,Λατογενής,""
urn:cite:perseus:lexentity.lex4906.1,Λατόπολις,""
urn:cite:perseus:lexentity.lex4907.1,Λατῖνος,""
urn:cite:perseus:lexentity.lex4909.1,Λαυρεντῖνος,""
urn:cite:perseus:lexentity.lex4910.1,Λαυριωτικός,""
urn:cite:perseus:lexentity.lex4911.1,Λαφάης,""
urn:cite:perseus:lexentity.lex4912.1,Λαφάνης,""
urn:cite:perseus:lexentity.lex4913.1,Λαφρήνιος,""
urn:cite:perseus:lexentity.lex4914.1,Λαφρία,""
urn:cite:perseus:lexentity.lex4915.1,Λαφρίεια,""
urn:cite:perseus:lexentity.lex4916.1,Λαφρίη,""
urn:cite:perseus:lexentity.lex4917.1,Λαφριάδαι,""
urn:cite:perseus:lexentity.lex4918.1,Λαφριαῖος,""
urn:cite:perseus:lexentity.lex4919.1,Λαφύστιος,""
urn:cite:perseus:lexentity.lex4920.1,Λαχάρας,""
urn:cite:perseus:lexentity.lex4921.1,Λαόγονος,""
urn:cite:perseus:lexentity.lex4922.1,Λαόδαμας,""
urn:cite:perseus:lexentity.lex4923.1,Λαόδικος,""
urn:cite:perseus:lexentity.lex4924.1,Λαόδοκος,""
urn:cite:perseus:lexentity.lex4925.1,Λαύνα,""
urn:cite:perseus:lexentity.lex4926.1,Λαύρειον,""
urn:cite:perseus:lexentity.lex4927.1,Λαύρεντον,""
urn:cite:perseus:lexentity.lex4928.1,Λαύρων,""
urn:cite:perseus:lexentity.lex4929.1,Λαῖλαψ,""
urn:cite:perseus:lexentity.lex4930.1,Λαῖτος,""
urn:cite:perseus:lexentity.lex4932.1,Λεάδης,""
urn:cite:perseus:lexentity.lex4933.1,Λείανδρος,""
urn:cite:perseus:lexentity.lex4935.1,Λεανδρίς,""
urn:cite:perseus:lexentity.lex4936.1,Λεανείρα,""
urn:cite:perseus:lexentity.lex4937.1,Λεβέδιος,""
urn:cite:perseus:lexentity.lex4938.1,Λεβέκιοι,""
urn:cite:perseus:lexentity.lex4939.1,Λεβήνη,""
urn:cite:perseus:lexentity.lex4940.1,Λεβαίη,""
urn:cite:perseus:lexentity.lex4941.1,Λεβαδεία,""
urn:cite:perseus:lexentity.lex4942.1,Λεβαδεύς,""
urn:cite:perseus:lexentity.lex4943.1,Λεβεάδος,""
urn:cite:perseus:lexentity.lex4944.1,Λεβυαφιγενής,""
urn:cite:perseus:lexentity.lex4945.1,Λεβύα,""
urn:cite:perseus:lexentity.lex4946.1,Λεγίων,""
urn:cite:perseus:lexentity.lex4947.1,Λεδόντιος,""
urn:cite:perseus:lexentity.lex4948.1,Λειβηθρίδες,""
urn:cite:perseus:lexentity.lex4949.1,Λειμών,""
urn:cite:perseus:lexentity.lex4950.1,Λειμώνη,""
urn:cite:perseus:lexentity.lex4951.1,Λειψύδριον,""
urn:cite:perseus:lexentity.lex4952.1,Λειώδης,""
urn:cite:perseus:lexentity.lex4953.1,Λειώκριτος,""
urn:cite:perseus:lexentity.lex4954.1,Λεκτός,""
urn:cite:perseus:lexentity.lex4955.1,Λελέγης,""
urn:cite:perseus:lexentity.lex4956.1,Λελεγίη,""
urn:cite:perseus:lexentity.lex4957.1,Λεξιφάνης,""
urn:cite:perseus:lexentity.lex4958.1,Λεοννάτος,""
urn:cite:perseus:lexentity.lex4959.1,Λεοννᾶτος,""
urn:cite:perseus:lexentity.lex4960.1,Λεοντήσιος,""
urn:cite:perseus:lexentity.lex4961.1,Λεοντίδης,""
urn:cite:perseus:lexentity.lex4962.1,Λεοντίς,""
urn:cite:perseus:lexentity.lex4963.1,Λεοντίσκος,""
urn:cite:perseus:lexentity.lex4964.1,Λεοντεύς,""
urn:cite:perseus:lexentity.lex4965.1,Λεοντιάδης,""
urn:cite:perseus:lexentity.lex4966.1,Λεοντοκέφαλος,""
urn:cite:perseus:lexentity.lex4967.1,Λεοντομένης,""
urn:cite:perseus:lexentity.lex4968.1,Λεοντοπολίτης,""
urn:cite:perseus:lexentity.lex4969.1,Λεοντοφόνος,""
urn:cite:perseus:lexentity.lex4970.1,Λεοντών,""
urn:cite:perseus:lexentity.lex4971.1,Λεοντῖνος,""
urn:cite:perseus:lexentity.lex4972.1,Λεοφάντης,""
urn:cite:perseus:lexentity.lex4973.1,Λεπέτυμνος,""
urn:cite:perseus:lexentity.lex4974.1,Λεπρέη,""
urn:cite:perseus:lexentity.lex4976.1,Λεπρεάτης,""
urn:cite:perseus:lexentity.lex4977.1,Λεπρεήτης,""
urn:cite:perseus:lexentity.lex4978.1,Λεπρεατικός,""
urn:cite:perseus:lexentity.lex4979.1,Λεπτίνης,""
urn:cite:perseus:lexentity.lex4980.1,Λεπτιμάγνα,""
urn:cite:perseus:lexentity.lex4981.1,Λεσβάρχης,""
urn:cite:perseus:lexentity.lex4982.1,Λεσβίζω,""
urn:cite:perseus:lexentity.lex4983.1,Λεσβίς,""
urn:cite:perseus:lexentity.lex4984.1,Λεσβιάζω,""
urn:cite:perseus:lexentity.lex4985.1,Λεσβιάς,""
urn:cite:perseus:lexentity.lex4986.1,Λεσβόθεμις,""
urn:cite:perseus:lexentity.lex4987.1,Λεσβόθεν,""
urn:cite:perseus:lexentity.lex4988.1,Λεσβῶναξ,""
urn:cite:perseus:lexentity.lex4989.1,Λεστορίδης,""
urn:cite:perseus:lexentity.lex4990.1,Λεσχανάσιος,""
urn:cite:perseus:lexentity.lex4991.1,Λεσχανόριος,""
urn:cite:perseus:lexentity.lex4992.1,Λεσχηνόριος,""
urn:cite:perseus:lexentity.lex4993.1,Λετρίνα,""
urn:cite:perseus:lexentity.lex4994.1,Λετρεύς,""
urn:cite:perseus:lexentity.lex4995.1,Λετριναῖος,""
urn:cite:perseus:lexentity.lex4996.1,Λευίτης,""
urn:cite:perseus:lexentity.lex4997.1,Λευείτης,""
urn:cite:perseus:lexentity.lex4998.1,Λευιτικός,""
urn:cite:perseus:lexentity.lex4999.1,Λευκάδιος,""
urn:cite:perseus:lexentity.lex5000.1,Λευκάθεα,""
urn:cite:perseus:lexentity.lex5001.1,Λευκάς,""
urn:cite:perseus:lexentity.lex5002.1,Λευκάσιον,""
urn:cite:perseus:lexentity.lex5003.1,Λευκάσιος,""
urn:cite:perseus:lexentity.lex5004.1,Λευκή,""
urn:cite:perseus:lexentity.lex5005.1,Λευκής,""
urn:cite:perseus:lexentity.lex5006.1,Λευκίμμη,""
urn:cite:perseus:lexentity.lex5007.1,Λευκίππη,""
urn:cite:perseus:lexentity.lex5008.1,Λευκαδία,""
urn:cite:perseus:lexentity.lex5009.1,Λευκαθέα,""
urn:cite:perseus:lexentity.lex5010.1,Λευκαθεών,""
urn:cite:perseus:lexentity.lex5011.1,Λευκανή,""
urn:cite:perseus:lexentity.lex5012.1,Λευκανία,""
urn:cite:perseus:lexentity.lex5013.1,Λευκανίς,""
urn:cite:perseus:lexentity.lex5014.1,Λευκανοί,""
urn:cite:perseus:lexentity.lex5015.1,Λευκανός,""
urn:cite:perseus:lexentity.lex5016.1,Λευκασίη,""
urn:cite:perseus:lexentity.lex5017.1,Λευκασίον,""
urn:cite:perseus:lexentity.lex5019.1,Λευκιανή,""
urn:cite:perseus:lexentity.lex5020.1,Λευκιππίδες,""
urn:cite:perseus:lexentity.lex5021.1,Λευκοί,""
urn:cite:perseus:lexentity.lex5022.1,Λευκοθέα,""
urn:cite:perseus:lexentity.lex5023.1,Λευκολοφίδης,""
urn:cite:perseus:lexentity.lex5024.1,Λευκολόφης,""
urn:cite:perseus:lexentity.lex5025.1,Λευκονοεύς,""
urn:cite:perseus:lexentity.lex5026.1,Λευκοπέτρα,""
urn:cite:perseus:lexentity.lex5027.1,Λευκοφρυηνή,""
urn:cite:perseus:lexentity.lex5028.1,Λευκοφρύνη,""
urn:cite:perseus:lexentity.lex5029.1,Λευκτρικός,""
urn:cite:perseus:lexentity.lex5030.1,Λευκυανίας,""
urn:cite:perseus:lexentity.lex5031.1,Λευκυανίτης,""
urn:cite:perseus:lexentity.lex5032.1,Λευκωνίδης,""
urn:cite:perseus:lexentity.lex5033.1,Λευκωπεύς,""
urn:cite:perseus:lexentity.lex5034.1,Λευκωσία,""
urn:cite:perseus:lexentity.lex5035.1,Λευκόθιον,""
urn:cite:perseus:lexentity.lex5036.1,Λευκός,""
urn:cite:perseus:lexentity.lex5037.1,Λευκώνης,""
urn:cite:perseus:lexentity.lex5038.1,Λευκώνιος,""
urn:cite:perseus:lexentity.lex5039.1,Λευτυχίδης,""
urn:cite:perseus:lexentity.lex5040.1,Λεχεάτης,""
urn:cite:perseus:lexentity.lex5041.1,Λεωβώτης,""
urn:cite:perseus:lexentity.lex5042.1,Λεωγόρας,""
urn:cite:perseus:lexentity.lex5044.1,Λεωδάμας,""
urn:cite:perseus:lexentity.lex5045.1,Λεωκήδης,""
urn:cite:perseus:lexentity.lex5046.1,Λεωκράτης,""
urn:cite:perseus:lexentity.lex5047.1,Λεωκόρειον,""
urn:cite:perseus:lexentity.lex5048.1,Λεωκόριον,""
urn:cite:perseus:lexentity.lex5049.1,Λεωκύδης,""
urn:cite:perseus:lexentity.lex5050.1,Λεωνίδαιον,""
urn:cite:perseus:lexentity.lex5051.1,Λεωνίδας,""
urn:cite:perseus:lexentity.lex5053.1,Λεωπρέπης,""
urn:cite:perseus:lexentity.lex5054.1,Λεωσθένης,""
urn:cite:perseus:lexentity.lex5055.1,Λεωτροφίδης,""
urn:cite:perseus:lexentity.lex5056.1,Λεωτυχίδης,""
urn:cite:perseus:lexentity.lex5057.1,Λεωφάνης,""
urn:cite:perseus:lexentity.lex5058.1,Λεωχάρης,""
urn:cite:perseus:lexentity.lex5059.1,Λεόννατος,""
urn:cite:perseus:lexentity.lex5060.1,Λεόντινος,""
urn:cite:perseus:lexentity.lex5061.1,Λεόντιον,""
urn:cite:perseus:lexentity.lex5062.1,Λεόντιος,""
urn:cite:perseus:lexentity.lex5063.1,Λεόντιχος,""
urn:cite:perseus:lexentity.lex5064.1,Λεόφρων,""
urn:cite:perseus:lexentity.lex5065.1,Λεύκαιος,""
urn:cite:perseus:lexentity.lex5066.1,Λεύκη,""
urn:cite:perseus:lexentity.lex5067.1,Λεύκιος,""
urn:cite:perseus:lexentity.lex5068.1,Λεύκιππος,""
urn:cite:perseus:lexentity.lex5069.1,Λεύκολλα,""
urn:cite:perseus:lexentity.lex5070.1,Λεύκολλος,""
urn:cite:perseus:lexentity.lex5071.1,Λεύκουλλος,""
urn:cite:perseus:lexentity.lex5072.1,Λεύκοφρυς,""
urn:cite:perseus:lexentity.lex5073.1,Λεύκων,""
urn:cite:perseus:lexentity.lex5074.1,Λεώγορος,""
urn:cite:perseus:lexentity.lex5076.1,Λεώκριτος,""
urn:cite:perseus:lexentity.lex5077.1,Λεώνυμος,""
urn:cite:perseus:lexentity.lex5078.1,Λεώς,""
urn:cite:perseus:lexentity.lex5079.1,Λεώστρατος,""
urn:cite:perseus:lexentity.lex5080.1,Λεῖρις,""
urn:cite:perseus:lexentity.lex5081.1,Λεῦκος,""
urn:cite:perseus:lexentity.lex5082.1,Λεῦκτρα,""
urn:cite:perseus:lexentity.lex5083.1,Λεῦκτρος,""
urn:cite:perseus:lexentity.lex5084.1,Ληαγόρη,""
urn:cite:perseus:lexentity.lex5085.1,Ληθώ,""
urn:cite:perseus:lexentity.lex5086.1,Λημνίς,""
urn:cite:perseus:lexentity.lex5087.1,Λημνιακός,""
urn:cite:perseus:lexentity.lex5088.1,Λημνιασταί,""
urn:cite:perseus:lexentity.lex5089.1,Λημνόθεν,""
urn:cite:perseus:lexentity.lex5090.1,Ληναίζω,""
urn:cite:perseus:lexentity.lex5091.1,Ληναίτης,""
urn:cite:perseus:lexentity.lex5092.1,Ληναγέτας,""
urn:cite:perseus:lexentity.lex5093.1,Ληναικός,""
urn:cite:perseus:lexentity.lex5094.1,Ληναιών,""
urn:cite:perseus:lexentity.lex5095.1,Ληναῖον,""
urn:cite:perseus:lexentity.lex5096.1,Ληνεύς,""
urn:cite:perseus:lexentity.lex5097.1,Ληξόβιοι,""
urn:cite:perseus:lexentity.lex5098.1,Ληουίτης,""
urn:cite:perseus:lexentity.lex5100.1,Ληπόντιοι,""
urn:cite:perseus:lexentity.lex5101.1,Ληρισαῖος,""
urn:cite:perseus:lexentity.lex5102.1,Ληρόκριτος,""
urn:cite:perseus:lexentity.lex5103.1,Λητοίδης,""
urn:cite:perseus:lexentity.lex5104.1,Λητογενής,""
urn:cite:perseus:lexentity.lex5105.1,Λητοπολίτης,""
urn:cite:perseus:lexentity.lex5106.1,Λητωίς,""
urn:cite:perseus:lexentity.lex5107.1,Λητωιάς,""
urn:cite:perseus:lexentity.lex5108.1,Λητώ,""
urn:cite:perseus:lexentity.lex5109.1,Λητῷος,""
urn:cite:perseus:lexentity.lex5110.1,Λιβάνιος,""
urn:cite:perseus:lexentity.lex5111.1,Λιβήθρα,""
urn:cite:perseus:lexentity.lex5112.1,Λιβήθριος,""
urn:cite:perseus:lexentity.lex5113.1,Λιβίας,""
urn:cite:perseus:lexentity.lex5114.1,Λιβανῖτις,""
urn:cite:perseus:lexentity.lex5115.1,Λιβηθριάς,""
urn:cite:perseus:lexentity.lex5116.1,Λιβιτίνη,""
urn:cite:perseus:lexentity.lex5117.1,Λιβυάρχης,""
urn:cite:perseus:lexentity.lex5118.1,Λιβυαφιγενής,""
urn:cite:perseus:lexentity.lex5119.1,Λιβυκός,""
urn:cite:perseus:lexentity.lex5120.1,Λιβυρνάριος,""
urn:cite:perseus:lexentity.lex5121.1,Λιβυρνίς,""
urn:cite:perseus:lexentity.lex5122.1,Λιβυρνικός,""
urn:cite:perseus:lexentity.lex5123.1,Λιβυρνοί,""
urn:cite:perseus:lexentity.lex5124.1,Λιβυρνός,""
urn:cite:perseus:lexentity.lex5126.1,Λιβυστίς,""
urn:cite:perseus:lexentity.lex5127.1,Λιβυστιάς,""
urn:cite:perseus:lexentity.lex5128.1,Λιβυστικόν,""
urn:cite:perseus:lexentity.lex5129.1,Λιβυστικός,""
urn:cite:perseus:lexentity.lex5130.1,Λιβυστικᾶτον,""
urn:cite:perseus:lexentity.lex5131.1,Λιβυφοίτης,""
urn:cite:perseus:lexentity.lex5132.1,Λιβυφοῖνιξ,""
urn:cite:perseus:lexentity.lex5133.1,Λιβύη,""
urn:cite:perseus:lexentity.lex5134.1,Λιβύηθε,""
urn:cite:perseus:lexentity.lex5135.1,Λιγάριος,""
urn:cite:perseus:lexentity.lex5136.1,Λιγουρία,""
urn:cite:perseus:lexentity.lex5137.1,Λιγυαστάδης,""
urn:cite:perseus:lexentity.lex5138.1,Λιγυστίνη,""
urn:cite:perseus:lexentity.lex5139.1,Λιγυστικός,""
urn:cite:perseus:lexentity.lex5141.1,Λιγύρων,""
urn:cite:perseus:lexentity.lex5142.1,Λικάττιοι,""
urn:cite:perseus:lexentity.lex5143.1,Λικίνιος,""
urn:cite:perseus:lexentity.lex5144.1,Λικίννιος,""
urn:cite:perseus:lexentity.lex5145.1,Λικιννίας,""
urn:cite:perseus:lexentity.lex5146.1,Λικνίτης,""
urn:cite:perseus:lexentity.lex5147.1,Λικύμνιον,""
urn:cite:perseus:lexentity.lex5148.1,Λικύμνιος,""
urn:cite:perseus:lexentity.lex5149.1,Λιλαιεύς,""
urn:cite:perseus:lexentity.lex5150.1,Λιλυβαίτης,""
urn:cite:perseus:lexentity.lex5152.1,Λιλυβηίς,""
urn:cite:perseus:lexentity.lex5153.1,Λιλύβαιον,""
urn:cite:perseus:lexentity.lex5154.1,Λιμενήιον,""
urn:cite:perseus:lexentity.lex5155.1,Λιμενία,""
urn:cite:perseus:lexentity.lex5156.1,Λιμηρή,""
urn:cite:perseus:lexentity.lex5157.1,Λιμνήσιος,""
urn:cite:perseus:lexentity.lex5158.1,Λιμναίη,""
urn:cite:perseus:lexentity.lex5159.1,Λιμναῖον,""
urn:cite:perseus:lexentity.lex5160.1,Λιμναῖος,""
urn:cite:perseus:lexentity.lex5161.1,Λιμνώρεια,""
urn:cite:perseus:lexentity.lex5162.1,Λιμοδωριεῖς,""
urn:cite:perseus:lexentity.lex5163.1,Λιμός,""
urn:cite:perseus:lexentity.lex5164.1,Λιμύρα,""
urn:cite:perseus:lexentity.lex5165.1,Λιναῖον,""
urn:cite:perseus:lexentity.lex5166.1,Λινδιασταί,""
urn:cite:perseus:lexentity.lex5168.1,Λιουίας,""
urn:cite:perseus:lexentity.lex5169.1,Λιπάρα,""
urn:cite:perseus:lexentity.lex5170.1,Λιπαραῖος,""
urn:cite:perseus:lexentity.lex5171.1,Λιπιυία,""
urn:cite:perseus:lexentity.lex5172.1,Λιπόξαις,""
urn:cite:perseus:lexentity.lex5174.1,Λιτυέρσης,""
urn:cite:perseus:lexentity.lex5175.1,Λιφοικούα,""
urn:cite:perseus:lexentity.lex5176.1,Λιχάδες,""
urn:cite:perseus:lexentity.lex5177.1,Λογγανός,""
urn:cite:perseus:lexentity.lex5178.1,Λογγῖνος,""
urn:cite:perseus:lexentity.lex5180.1,Λοκρήτιος,""
urn:cite:perseus:lexentity.lex5181.1,Λοκρίνος,""
urn:cite:perseus:lexentity.lex5182.1,Λοκρίς,""
urn:cite:perseus:lexentity.lex5183.1,Λοκρικός,""
urn:cite:perseus:lexentity.lex5184.1,Λοκριστί,""
urn:cite:perseus:lexentity.lex5185.1,Λοκροί,""
urn:cite:perseus:lexentity.lex5186.1,Λοκρός,""
urn:cite:perseus:lexentity.lex5187.1,Λοκρῖνος,""
urn:cite:perseus:lexentity.lex5188.1,Λοκόμων,""
urn:cite:perseus:lexentity.lex5189.1,Λολλιανός,""
urn:cite:perseus:lexentity.lex5190.1,Λοξίας,""
urn:cite:perseus:lexentity.lex5191.1,Λοξικός,""
urn:cite:perseus:lexentity.lex5192.1,Λουγδουνήσιος,""
urn:cite:perseus:lexentity.lex5193.1,Λουδίας,""
urn:cite:perseus:lexentity.lex5194.1,Λουκίλιος,""
