StemUrn,LexicalEntity,StemString,PartOfSpeech,MorphologicalClass
<coretests.n64316_0>,<lexent.n64316>,lu_,<verb>,<w_regular>
<coretests.n786_0>,<lexent.n786>,a)goreu,<verb>,<w_regular>
