StemUrn,LexicalEntity,Stem,Gender,InflClass,Accent,Tags
lsjpool.n100047_0,lexent.n100047,sunembol,fem,h_hs,inflacc,
lsjpool.n100055_0,lexent.n100055,sunempor,fem,os_ou,stempenacc,
lsjpool.n10014_0,lexent.n10014,a)ntika^t,masc,wn_onos,stempenacc,
lsjpool.n100173_0,lexent.n100173,suneoxm,masc,os_ou,inflacc,
lsjpool.n10018_0,lexent.n10018,a)ntikentr,neut,os_ou,stempenacc,
lsjpool.n100232_0,lexent.n100232,sunepigra^f,masc,eus_ews,inflacc,
lsjpool.n100286_0,lexent.n100286,sunepimelht,masc,hs_ou,inflacc,
lsjpool.n100337_0,lexent.n100337,sunepitrop,masc,os_ou,stempenacc,
lsjpool.n100369_0,lexent.n100369,sunerast,masc,hs_ou,inflacc,
lsjpool.n10036_0,lexent.n10036,a)ntiknhmi,neut,os_ou,stempenacc,
lsjpool.n100374_0,lexent.n100374,sunerga^t,masc,hs_ou,stemultacc,
lsjpool.n100375_0,lexent.n100375,sunerga^ti^n,masc,hs_ou,stemultacc,
lsjpool.n100380_0,lexent.n100380,sunergh,neut,ma_matos,stempenacc,
lsjpool.n100383_0,lexent.n100383,sunerght,masc,hs_ou,stemultacc,
lsjpool.n100385_0,lexent.n100385,sunergi,fem,h_hs,stemultacc,
lsjpool.n100400_0,lexent.n100400,suneri_q,fem,os_ou,stempenacc,
lsjpool.n100403_0,lexent.n100403,sunerc,fem,is_ews,stempenacc,
lsjpool.n100416_0,lexent.n100416,cunes,fem,is_ews,stempenacc,
lsjpool.n100416_0,lexent.n100416,sunes,fem,is_ews,stempenacc,
lsjpool.n100430_0,lexent.n100430,sunest,fem,w_oos,inflacc,
lsjpool.n100433_0,lexent.n100433,sunetair,masc,os_ou,stempenacc,
lsjpool.n100454_0,lexent.n100454,suneunet,masc,hs_ou,stemultacc,
lsjpool.n100459_0,lexent.n100459,suneun,fem,os_ou,stempenacc,
lsjpool.n100485_0,lexent.n100485,sunefhb,masc,os_ou,stempenacc,
lsjpool.n100494_0,lexent.n100494,sunexei,fem,a_hs,stempenacc,
lsjpool.n100510_0,lexent.n100510,sunhb,fem,os_ou,stempenacc,
lsjpool.n100516_0,lexent.n100516,sunhgori,fem,h_hs,stemultacc,
lsjpool.n100522_0,lexent.n100522,sunhqei,fem,a_hs,stempenacc,
lsjpool.n100531_0,lexent.n100531,sunh_li^,fem,c_kos,stempenacc,
lsjpool.n100534_0,lexent.n100534,sunhlu^s,fem,is_ews,stempenacc,
lsjpool.n100534_0,lexent.n100534,sunhlu^si,fem,h_hs,stempenacc,
lsjpool.n100537_0,lexent.n100537,sunhmereut,masc,hs_ou,inflacc,
lsjpool.n100541_0,lexent.n100541,sunhmosun,fem,h_hs,stemultacc,
lsjpool.n10056_0,lexent.n10056,a)ntikrous,fem,is_ews,stempenacc,
lsjpool.n100575_0,lexent.n100575,sunqea_t,masc,hs_ou,inflacc,
lsjpool.n100581_0,lexent.n100581,sunqesi,fem,h_hs,stemultacc,
lsjpool.n100583_0,lexent.n100583,sunqes,fem,is_ews,stempenacc,
lsjpool.n100597_0,lexent.n100597,sunqhk,fem,h_hs,stemultacc,
lsjpool.n100601_0,lexent.n100601,sunqh,neut,ma_matos,stempenacc,
lsjpool.n100606_0,lexent.n100606,sunqhra_t,masc,hs_ou,inflacc,
lsjpool.n100608_0,lexent.n100608,sunqhreut,masc,hs_ou,inflacc,
lsjpool.n100615_0,lexent.n100615,sunqia^swt,masc,hs_ou,stemultacc,
lsjpool.n100624_0,lexent.n100624,sunqoina_t,masc,wr_oros,stemultacc,
lsjpool.n100624_0,lexent.n100624,sunqoinat,masc,wr_oros,stemultacc,
lsjpool.n100640_0,lexent.n100640,sunqron,masc,os_ou,stempenacc,
lsjpool.n100663_0,lexent.n100663,sunier,masc,eus_ews,inflacc,
lsjpool.n100671_0,lexent.n100671,sunizhs,fem,is_ews,stempenacc,
lsjpool.n100681_0,lexent.n100681,sunipparx,masc,os_ou,stempenacc,
lsjpool.n100682_0,lexent.n100682,sunipp,masc,eus_ews,inflacc,
lsjpool.n100695_0,lexent.n100695,sunist,fem,wr_oros,stemultacc,
lsjpool.n100706_0,lexent.n100706,sunna^ubat,masc,hs_ou,stemultacc,
lsjpool.n100711_0,lexent.n100711,sunnaut,masc,hs_ou,stemultacc,
lsjpool.n100737_0,lexent.n100737,sunnoi,fem,a_hs,stempenacc,
lsjpool.n100737_0,lexent.n100737,sunnoi,fem,h_hs,stemultacc,
lsjpool.n100757_0,lexent.n100757,sunodi,fem,h_hs,stemultacc,
lsjpool.n100759_0,lexent.n100759,sunodi_t,masc,hs_ou,stemultacc,
lsjpool.n100761_0,lexent.n100761,sunodoipori,fem,h_hs,stemultacc,
lsjpool.n100762_0,lexent.n100762,sunodoipor,masc,os_ou,stempenacc,
lsjpool.n100765_0,lexent.n100765,sunod,fem,os_ou,stempenacc,
lsjpool.n100766_0,lexent.n100766,sunod,fem,os_ou,stempenacc,
lsjpool.n100779_0,lexent.n100779,sunoikh,neut,ma_matos,stempenacc,
lsjpool.n100780_0,lexent.n100780,sunoikhs,fem,is_ews,stempenacc,
lsjpool.n100782_0,lexent.n100782,sunoikht,masc,wr_oros,stemultacc,
lsjpool.n100790_0,lexent.n100790,sunoiki^s,fem,is_ews,stempenacc,
lsjpool.n100791_0,lexent.n100791,sunoikism,masc,os_ou,inflacc,
lsjpool.n100792_0,lexent.n100792,sunoikisth,masc,r_ros,stemultacc,
lsjpool.n10079_0,lexent.n10079,a)ntila^b,fem,h_hs,inflacc,
lsjpool.n100824_0,lexent.n100824,sunomaim,fem,wn_onos,stemultacc,
lsjpool.n100833_0,lexent.n100833,sunoma_li^,fem,c_kos,stempenacc,
lsjpool.n100833_0,lexent.n100833,sunomh_li^,fem,c_kos,stempenacc,
lsjpool.n100859_0,lexent.n100859,sunopa_d,masc,os_ou,inflacc,
lsjpool.n100906_0,lexent.n100906,sunousi,fem,h_hs,stemultacc,
lsjpool.n100910_0,lexent.n100910,sunousiast,masc,hs_ou,inflacc,
lsjpool.n100932_0,lexent.n100932,sunoy,fem,is_ews,stempenacc,
lsjpool.n100937_0,lexent.n100937,suntag,neut,ma_matos,stempenacc,
lsjpool.n100938_0,lexent.n100938,suntagma^tarx,masc,hs_ou,stemultacc,
lsjpool.n100957_0,lexent.n100957,suntac,fem,is_ews,stempenacc,
lsjpool.n100980_0,lexent.n100980,suntelei,fem,a_hs,stempenacc,
lsjpool.n100991_0,lexent.n100991,suntel,fem,hs_ou,inflacc,
lsjpool.n10099_0,lexent.n10099,a)ntilhc,fem,is_ews,stempenacc,
lsjpool.n101014_0,lexent.n101014,suntexn,fem,os_ou,stempenacc,
lsjpool.n101039_0,lexent.n101039,suntomi,fem,h_hs,stemultacc,
lsjpool.n101044_0,lexent.n101044,suntoni,fem,h_hs,stemultacc,
lsjpool.n10104_0,lexent.n10104,a)ntilhy,fem,is_ews,stempenacc,
lsjpool.n101072_0,lexent.n101072,suntrihrarx,masc,os_ou,stempenacc,
lsjpool.n101082_0,lexent.n101082,suntrofi,fem,h_hs,stemultacc,
lsjpool.n101099_0,lexent.n101099,suntu^xi,fem,h_hs,stemultacc,
lsjpool.n10110_0,lexent.n10110,a)ntilogi,fem,h_hs,stemultacc,
lsjpool.n101117_0,lexent.n101117,sunupa^t,masc,os_ou,stempenacc,
lsjpool.n101170_0,lexent.n101170,sunwmosi,fem,h_hs,stemultacc,
lsjpool.n101173_0,lexent.n101173,sunwmot,masc,hs_ou,stemultacc,
lsjpool.n101182_0,lexent.n101182,sunwnu^mi,fem,h_hs,stemultacc,
lsjpool.n101184_0,lexent.n101184,sunwriast,masc,hs_ou,inflacc,
lsjpool.n101188_0,lexent.n101188,sunwr,fem,is_idos,inflacc,
lsjpool.n101203_0,lexent.n101203,suokta^si,fem,h_hs,stemultacc,
lsjpool.n101211_0,lexent.n101211,suofont,fem,is_idos,stemultacc,
lsjpool.n101211_0,lexent.n101211,suofont,masc,hs_ou,stemultacc,
lsjpool.n10121_0,lexent.n10121,a)ntilutr,neut,os_ou,stempenacc,
lsjpool.n101225_0,lexent.n101225,surgastr,masc,os_ou,stempenacc,
lsjpool.n101225_0,lexent.n101225,surogastr,masc,os_ou,stempenacc,
lsjpool.n101246_0,lexent.n101246,su_rig,neut,ma_matos,stempenacc,
lsjpool.n101248_0,lexent.n101248,su_rigm,masc,os_ou,inflacc,
lsjpool.n101249_0,lexent.n101249,su_rig,fem,c_gos,stempenacc,
lsjpool.n101261_0,lexent.n101261,su_rist,masc,hs_ou,inflacc,
lsjpool.n101266_0,lexent.n101266,sur,neut,ma_matos,stempenacc,
lsjpool.n101267_0,lexent.n101267,surmai,fem,h_hs,stempenacc,
lsjpool.n101278_0,lexent.n101278,surm,masc,os_ou,inflacc,
lsjpool.n101295_0,lexent.n101295,surrac,fem,is_ews,stempenacc,
lsjpool.n101329_0,lexent.n101329,surfa_,masc,c_kos,stempenacc,
lsjpool.n101330_0,lexent.n101330,surfet,masc,os_ou,inflacc,
lsjpool.n101348_0,lexent.n101348,suskeua^si,fem,h_hs,stemultacc,
lsjpool.n101360_0,lexent.n101360,suskhn,masc,os_ou,stempenacc,
lsjpool.n101408_0,lexent.n101408,susshm,neut,os_ou,stempenacc,
lsjpool.n101413_0,lexent.n101413,sussiths,fem,is_ews,stempenacc,
lsjpool.n101416_0,lexent.n101416,sussi_ti,neut,os_ou,stempenacc,
lsjpool.n101418_0,lexent.n101418,sussi_t,masc,os_ou,stempenacc,
lsjpool.n101444_0,lexent.n101444,susta^siast,masc,hs_ou,inflacc,
lsjpool.n101445_0,lexent.n101445,susta^s,fem,is_ews,stempenacc,
lsjpool.n101446_0,lexent.n101446,susta^siwt,masc,hs_ou,stemultacc,
lsjpool.n101468_0,lexent.n101468,susth,neut,ma_matos,stempenacc,
lsjpool.n101475_0,lexent.n101475,sustoixi,fem,h_hs,stemultacc,
lsjpool.n101477_0,lexent.n101477,sustol,fem,h_hs,inflacc,
lsjpool.n101485_0,lexent.n101485,sustra^tei,fem,h_hs,stemultacc,
lsjpool.n101488_0,lexent.n101488,sustrathg,masc,os_ou,stempenacc,
lsjpool.n101489_0,lexent.n101489,sustra^tiwt,masc,hs_ou,stemultacc,
lsjpool.n101491_0,lexent.n101491,sustrem,neut,ma_matos,stempenacc,
lsjpool.n101498_0,lexent.n101498,sustrof,fem,h_hs,inflacc,
lsjpool.n101528_0,lexent.n101528,su^fe,masc,os_ou,inflacc,
lsjpool.n101528_0,lexent.n101528,su^fei,masc,os_ou,inflacc,
lsjpool.n101531_0,lexent.n101531,su^forbi,neut,os_ou,stempenacc,
lsjpool.n101532_0,lexent.n101532,su^forb,masc,os_ou,inflacc,
lsjpool.n101543_0,lexent.n101543,sfa^gei_,neut,os_ou,stemultacc,
lsjpool.n101544_0,lexent.n101544,sfa^g,masc,eus_ews,inflacc,
lsjpool.n101545_0,lexent.n101545,sfa^g,fem,h_hs,inflacc,
lsjpool.n101547_0,lexent.n101547,sfa^giasm,masc,os_ou,inflacc,
lsjpool.n101549_0,lexent.n101549,sfa^gi,neut,os_ou,stempenacc,
lsjpool.n101551_0,lexent.n101551,sfa^g,fem,is_idos,inflacc,
lsjpool.n101560_0,lexent.n101560,sfai_r,fem,a_hs,stempenacc,
lsjpool.n101560_0,lexent.n101560,sfai_r,fem,h_hs,stempenacc,
lsjpool.n101568_0,lexent.n101568,sfairis,fem,is_ews,stempenacc,
lsjpool.n101570_0,lexent.n101570,sfairisthri,neut,os_ou,stempenacc,
lsjpool.n101597_0,lexent.n101597,sfa^kel,masc,os_ou,stempenacc,
lsjpool.n101623_0,lexent.n101623,sfarag,masc,os_ou,stempenacc,
lsjpool.n101636_0,lexent.n101636,sfendamn,masc,os_ou,stempenacc,
lsjpool.n101644_0,lexent.n101644,sfendonht,masc,hs_ou,stemultacc,
lsjpool.n101653_0,lexent.n101653,sfeterism,masc,os_ou,inflacc,
lsjpool.n101654_0,lexent.n101654,sfeterist,masc,hs_ou,inflacc,
lsjpool.n101661_0,lexent.n101661,sfhki,fem,h_hs,inflacc,
lsjpool.n101665_0,lexent.n101665,sfhkisk,masc,os_ou,stemultacc,
lsjpool.n101673_0,lexent.n101673,sfhkw,neut,ma_matos,stempenacc,
lsjpool.n101677_0,lexent.n101677,sfh,masc,n_nos,stempenacc,
lsjpool.n101684_0,lexent.n101684,sfhnopwgw,masc,n_nos,stempenacc,
lsjpool.n101687_0,lexent.n101687,sfa_,masc,c_kos,stempenacc,
lsjpool.n101687_0,lexent.n101687,sfh,masc,c_kos,stempenacc,
lsjpool.n101695_0,lexent.n101695,sfiggi,neut,os_ou,stemultacc,
lsjpool.n101699_0,lexent.n101699,sfigkth,masc,r_ros,stemultacc,
lsjpool.n101702_0,lexent.n101702,sfigkt,masc,wr_oros,stempenacc,
lsjpool.n101714_0,lexent.n101714,sfodroth,fem,s_tos,stempenacc,
lsjpool.n101716_0,lexent.n101716,sfondu_l,fem,h_hs,stemultacc,
lsjpool.n101723_0,lexent.n101723,sfondu^l,masc,os_ou,stempenacc,
lsjpool.n101728_0,lexent.n101728,sfra_gi_donu^x-argo-komht,masc,hs_ou,stemultacc,
lsjpool.n101731_0,lexent.n101731,sfra_g,fem,is_idos,stempenacc,
lsjpool.n101731_0,lexent.n101731,sfrhg,fem,is_idos,stempenacc,
lsjpool.n101732_0,lexent.n101732,sfragis,neut,ma_matos,stempenacc,
lsjpool.n101747_0,lexent.n101747,sfugm,masc,os_ou,inflacc,
lsjpool.n101754_0,lexent.n101754,sfu_r,fem,a_hs,stempenacc,
lsjpool.n101775_0,lexent.n101775,sfu^r,neut,os_ou,inflacc,
lsjpool.n101790_0,lexent.n101790,sxa^d,fem,wn_onos,inflacc,
lsjpool.n101794_0,lexent.n101794,sxa^l,fem,is_idos,inflacc,
lsjpool.n101808_0,lexent.n101808,sxedi,fem,h_hs,stemultacc,
lsjpool.n101830_0,lexent.n101830,sxel,fem,is_idos,inflacc,
lsjpool.n101832_0,lexent.n101832,sxendu_l,fem,a_hs,stempenacc,
lsjpool.n101839_0,lexent.n101839,sxer,masc,os_ou,inflacc,
lsjpool.n101841_0,lexent.n101841,sxes,fem,is_ews,stempenacc,
lsjpool.n101843_0,lexent.n101843,sxethri,neut,os_ou,stempenacc,
lsjpool.n101846_0,lexent.n101846,sxetliasm,masc,os_ou,inflacc,
lsjpool.n10184_0,lexent.n10184,a)ntimi_mhs,fem,is_ews,stempenacc,
lsjpool.n101851_0,lexent.n101851,sxh_,neut,ma_matos,stempenacc,
lsjpool.n101855_0,lexent.n101855,sxhma^ti,neut,os_ou,stempenacc,
lsjpool.n101857_0,lexent.n101857,sxhma^tism,masc,os_ou,inflacc,
lsjpool.n101872_0,lexent.n101872,sxida,masc,c_kos,stempenacc,
lsjpool.n10187_0,lexent.n10187,a)ntimisqi,fem,h_hs,stemultacc,
lsjpool.n101892_0,lexent.n101892,sxi_n,fem,os_ou,stempenacc,
lsjpool.n101894_0,lexent.n101894,sxi^s,fem,is_ews,stempenacc,
lsjpool.n101895_0,lexent.n101895,sxis,neut,ma_matos,stempenacc,
lsjpool.n101898_0,lexent.n101898,sxism,masc,os_ou,inflacc,
lsjpool.n101913_0,lexent.n101913,sxoini,neut,os_ou,stemultacc,
lsjpool.n101920_0,lexent.n101920,sxoinism,masc,os_ou,inflacc,
lsjpool.n101921_0,lexent.n101921,sxoini_t,fem,is_idos,stemultacc,
lsjpool.n101922_0,lexent.n101922,sxoiniw,masc,n_nos,stempenacc,
lsjpool.n101923_0,lexent.n101923,sxoinoba^t,masc,hs_ou,stemultacc,
lsjpool.n101934_0,lexent.n101934,sxoi_n,masc,os_ou,stempenacc,
lsjpool.n101948_0,lexent.n101948,sxolaioth,fem,s_tos,stempenacc,
lsjpool.n101953_0,lexent.n101953,sxolasthri,neut,os_ou,stempenacc,
lsjpool.n101954_0,lexent.n101954,sxolast,masc,hs_ou,inflacc,
lsjpool.n101959_0,lexent.n101959,sxol,fem,h_hs,inflacc,
lsjpool.n101964_0,lexent.n101964,sxoli,neut,os_ou,stempenacc,
lsjpool.n101973_0,lexent.n101973,sw_k,masc,os_ou,stempenacc,
lsjpool.n101982_0,lexent.n101982,swlh,masc,n_nos,stemultacc,
lsjpool.n102000_0,lexent.n102000,sw_,neut,ma_matos,stempenacc,
lsjpool.n102006_0,lexent.n102006,swmaski,fem,h_hs,stemultacc,
lsjpool.n102018_0,lexent.n102018,swma^ti,neut,os_ou,stempenacc,
lsjpool.n102044_0,lexent.n102044,swma^tofu^laki,neut,os_ou,stempenacc,
lsjpool.n102060_0,lexent.n102060,swra^k,masc,os_ou,stempenacc,
lsjpool.n102063_0,lexent.n102063,swreit,masc,hs_ou,stemultacc,
lsjpool.n102065_0,lexent.n102065,swreu,neut,ma_matos,stempenacc,
lsjpool.n102079_0,lexent.n102079,swr,masc,os_ou,inflacc,
lsjpool.n102088_0,lexent.n102088,swsipol,fem,is_idos,stempenacc,
lsjpool.n102092_0,lexent.n102092,sw_str,neut,os_ou,stempenacc,
lsjpool.n102093_0,lexent.n102093,swteir,fem,a_hs,stempenacc,
lsjpool.n102095_0,lexent.n102095,swth,masc,r_ros,stemultacc,
lsjpool.n102096_0,lexent.n102096,swthri,fem,h_hs,stemultacc,
lsjpool.n102104_0,lexent.n102104,swfronh,neut,ma_matos,stempenacc,
lsjpool.n102110_0,lexent.n102110,swfronisth,masc,r_ros,stemultacc,
lsjpool.n102112_0,lexent.n102112,swfronist,masc,hs_ou,inflacc,
lsjpool.n102115_0,lexent.n102115,sa^ofrosun,fem,h_hs,stemultacc,
lsjpool.n10211_0,lexent.n10211,a)ntinomi,fem,h_hs,stemultacc,
lsjpool.n102130_0,lexent.n102130,tabl,fem,a_hs,stempenacc,
lsjpool.n102134_0,lexent.n102134,tabliop,fem,h_hs,stemultacc,
lsjpool.n102149_0,lexent.n102149,ta_gei,fem,h_hs,stemultacc,
lsjpool.n102154_0,lexent.n102154,ta_g,fem,h_hs,inflacc,
lsjpool.n102154_0,lexent.n102154,tag,fem,h_hs,inflacc,
lsjpool.n102167_0,lexent.n102167,tag,neut,ma_matos,stempenacc,
lsjpool.n102171_0,lexent.n102171,ta_g,masc,os_ou,inflacc,
lsjpool.n102172_0,lexent.n102172,ta^gou_x,masc,os_ou,stemultacc,
lsjpool.n102183_0,lexent.n102183,taini,fem,h_hs,stemultacc,
lsjpool.n102189_0,lexent.n102189,tainiopwl,fem,is_ews,stempenacc,
lsjpool.n102216_0,lexent.n102216,ta^laipwri,fem,h_hs,stemultacc,
lsjpool.n102221_0,lexent.n102221,ta^laifr,fem,wn_onos,stemultacc,
lsjpool.n102230_0,lexent.n102230,talant,neut,os_ou,stempenacc,
lsjpool.n102240_0,lexent.n102240,ta^la^risk,masc,os_ou,stemultacc,
lsjpool.n102241_0,lexent.n102241,t^ala^r,masc,os_ou,stempenacc,
lsjpool.n102244_0,lexent.n102244,ta^la^si,fem,h_hs,stemultacc,
lsjpool.n102249_0,lexent.n102249,ta^la^siourg,fem,os_ou,inflacc,
lsjpool.n102250_0,lexent.n102250,ta^la^sifr,fem,wn_onos,stemultacc,
lsjpool.n102253_0,lexent.n102253,ta^lafr,fem,wn_onos,stemultacc,
lsjpool.n102256_0,lexent.n102256,ta_l,fem,is_idos,stempenacc,
lsjpool.n102259_0,lexent.n102259,ta^mei_,neut,os_ou,stemultacc,
lsjpool.n102265_0,lexent.n102265,ta^miei,fem,h_hs,stemultacc,
lsjpool.n102267_0,lexent.n102267,ta^miei_,neut,os_ou,stemultacc,
lsjpool.n102268_0,lexent.n102268,ta^mieu,neut,ma_matos,stempenacc,
lsjpool.n102282_0,lexent.n102282,ta^mi^s,fem,os_ou,stempenacc,
lsjpool.n102301_0,lexent.n102301,ta^naw_p,fem,is_idos,stemultacc,
lsjpool.n102325_0,lexent.n102325,ta^nuglwxi_,fem,s_nos,stempenacc,
lsjpool.n102327_0,lexent.n102327,ta^nueqeir,fem,a_hs,stempenacc,
lsjpool.n102329_0,lexent.n102329,ta^nuh_li^,fem,c_kos,stempenacc,
lsjpool.n102348_0,lexent.n102348,ta^nupteru^,fem,c_gos,stempenacc,
lsjpool.n102361_0,lexent.n102361,ta^nust,fem,us_uos,inflacc,
lsjpool.n102377_0,lexent.n102377,taciarx,masc,os_ou,stempenacc,
lsjpool.n102384_0,lexent.n102384,tac,masc,os_ou,stempenacc,
lsjpool.n102387_0,lexent.n102387,ta^peinoth,fem,s_tos,stempenacc,
lsjpool.n102389_0,lexent.n102389,ta^peinofrosun,fem,h_hs,stemultacc,
lsjpool.n102390_0,lexent.n102390,ta^peinofr,fem,wn_onos,stemultacc,
lsjpool.n102394_0,lexent.n102394,ta^peinws,fem,is_ews,stempenacc,
lsjpool.n102397_0,lexent.n102397,ta^ph,masc,s_tos,stempenacc,
lsjpool.n102404_0,lexent.n102404,ta^p,fem,is_idos,stempenacc,
lsjpool.n102409_0,lexent.n102409,tarag,neut,ma_matos,stempenacc,
lsjpool.n102410_0,lexent.n102410,ta^ragm,masc,os_ou,inflacc,
lsjpool.n102415_0,lexent.n102415,taraktr,neut,os_ou,stempenacc,
lsjpool.n102433_0,lexent.n102433,ta^ra^x,fem,h_hs,inflacc,
lsjpool.n102435_0,lexent.n102435,ta^ra^x,masc,os_ou,stempenacc,
lsjpool.n102443_0,lexent.n102443,tarb,neut,hs_eos,stempenacc,
lsjpool.n102444_0,lexent.n102444,tarbosun,fem,h_hs,stemultacc,
lsjpool.n102454_0,lexent.n102454,ta^ri_xei,fem,h_hs,stemultacc,
lsjpool.n102454_0,lexent.n102454,ta^ri_xhi+,fem,h_hs,stempenacc,
lsjpool.n102458_0,lexent.n102458,ta^rixeus,fem,is_ews,stempenacc,
lsjpool.n10245_0,lexent.n10245,a)ntipai,masc,s_dos,stempenacc,
lsjpool.n102460_0,lexent.n102460,ta^ri_xeut,masc,hs_ou,inflacc,
lsjpool.n102466_0,lexent.n102466,ta^rixi,neut,os_ou,stempenacc,
lsjpool.n102472_0,lexent.n102472,ta^ri_xopwl,masc,hs_ou,stemultacc,
lsjpool.n102474_0,lexent.n102474,ta^ri_x,masc,os_ou,stempenacc,
lsjpool.n102475_0,lexent.n102475,tari_x,neut,hs_eos,stempenacc,
lsjpool.n102490_0,lexent.n102490,tarr,masc,os_ou,inflacc,
lsjpool.n102490_0,lexent.n102490,tars,masc,os_ou,inflacc,
lsjpool.n102510_0,lexent.n102510,tarf,neut,hs_eos,stempenacc,
lsjpool.n102514_0,lexent.n102514,ta^s,fem,is_ews,stempenacc,
lsjpool.n102533_0,lexent.n102533,ta^urelat,masc,hs_ou,stemultacc,
lsjpool.n102553_0,lexent.n102553,taurogast,masc,wr_oros,stemultacc,
lsjpool.n102555_0,lexent.n102555,taurodet,fem,is_idos,stemultacc,
lsjpool.n102555_0,lexent.n102555,taurodet,masc,hs_ou,stemultacc,
lsjpool.n10255_0,lexent.n10255,a)ntipara-bol,fem,h_hs,inflacc,
lsjpool.n10256_0,lexent.n10256,a)ntipar-aggeli,fem,h_hs,stemultacc,
lsjpool.n102583_0,lexent.n102583,ta^uropat,fem,wr_oros,stemultacc,
lsjpool.n102585_0,lexent.n102585,tauropol,fem,h_hs,stemultacc,
lsjpool.n102585_0,lexent.n102585,tauropol,fem,os_ou,stemultacc,
lsjpool.n102589_0,lexent.n102589,tau_r,masc,os_ou,stempenacc,
lsjpool.n102636_0,lexent.n102636,tau)toth,fem,s_tos,stempenacc,
lsjpool.n102645_0,lexent.n102645,ta^f,masc,eus_ews,inflacc,
lsjpool.n102647_0,lexent.n102647,ta^f,fem,h_hs,inflacc,
lsjpool.n102652_0,lexent.n102652,ta^f,masc,os_ou,stempenacc,
lsjpool.n102653_0,lexent.n102653,ta^f,neut,hs_eos,stempenacc,
lsjpool.n102654_0,lexent.n102654,tafrei,fem,h_hs,stemultacc,
lsjpool.n102659_0,lexent.n102659,tafr,fem,h_hs,stempenacc,
lsjpool.n102663_0,lexent.n102663,tafr,fem,os_ou,stempenacc,
lsjpool.n102676_0,lexent.n102676,tax,neut,hs_eos,stempenacc,
lsjpool.n102679_0,lexent.n102679,ta^xu^ba^t,masc,hs_ou,stemultacc,
lsjpool.n102696_0,lexent.n102696,ta^xuergi,fem,h_hs,stemultacc,
lsjpool.n102710_0,lexent.n102710,ta^xumhn,fem,is_ews,stempenacc,
lsjpool.n102739_0,lexent.n102739,ta^xu^ta_,fem,s_tos,stemultacc,
lsjpool.n102739_0,lexent.n102739,ta^xu^th,fem,s_tos,stempenacc,
lsjpool.n102768_0,lexent.n102768,teg,neut,hs_eos,stempenacc,
lsjpool.n102781_0,lexent.n102781,teqrippoba^t,masc,hs_ou,stemultacc,
lsjpool.n102800_0,lexent.n102800,teixesiplht,masc,hs_ou,stemultacc,
lsjpool.n102808_0,lexent.n102808,teixi,neut,os_ou,stemultacc,
lsjpool.n102809_0,lexent.n102809,teixi^s,fem,is_ews,stempenacc,
lsjpool.n102810_0,lexent.n102810,teixis,neut,ma_matos,stempenacc,
lsjpool.n102811_0,lexent.n102811,teixism,masc,os_ou,inflacc,
lsjpool.n102816_0,lexent.n102816,teixodomi,fem,h_hs,stemultacc,
lsjpool.n102820_0,lexent.n102820,teixolet,fem,is_idos,stemultacc,
lsjpool.n102822_0,lexent.n102822,teixoma^x,masc,hs_ou,stemultacc,
lsjpool.n102823_0,lexent.n102823,teixoma^xi,fem,h_hs,stemultacc,
lsjpool.n102832_0,lexent.n102832,tei_x,neut,hs_eos,stempenacc,
lsjpool.n102835_0,lexent.n102835,teixofu^la,masc,c_kos,stempenacc,
lsjpool.n102836_0,lexent.n102836,teixudri,neut,os_ou,stempenacc,
lsjpool.n10283_0,lexent.n10283,a)ntiparaskeu,fem,h_hs,inflacc,
lsjpool.n102843_0,lexent.n102843,tekmars,fem,is_ews,stempenacc,
lsjpool.n102847_0,lexent.n102847,tekmhri,neut,os_ou,stempenacc,
lsjpool.n102856_0,lexent.n102856,tekni,neut,os_ou,stemultacc,
lsjpool.n102859_0,lexent.n102859,teknogoni,fem,h_hs,stemultacc,
lsjpool.n102868_0,lexent.n102868,teknoleteir,fem,a_hs,stempenacc,
lsjpool.n102869_0,lexent.n102869,tekn,neut,os_ou,stempenacc,
lsjpool.n102874_0,lexent.n102874,teknopoii+,fem,h_hs,stemultacc,
lsjpool.n102878_0,lexent.n102878,teknospori,fem,h_hs,stemultacc,
lsjpool.n102894_0,lexent.n102894,teknws,fem,is_ews,stempenacc,
lsjpool.n102901_0,lexent.n102901,tektonei_,neut,os_ou,stemultacc,
lsjpool.n102904_0,lexent.n102904,tektoni,fem,h_hs,stemultacc,
lsjpool.n102908_0,lexent.n102908,tektosun,fem,h_hs,stemultacc,
lsjpool.n102909_0,lexent.n102909,tekt,masc,wn_onos,stempenacc,
lsjpool.n102909_0,lexent.n102909,tektain,fem,a_hs,stempenacc,
lsjpool.n102911_0,lexent.n102911,tela^mw,fem,n_nos,stemultacc,
lsjpool.n102939_0,lexent.n102939,teleiws,fem,is_ews,stempenacc,
lsjpool.n102939_0,lexent.n102939,telews,fem,is_ews,stempenacc,
lsjpool.n102940_0,lexent.n102940,teleiwt,masc,hs_ou,inflacc,
lsjpool.n102956_0,lexent.n102956,telesiourgh,neut,ma_matos,stempenacc,
lsjpool.n102963_0,lexent.n102963,teles,neut,ma_matos,stempenacc,
lsjpool.n102971_0,lexent.n102971,telessifr,fem,wn_onos,stemultacc,
lsjpool.n102973_0,lexent.n102973,telesthri,neut,os_ou,stempenacc,
lsjpool.n102980_0,lexent.n102980,telest,masc,wr_oros,stemultacc,
lsjpool.n102989_0,lexent.n102989,telet,fem,h_hs,inflacc,
