StemUrn,LexicalEntity,StemString,InflClass,Tags
lsjpool.n62274_0,lexent.n62274,:de:lip,anw,
lsjpool.n62287_0,lexent.n62287,:de:leitourg,ew_denom,
lsjpool.n62287_0,lexent.n62287,:de:lh|tourg,ew_denom,
lsjpool.n62303_0,lexent.n62303,:de:leix,reg_conj,
lsjpool.n62358_0,lexent.n62358,:de:li^,e_stem,
lsjpool.n62452_0,lexent.n62452,:de:lepi^d,ow_denom,
lsjpool.n62507_0,lexent.n62507,:de:leptolog,ew_denom,
lsjpool.n62542_0,lexent.n62542,:de:lepto-tom,ew_denom,
lsjpool.n62546_0,lexent.n62546,:de:leptourg,ew_denom,
lsjpool.n62565_0,lexent.n62565,:de:lept,unw,
lsjpool.n62577_0,lexent.n62577,:de:lep,reg_conj,
lsjpool.n62587_0,lexent.n62587,:de:lesx,azw,
lsjpool.n62600_0,lexent.n62600,:de:lesxhn,euw,
lsjpool.n62618_0,lexent.n62618,:de:leuk,ainw,
lsjpool.n62624_0,lexent.n62624,:de:leukanq,izw,
lsjpool.n62659_0,lexent.n62659,:de:leuko-gra^f,ew_denom,
lsjpool.n62773_0,lexent.n62773,:de:leuk,ow_denom,
lsjpool.n62792_0,lexent.n62792,:de:leu,reg_conj,
lsjpool.n62824_0,lexent.n62824,:de:la_g,reg_conj,
lsjpool.n62824_0,lexent.n62824,:de:lhg,reg_conj,
lsjpool.n62878_0,lexent.n62878,:de:lhk,ew_denom,
lsjpool.n62878_0,lexent.n62878,:de:la_k,ew_denom,
lsjpool.n62887_0,lexent.n62887,:de:lhku^q,izw,
lsjpool.n62900_0,lexent.n62900,:de:lhma^t,iaw_denom,
lsjpool.n62903_0,lexent.n62903,:de:lhm,aw_denom,
lsjpool.n62956_0,lexent.n62956,:de:lhr,ew_denom,
lsjpool.n62980_0,lexent.n62980,:de:lh|st,euw,
lsjpool.n63009_0,lexent.n63009,:de:li,azw,
lsjpool.n63019_0,lexent.n63019,:de:li^b,azw,
lsjpool.n63037_0,lexent.n63037,:de:li^ba^nwt,izw,
lsjpool.n63073_0,lexent.n63073,:de:li^g,ainw,
lsjpool.n63115_0,lexent.n63115,:de:li^q,azw,
lsjpool.n63130_0,lexent.n63130,:de:li^q,aw_denom,
lsjpool.n63139_0,lexent.n63139,:de:li^q,iaw_denom,
lsjpool.n63151_0,lexent.n63151,:de:li^qobol,ew_denom,
lsjpool.n63228_0,lexent.n63228,:de:li^qourg,ew_denom,
lsjpool.n63234_0,lexent.n63234,:de:li^qofor,ew_denom,
lsjpool.n63248_0,lexent.n63248,:de:likm,aw_denom,
lsjpool.n63270_0,lexent.n63270,:de:lai,reg_conj,
lsjpool.n63278_0,lexent.n63278,:de:li_m,ainw,
lsjpool.n63305_0,lexent.n63305,:de:limn,azw,
lsjpool.n63348_0,lexent.n63348,:de:li_mo-kton,ew_denom,
lsjpool.n63359_0,lexent.n63359,:de:li_mw,ss,
lsjpool.n63411_0,lexent.n63411,:de:linopt,aw_denom,
lsjpool.n63462_0,lexent.n63462,:de:li^p,ainw,
lsjpool.n63463_0,lexent.n63463,:de:li^p-andr,ew_denom,
lsjpool.n63472_0,lexent.n63472,:de:li_pa^r,ew_denom,
lsjpool.n63497_0,lexent.n63497,:de:li^p,aw_denom,
lsjpool.n63579_0,lexent.n63579,:de:li^po-yu_x,ew_denom,
lsjpool.n63579_0,lexent.n63579,:de:leipo-yu_x,ew_denom,
lsjpool.n63583_0,lexent.n63583,:de:li,ptw,
lsjpool.n63599_0,lexent.n63599,:de:li,ss,
lsjpool.n63599_0,lexent.n63599,:de:li^t,reg_conj,
lsjpool.n63607_0,lexent.n63607,:de:listr,euw,
lsjpool.n63618_0,lexent.n63618,:de:li^t,ainw,
lsjpool.n63623_0,lexent.n63623,:de:li^ta^n,euw,
lsjpool.n63625_0,lexent.n63625,:de:li^targ,izw,
lsjpool.n63665_0,lexent.n63665,:de:lixm,azw,
lsjpool.n63668_0,lexent.n63668,:de:lixm,aw_denom,
lsjpool.n63674_0,lexent.n63674,:de:lixn,euw,
lsjpool.n63713_0,lexent.n63713,:de:log,izw,
lsjpool.n63734_0,lexent.n63734,:de:logogra^f,ew_denom,
lsjpool.n63759_0,lexent.n63759,:de:logoma^x,ew_denom,
lsjpool.n63764_0,lexent.n63764,:de:logopoi,ew_denom,
lsjpool.n63782_0,lexent.n63782,:de:logx,euw,
lsjpool.n63794_0,lexent.n63794,:de:logx,ow_denom,
lsjpool.n63814_0,lexent.n63814,:de:loidor,ew_denom,
lsjpool.n63834_0,lexent.n63834,:de:loimw,ss,
lsjpool.n63933_0,lexent.n63933,:de:loutroxo,ew_denom,
lsjpool.n63937_0,lexent.n63937,:de:lou,e_stem,
lsjpool.n63937_0,lexent.n63937,:de:lo,e_stem,
lsjpool.n63937_0,lexent.n63937,:de:lou,reg_conj,
lsjpool.n63937_0,lexent.n63937,:de:l,o_stem,
lsjpool.n63937_0,lexent.n63937,:de:lo,reg_conj,
lsjpool.n63941_0,lexent.n63941,:de:lof,aw_denom,
lsjpool.n63956_0,lexent.n63956,:de:lof,ow_denom,
lsjpool.n63967_0,lexent.n63967,:de:loxa_g,ew_denom,
lsjpool.n63971_0,lexent.n63971,:de:lox,azw,
lsjpool.n63973_0,lexent.n63973,:de:lox,aw_denom,
lsjpool.n63979_0,lexent.n63979,:de:lox,euw,
lsjpool.n63987_0,lexent.n63987,:de:lox,izw,
lsjpool.n64023_0,lexent.n64023,:de:lu^g,izw,
lsjpool.n64044_0,lexent.n64044,:de:lu^g,ow_denom,
lsjpool.n64131_0,lexent.n64131,:de:lu^k,ow_denom,
lsjpool.n64151_0,lexent.n64151,:de:lu_p,ew_denom,
lsjpool.n64168_0,lexent.n64168,:de:lu^r,izw,
lsjpool.n64224_0,lexent.n64224,:de:lu_sitel,ew_denom,
lsjpool.n64235_0,lexent.n64235,:de:lus-s,ainw,
lsjpool.n64238_0,lexent.n64238,:de:luss,aw_denom,
lsjpool.n64238_0,lexent.n64238,:de:lutt,aw_denom,
lsjpool.n64251_0,lexent.n64251,:de:luss,ow_denom,
lsjpool.n64265_0,lexent.n64265,:de:lutr,ow_denom,
lsjpool.n64316_0,lexent.n64316,:de:lu^,reg_conj,
lsjpool.n64316_0,lexent.n64316,:de:lu_,reg_conj,
lsjpool.n64319_0,lexent.n64319,:de:lwb,aw_denom,
lsjpool.n64321_0,lexent.n64321,:de:lwb,euw,
lsjpool.n64344_0,lexent.n64344,:de:lwp,izw,
lsjpool.n64349_0,lexent.n64349,:de:lwpodu^t,ew_denom,
lsjpool.n64364_0,lexent.n64364,:de:lwt,izw,
lsjpool.n64379_0,lexent.n64379,:de:lwf,aw_denom,
lsjpool.n64409_0,lexent.n64409,:de:magga^n,euw,
lsjpool.n64422_0,lexent.n64422,:de:ma^geir,euw,
lsjpool.n64435_0,lexent.n64435,:de:ma^g,euw,
lsjpool.n64464_0,lexent.n64464,:de:ma^d,aw_denom,
lsjpool.n64487_0,lexent.n64487,:de:maz,aw_denom,
lsjpool.n64520_0,lexent.n64520,:de:ma^qht,euw,
lsjpool.n64522_0,lexent.n64522,:de:ma^qht,iaw_denom,
lsjpool.n64537_0,lexent.n64537,:de:mai,euw,
lsjpool.n64552_0,lexent.n64552,:de:maim,a_stem,
lsjpool.n64562_0,lexent.n64562,:de:m,ainw,
lsjpool.n64564_0,lexent.n64564,:de:m,a_stem,
lsjpool.n64566_0,lexent.n64566,:de:mai,ow_denom,
lsjpool.n64584_0,lexent.n64584,:de:ma^ka^r,izw,
lsjpool.n64614_0,lexent.n64614,:de:ma_kko,aw_denom,
lsjpool.n64624_0,lexent.n64624,:de:makrhgor,ew_denom,
lsjpool.n64652_0,lexent.n64652,:de:makroqu_m,ew_denom,
lsjpool.n64665_0,lexent.n64665,:de:makro-kom,ew_denom,
lsjpool.n64671_0,lexent.n64671,:de:makrolog,ew_denom,
lsjpool.n64691_0,lexent.n64691,:de:makro-por,ew_denom,
lsjpool.n64770_0,lexent.n64770,:de:ma^la^k,iaw_denom,
lsjpool.n64771_0,lexent.n64771,:de:ma^la^k,izw,
lsjpool.n64815_0,lexent.n64815,:de:ma^la,ss,
lsjpool.n64833_0,lexent.n64833,:de:malqa^k,izw,
lsjpool.n64844_0,lexent.n64844,:de:malqa,ss,
lsjpool.n64914_0,lexent.n64914,:de:ma^q,anw,
lsjpool.n64914_0,lexent.n64914,:de:ma^q,reg_conj,
lsjpool.n64948_0,lexent.n64948,:de:mant,euw,
lsjpool.n64959_0,lexent.n64959,:de:manti^pol,ew_denom,
lsjpool.n64987_0,lexent.n64987,:de:ma^r,ainw,
lsjpool.n65000_0,lexent.n65000,:de:marg,ainw,
lsjpool.n65010_0,lexent.n65010,:de:marg,aw_denom,
lsjpool.n65017_0,lexent.n65017,:de:marg,ow_denom,
lsjpool.n65041_0,lexent.n65041,:de:marm,airw,
lsjpool.n65072_0,lexent.n65072,:de:mar,nhmi,
lsjpool.n65077_0,lexent.n65077,:de:mar,ptw,
lsjpool.n65083_0,lexent.n65083,:de:martu^r,ew_denom,
lsjpool.n65091_0,lexent.n65091,:de:mart,urw,
lsjpool.n65101_0,lexent.n65101,:de:ma^s,aw_denom,
lsjpool.n65125_0,lexent.n65125,:de:ma,ss,
lsjpool.n65132_0,lexent.n65132,:de:masta^r,uzw,
lsjpool.n65139_0,lexent.n65139,:de:mast,euw,
lsjpool.n65142_0,lexent.n65142,:de:mast,iaw_denom,
lsjpool.n65152_0,lexent.n65152,:de:masti_g,ow_denom,
lsjpool.n65152_0,lexent.n65152,:de:masti_g,ew_denom,
lsjpool.n65157_0,lexent.n65157,:de:mast,izw,
lsjpool.n65165_0,lexent.n65165,:de:masti^x,aw_denom,
lsjpool.n65178_0,lexent.n65178,:de:mastrop,euw,
lsjpool.n65194_0,lexent.n65194,:de:masxa^l,izw,
lsjpool.n65201_0,lexent.n65201,:de:ma^ta,izw,
lsjpool.n65206_0,lexent.n65206,:de:ma^taiolog,ew_denom,
lsjpool.n65234_0,lexent.n65234,:de:ma^t,aw_denom,
lsjpool.n65236_0,lexent.n65236,:de:ma^t,euw,
lsjpool.n65261_0,lexent.n65261,:de:maur,ow_denom,
lsjpool.n65313_0,lexent.n65313,:de:ma^x,e_stem,
lsjpool.n65347_0,lexent.n65347,:de:mega^laux,ew_denom,
lsjpool.n65361_0,lexent.n65361,:de:mega^lhgor,ew_denom,
lsjpool.n65368_0,lexent.n65368,:de:mega^l,izw,
lsjpool.n65514_0,lexent.n65514,:de:mega^lofron,ew_denom,
lsjpool.n65530_0,lexent.n65530,:de:mega^l,unw,
lsjpool.n65671_0,lexent.n65671,:de:mequ,skw,
lsjpool.n65671_0,lexent.n65671,:de:mequ^,reg_conj,
lsjpool.n65685_0,lexent.n65685,:de:mequ,reg_conj,
lsjpool.n65686_0,lexent.n65686,:de:meiagwg,ew_denom,
lsjpool.n65691_0,lexent.n65691,:de:meid,aw_denom,
lsjpool.n65697_0,lexent.n65697,:de:meid,iaw_denom,
lsjpool.n65716_0,lexent.n65716,:de:meili,ss,
lsjpool.n65734_0,lexent.n65734,:de:meion-ekt,ew_denom,
lsjpool.n65742_0,lexent.n65742,:de:mei,ow_denom,
lsjpool.n65746_0,lexent.n65746,:de:meira^ki,euw,
lsjpool.n65748_0,lexent.n65748,:de:meiraki,ow_denom,
lsjpool.n65789_0,lexent.n65789,:de:melagxol,aw_denom,
lsjpool.n65803_0,lexent.n65803,:de:mel,ainw,
lsjpool.n65853_0,lexent.n65853,:de:melan,ew_denom,
lsjpool.n65946_0,lexent.n65946,:de:meled,ainw,
lsjpool.n65965_0,lexent.n65965,:de:melet,aw_denom,
lsjpool.n66166_0,lexent.n66166,:de:mello-ni_k,iaw_denom,
lsjpool.n66183_0,lexent.n66183,:de:melopoi,ew_denom,
lsjpool.n66188_0,lexent.n66188,:de:melo-tu^p,ew_denom,
lsjpool.n66199_0,lexent.n66199,:de:mel,e_suppl,
lsjpool.n66200_0,lexent.n66200,:de:melw|d,ew_denom,
lsjpool.n66252_0,lexent.n66252,:de:memf,reg_conj,
lsjpool.n66252_0,lexent.n66252,:de:momf,e_stem,
lsjpool.n66255_0,lexent.n66255,:de:memyi^moir,ew_denom,
lsjpool.n66264_0,lexent.n66264,:de:mene,ainw,
lsjpool.n66285_0,lexent.n66285,:de:menoin,aw_denom,
lsjpool.n66294_0,lexent.n66294,:de:men,e_suppl,
lsjpool.n66306_0,lexent.n66306,:de:mer,izw,
lsjpool.n66310_0,lexent.n66310,:de:merimn,aw_denom,
lsjpool.n66333_0,lexent.n66333,:de:mermhr,izw,
lsjpool.n66371_0,lexent.n66371,:de:mes-eggu^,aw_denom,
lsjpool.n66387_0,lexent.n66387,:de:mes,euw,
lsjpool.n66393_0,lexent.n66393,:de:meshmbri^,azw,
lsjpool.n66395_0,lexent.n66395,:de:meshmbri^,aw_denom,
lsjpool.n66396_0,lexent.n66396,:de:meshmbr,izw,
lsjpool.n66412_0,lexent.n66412,:de:mesi_t,euw,
lsjpool.n66480_0,lexent.n66480,:de:mesopor,ew_denom,
lsjpool.n66510_0,lexent.n66510,:de:mesotom,ew_denom,
lsjpool.n66537_0,lexent.n66537,:de:mes,ow_denom,
lsjpool.n66563_0,lexent.n66563,:de:mest,ow_denom,
lsjpool.n66763_0,lexent.n66763,:de:metall,aw_denom,
lsjpool.n66771_0,lexent.n66771,:de:metall,euw,
lsjpool.n67136_0,lexent.n67136,:de:metewr,izw,
lsjpool.n67143_0,lexent.n67143,:de:metewro-kop,ew_denom,
lsjpool.n67147_0,lexent.n67147,:de:metewrolog,ew_denom,
lsjpool.n67225_0,lexent.n67225,:de:metr,ew_denom,
lsjpool.n67237_0,lexent.n67237,:de:metri,azw,
lsjpool.n67247_0,lexent.n67247,:de:metriopa^q,ew_denom,
lsjpool.n67321_0,lexent.n67321,:de:mhd,reg_conj,
lsjpool.n67340_0,lexent.n67340,:de:m,a_stem,
lsjpool.n67358_0,lexent.n67358,:de:ma_k,unw,
lsjpool.n67358_0,lexent.n67358,:de:mhk,unw,
lsjpool.n67436_0,lexent.n67436,:de:mhlo-sfa^g,ew_denom,
lsjpool.n67441_0,lexent.n67441,:de:mhlofor,ew_denom,
lsjpool.n67448_0,lexent.n67448,:de:mhl,ow_denom,
lsjpool.n67488_0,lexent.n67488,:de:mhni_,reg_conj,
lsjpool.n67501_0,lexent.n67501,:de:mhnu_,reg_conj,
lsjpool.n67501_0,lexent.n67501,:de:ma_nu_,reg_conj,
lsjpool.n67537_0,lexent.n67537,:de:mhru_,reg_conj,
lsjpool.n67537_0,lexent.n67537,:de:ma_ru_,reg_conj,
lsjpool.n67545_0,lexent.n67545,:de:mhti,aw_denom,
lsjpool.n67550_0,lexent.n67550,:de:mhti_,reg_conj,
lsjpool.n67580_0,lexent.n67580,:de:mhtrokton,ew_denom,
lsjpool.n67615_0,lexent.n67615,:de:mhxa^n,aw_denom,
lsjpool.n67637_0,lexent.n67637,:de:mhxa^nor-ra^f,ew_denom,
lsjpool.n67651_0,lexent.n67651,:de:mi,ainw,
lsjpool.n67652_0,lexent.n67652,:de:miaifon,ew_denom,
lsjpool.n67670_0,lexent.n67670,:de:mi^g,azw,
lsjpool.n67729_0,lexent.n67729,:de:mi_krolog,ew_denom,
lsjpool.n67836_0,lexent.n67836,:de:milt,ow_denom,
lsjpool.n67853_0,lexent.n67853,:de:mi_m,ew_denom,
lsjpool.n67866_0,lexent.n67866,:de:mimn,azw,
lsjpool.n67868_0,lexent.n67868,:de:m-n,a_stem,
lsjpool.n67869_0,lexent.n67869,:de:mn,reg_conj,
lsjpool.n67872_0,lexent.n67872,:de:mi_molog,ew_denom,
lsjpool.n67884_0,lexent.n67884,:de:minq,ow_denom,
lsjpool.n67894_0,lexent.n67894,:de:minunq,anw,
lsjpool.n67901_0,lexent.n67901,:de:mi^nu^r,izw,
lsjpool.n67905_0,lexent.n67905,:de:mi^n,urw,
lsjpool.n67974_0,lexent.n67974,:de:mi_s,ew_denom,
lsjpool.n67991_0,lexent.n67991,:de:misqarn,ew_denom,
lsjpool.n68001_0,lexent.n68001,:de:misqodot,ew_denom,
lsjpool.n68014_0,lexent.n68014,:de:misqofor,ew_denom,
lsjpool.n68019_0,lexent.n68019,:de:misq,ow_denom,
lsjpool.n68081_0,lexent.n68081,:de:mi_so-pon,ew_denom,
lsjpool.n68115_0,lexent.n68115,:de:mist,ullw,
lsjpool.n68126_0,lexent.n68126,:de:mi^t,ow_denom,
lsjpool.n68158_0,lexent.n68158,:de:mn,a_stem,
lsjpool.n68161_0,lexent.n68161,:de:mna_si^dwr,ew_denom,
lsjpool.n68185_0,lexent.n68185,:de:mnhmon,euw,
lsjpool.n68194_0,lexent.n68194,:de:mnhsi^-dwr,ew_denom,
lsjpool.n68194_0,lexent.n68194,:de:mna_si^-dwr,ew_denom,
lsjpool.n68196_0,lexent.n68196,:de:mnhsi^ka^k,ew_denom,
lsjpool.n68212_0,lexent.n68212,:de:mnhst,euw,
lsjpool.n68212_0,lexent.n68212,:de:mna_st,euw,
lsjpool.n68239_0,lexent.n68239,:de:mog,ew_denom,
lsjpool.n68268_0,lexent.n68268,:de:moir,aw_denom,
lsjpool.n68295_0,lexent.n68295,:de:moix,aw_denom,
lsjpool.n68300_0,lexent.n68300,:de:moix,euw,
lsjpool.n68355_0,lexent.n68355,:de:molp,azw,
lsjpool.n68406_0,lexent.n68406,:de:molu_no-pragmon,ew_denom,
lsjpool.n68409_0,lexent.n68409,:de:mol,unw,
lsjpool.n68443_0,lexent.n68443,:de:monarx,ew_denom,
lsjpool.n68443_0,lexent.n68443,:de:mounarx,ew_denom,
lsjpool.n68455_0,lexent.n68455,:de:monaul,ew_denom,
lsjpool.n68583_0,lexent.n68583,:de:mono-ma^x,ew_denom,
lsjpool.n68583_0,lexent.n68583,:de:mouno-ma^x,ew_denom,
lsjpool.n68623_0,lexent.n68623,:de:mono-pragma^t,ew_denom,
lsjpool.n68645_0,lexent.n68645,:de:mono-si_t,ew_denom,
lsjpool.n68686_0,lexent.n68686,:de:mono-trof,ew_denom,
lsjpool.n68725_0,lexent.n68725,:de:moun,ow_denom,
lsjpool.n68725_0,lexent.n68725,:de:mon,ow_denom,
lsjpool.n68727_0,lexent.n68727,:de:monw|d,ew_denom,
lsjpool.n68746_0,lexent.n68746,:de:mor,ew_denom,
lsjpool.n68761_0,lexent.n68761,:de:mormolu,ss,
lsjpool.n68768_0,lexent.n68768,:de:morm,urw,
lsjpool.n68786_0,lexent.n68786,:de:moru,ss,
lsjpool.n68788_0,lexent.n68788,:de:morf,azw,
lsjpool.n68797_0,lexent.n68797,:de:morf,ow_denom,
lsjpool.n68820_0,lexent.n68820,:de:mosx,euw,
lsjpool.n68832_0,lexent.n68832,:de:mosxo-poi,ew_denom,
lsjpool.n68888_0,lexent.n68888,:de:mous,izw,
lsjpool.n68901_0,lexent.n68901,:de:mousoma^n,ew_denom,
lsjpool.n68910_0,lexent.n68910,:de:mousopoi,ew_denom,
lsjpool.n68933_0,lexent.n68933,:de:moxq,ew_denom,
lsjpool.n68940_0,lexent.n68940,:de:moxq,izw,
lsjpool.n68948_0,lexent.n68948,:de:moxl,euw,
lsjpool.n68949_0,lexent.n68949,:de:moxl,ew_denom,
lsjpool.n68978_0,lexent.n68978,:de:mu^d,aw_denom,
lsjpool.n68985_0,lexent.n68985,:de:mudro-ktu^p,ew_denom,
lsjpool.n68999_0,lexent.n68999,:de:mu,ew_denom,
lsjpool.n69000_0,lexent.n69000,:de:muz,aw_denom,
lsjpool.n69013_0,lexent.n69013,:de:mu_q,ew_denom,
lsjpool.n69015_0,lexent.n69015,:de:mu_q,euw,
lsjpool.n69021_0,lexent.n69021,:de:mu_qi,azw,
lsjpool.n69024_0,lexent.n69024,:de:mu_q,izw,
lsjpool.n69030_0,lexent.n69030,:de:mu_qograf,ew_denom,
lsjpool.n69035_0,lexent.n69035,:de:mu_qo-log,euw,
lsjpool.n69036_0,lexent.n69036,:de:mu_qolog,ew_denom,
lsjpool.n69042_0,lexent.n69042,:de:mu_q,ow_denom,
lsjpool.n69047_0,lexent.n69047,:de:mu_qo-poi,ew_denom,
lsjpool.n69079_0,lexent.n69079,:de:mu_k,aw_denom,
lsjpool.n69102_0,lexent.n69102,:de:mukthr,izw,
lsjpool.n69128_0,lexent.n69128,:de:mu^l,iaw_denom,
lsjpool.n69133_0,lexent.n69133,:de:mull,ainw,
lsjpool.n69197_0,lexent.n69197,:de:muo-qhr,ew_denom,
lsjpool.n69232_0,lexent.n69232,:de:mu^rey,ew_denom,
lsjpool.n69258_0,lexent.n69258,:de:mu^r,izw,
lsjpool.n69415_0,lexent.n69415,:de:m,urw,
lsjpool.n69428_0,lexent.n69428,:de:mu^sa,ss,
lsjpool.n69452_0,lexent.n69452,:de:mus-pol,ew_denom,
lsjpool.n69476_0,lexent.n69476,:de:musti_l,aw_denom,
lsjpool.n69503_0,lexent.n69503,:de:muttwt,euw,
lsjpool.n69512_0,lexent.n69512,:de:muxq,izw,
lsjpool.n69531_0,lexent.n69531,:de:mu^,reg_conj,
lsjpool.n69531_0,lexent.n69531,:de:mu_,reg_conj,
lsjpool.n69538_0,lexent.n69538,:de:muwp,azw,
lsjpool.n69543_0,lexent.n69543,:de:muwp,izw,
lsjpool.n69555_0,lexent.n69555,:de:mwk,aw_denom,
lsjpool.n69582_0,lexent.n69582,:de:mwm,aw_denom,
lsjpool.n69584_0,lexent.n69584,:de:mwm,euw,
lsjpool.n69600_0,lexent.n69600,:de:mwr,ainw,
lsjpool.n69657_0,lexent.n69657,:de:naiet,aw_denom,
lsjpool.n69753_0,lexent.n69753,:de:nark,aw_denom,
lsjpool.n69771_0,lexent.n69771,:de:nad,reg_conj,
lsjpool.n69771_0,lexent.n69771,:de:na,ss,
lsjpool.n69782_0,lexent.n69782,:de:naua_g,ew_denom,
lsjpool.n69782_0,lexent.n69782,:de:nauhg,ew_denom,
lsjpool.n69787_0,lexent.n69787,:de:nauarx,ew_denom,
lsjpool.n69801_0,lexent.n69801,:de:nauklhr,ew_denom,
lsjpool.n69815_0,lexent.n69815,:de:naukra^t,ew_denom,
lsjpool.n69828_0,lexent.n69828,:de:naulox,ew_denom,
lsjpool.n69836_0,lexent.n69836,:de:nauma^x,ew_denom,
lsjpool.n69836_0,lexent.n69836,:de:nausima^x,ew_denom,
lsjpool.n69845_0,lexent.n69845,:de:nauphg,ew_denom,
lsjpool.n69865_0,lexent.n69865,:de:nausql,ow_denom,
lsjpool.n69889_0,lexent.n69889,:de:naustol,ew_denom,
lsjpool.n69899_0,lexent.n69899,:de:naut,iaw_denom,
lsjpool.n69904_0,lexent.n69904,:de:naut,illw,
lsjpool.n69911_0,lexent.n69911,:de:nautolog,ew_denom,
lsjpool.n69930_0,lexent.n69930,:de:ne,azw,
lsjpool.n69950_0,lexent.n69950,:de:nea_ni^,euw,
lsjpool.n69960_0,lexent.n69960,:de:nea_nisk,euw,
lsjpool.n69987_0,lexent.n69987,:de:ne,aw_denom,
lsjpool.n69997_0,lexent.n69997,:de:nebr,izw,
lsjpool.n70035_0,lexent.n70035,:de:neik,e_stem,
lsjpool.n70059_0,lexent.n70059,:de:neio-poi,ew_denom,
lsjpool.n70072_0,lexent.n70072,:de:nekra^gwg,ew_denom,
lsjpool.n70106_0,lexent.n70106,:de:nekrostol,ew_denom,
lsjpool.n70123_0,lexent.n70123,:de:nekr,ow_denom,
lsjpool.n70168_0,lexent.n70168,:de:nemes,aw_denom,
lsjpool.n70168_0,lexent.n70168,:de:nemess,aw_denom,
lsjpool.n70174_0,lexent.n70174,:de:nemes,izw,
lsjpool.n70188_0,lexent.n70188,:de:nem,e_suppl,
lsjpool.n70378_0,lexent.n70378,:de:neoss,euw,
lsjpool.n70378_0,lexent.n70378,:de:neott,euw,
lsjpool.n70426_0,lexent.n70426,:de:neourg,ew_denom,
lsjpool.n70451_0,lexent.n70451,:de:neoxm,ow_denom,
lsjpool.n70458_0,lexent.n70458,:de:ne,ow_denom,
lsjpool.n70524_0,lexent.n70524,:de:neust,azw,
lsjpool.n70530_0,lexent.n70530,:de:neu,reg_conj,
lsjpool.n70564_0,lexent.n70564,:de:n,ev_stem,
lsjpool.n70565_0,lexent.n70565,:de:n,e_stem,
lsjpool.n70566_0,lexent.n70566,:de:n,e_stem,
lsjpool.n70569_0,lexent.n70569,:de:newkor,ew_denom,
lsjpool.n70573_0,lexent.n70573,:de:newlk,ew_denom,
lsjpool.n70603_0,lexent.n70603,:de:newter,izw,
lsjpool.n70630_0,lexent.n70630,:de:nh,ew_denom,
lsjpool.n70646_0,lexent.n70646,:de:nh-koust,ew_denom,
lsjpool.n70674_0,lexent.n70674,:de:nhn,ew_denom,
lsjpool.n70683_0,lexent.n70683,:de:nho-por,ew_denom,
lsjpool.n70700_0,lexent.n70700,:de:nhpia^x,euw,
lsjpool.n70726_0,lexent.n70726,:de:nhpu^ti,euw,
lsjpool.n70746_0,lexent.n70746,:de:nhsi,azw,
lsjpool.n70753_0,lexent.n70753,:de:nhs,izw,
lsjpool.n70775_0,lexent.n70775,:de:nhst,euw,
lsjpool.n70813_0,lexent.n70813,:de:nhf,reg_conj,
lsjpool.n70819_0,lexent.n70819,:de:nhx,reg_conj,
lsjpool.n70828_0,lexent.n70828,:de:ni,ptw,
lsjpool.n70828_0,lexent.n70828,:de:n,izw,
lsjpool.n70839_0,lexent.n70839,:de:ni_k,aw_denom,
lsjpool.n70850_0,lexent.n70850,:de:ni_khfor,ew_denom,
lsjpool.n70900_0,lexent.n70900,:de:ni_f,reg_conj,
lsjpool.n70910_0,lexent.n70910,:de:nw,reg_conj,
lsjpool.n70910_0,lexent.n70910,:de:no,ew_denom,
lsjpool.n70928_0,lexent.n70928,:de:noq,euw,
lsjpool.n70954_0,lexent.n70954,:de:nom,euw,
lsjpool.n70958_0,lexent.n70958,:de:nom,izw,
lsjpool.n70973_0,lexent.n70973,:de:nomist,euw,
lsjpool.n70989_0,lexent.n70989,:de:nomoqet,ew_denom,
lsjpool.n71037_0,lexent.n71037,:de:nos,ew_denom,
lsjpool.n71039_0,lexent.n71039,:de:noshl,euw,
lsjpool.n71071_0,lexent.n71071,:de:noss,euw,
lsjpool.n71072_0,lexent.n71072,:de:nost,ew_denom,
lsjpool.n71092_0,lexent.n71092,:de:not,izw,
lsjpool.n71107_0,lexent.n71107,:de:nou-qet,ew_denom,
lsjpool.n71153_0,lexent.n71153,:de:nukt-egert,ew_denom,
lsjpool.n71164_0,lexent.n71164,:de:nukter,euw,
lsjpool.n71178_0,lexent.n71178,:de:nukt-hgor,ew_denom,
lsjpool.n71239_0,lexent.n71239,:de:nukto-ma^x,ew_denom,
lsjpool.n71245_0,lexent.n71245,:de:nukto-por,ew_denom,
lsjpool.n71254_0,lexent.n71254,:de:nuktofu^la^k,ew_denom,
lsjpool.n71267_0,lexent.n71267,:de:numfa^gwg,ew_denom,
lsjpool.n71281_0,lexent.n71281,:de:numf,euw,
lsjpool.n71293_0,lexent.n71293,:de:numfokom,ew_denom,
lsjpool.n71297_0,lexent.n71297,:de:numfostol,ew_denom,
lsjpool.n71322_0,lexent.n71322,:de:nu,ss,
lsjpool.n71325_0,lexent.n71325,:de:nust,azw,
lsjpool.n71339_0,lexent.n71339,:de:nu^x,euw,
lsjpool.n74193_0,lexent.n74193,:de:o)nux,izw,
lsjpool.n71384_0,lexent.n71384,:de:nwm,aw_denom,
lsjpool.n71407_0,lexent.n71407,:de:nwt,izw,
lsjpool.n71427_0,lexent.n71427,:de:c,ainw,
lsjpool.n71434_0,lexent.n71434,:de:canq,izw,
lsjpool.n71452_0,lexent.n71452,:de:canqotri^x,ew_denom,
lsjpool.n71482_0,lexent.n71482,:de:cena_g,ew_denom,
