StemUrn,LexicalEntity,StemString,InflClass,Tags
lsjpool.n33844_0,lexent.n33844,:de:limen,izw,
lsjpool.n33857_0,lexent.n33857,:de:e)l-log,ew_denom,
lsjpool.n33865_0,lexent.n33865,:de:e)llopi,euw,
lsjpool.n33874_0,lexent.n33874,:de:e)l-lox,izw,
lsjpool.n33902_0,lexent.n33902,:de:e)lp,izw,
lsjpool.n33910_0,lexent.n33910,:de:e)lp,reg_conj,
lsjpool.n33923_0,lexent.n33923,:de:e(lu,reg_conj,
lsjpool.n33923_0,lexent.n33923,:de:e)lu,reg_conj,
lsjpool.n34111_0,lexent.n34111,:de:e)m,e_stem,
lsjpool.n34196_0,lexent.n34196,:de:e)m-p,azw,
lsjpool.n34258_0,lexent.n34258,:de:e)mped-ork,ew_denom,
lsjpool.n34264_0,lexent.n34264,:de:e)mped,ow_denom,
lsjpool.n34460_0,lexent.n34460,:de:e)mpol,aw_denom,
lsjpool.n34765_0,lexent.n34765,:de:e)n,airw,
lsjpool.n34765_0,lexent.n34765,:de:e)nn,airw,
lsjpool.n34849_0,lexent.n34849,:de:e)nanti,ow_denom,
lsjpool.n34997_0,lexent.n34997,:de:e)na^r,izw,
lsjpool.n35216_0,lexent.n35216,:de:e)ndi^,aw_denom,
lsjpool.n35248_0,lexent.n35248,:de:e)ndoi,azw,
lsjpool.n35337_0,lexent.n35337,:de:e(dr,euw,
lsjpool.n35346_0,lexent.n35346,:de:e)n-eido-for,ew_denom,
lsjpool.n35608_0,lexent.n35608,:de:e)nqousi,azw,
lsjpool.n35608_0,lexent.n35608,:de:e)nqous,iaw_denom,
lsjpool.n35724_0,lexent.n35724,:de:e)ni,ptw,
lsjpool.n35731_0,lexent.n35731,:de:e)ni,ss,
lsjpool.n35883_0,lexent.n35883,:de:e)n-noxl,ew_denom,
lsjpool.n35886_0,lexent.n35886,:de:e(n,numi,
lsjpool.n35886_0,lexent.n35886,:de:e(n,reg_conj,
lsjpool.n36169_0,lexent.n36169,:de:e)nta^fi,azw,
lsjpool.n37100_0,lexent.n37100,:de:e)celeuqero-stom,ew_denom,
lsjpool.n37651_0,lexent.n37651,:de:e)c-ousi,azw,
lsjpool.n37776_0,lexent.n37776,:de:ei)k,reg_conj,
lsjpool.n37789_0,lexent.n37789,:de:o(rt,azw,
lsjpool.n37789_0,lexent.n37789,:de:e(ort,azw,
lsjpool.n38388_0,lexent.n38388,:de:au)r,e_stem,
lsjpool.n38388_0,lexent.n38388,:de:au)ri,skw,
lsjpool.n38467_0,lexent.n38467,:de:e)peig,reg_conj,
lsjpool.n38996_0,lexent.n38996,:de:e)pibwmiosta^t,ew_denom,
lsjpool.n39843_0,lexent.n39843,:de:kour,ew_denom,
lsjpool.n40060_0,lexent.n40060,:de:i)ll,izw,
lsjpool.n40154_0,lexent.n40154,:de:mel,ew_denom,
lsjpool.n40972_0,lexent.n40972,:de:e)pist,a_stem,
lsjpool.n41345_0,lexent.n41345,:de:thd,euw,
lsjpool.n41798_0,lexent.n41798,:de:e(p,reg_conj,
lsjpool.n42109_0,lexent.n42109,:de:e)r,a_stem,
lsjpool.n42115_0,lexent.n42115,:de:e)ra^n,izw,
lsjpool.n42131_0,lexent.n42131,:de:e)rast,euw,
lsjpool.n42140_0,lexent.n42140,:de:e)ra^t,izw,
lsjpool.n42155_0,lexent.n42155,:de:e)r,a_stem,
lsjpool.n42156_0,lexent.n42156,:de:e)r,a_stem,
lsjpool.n42159_0,lexent.n42159,:de:e)rg,azw,
lsjpool.n42159_0,lexent.n42159,:de:e)rg,azw,
lsjpool.n42159_0,lexent.n42159,:de:e)rg,azw,
lsjpool.n42207_0,lexent.n42207,:de:e)rgola^b,ew_denom,
lsjpool.n42224_0,lexent.n42224,:de:e)erg,reg_conj,
lsjpool.n42224_0,lexent.n42224,:de:ei)rg,reg_conj,
lsjpool.n42224_0,lexent.n42224,:de:ei(rg,reg_conj,
lsjpool.n42224_0,lexent.n42224,:de:e)rg,reg_conj,
lsjpool.n42230_0,lexent.n42230,:de:e)rg,reg_conj,
lsjpool.n42244_0,lexent.n42244,:de:e)rebo-di_f,aw_denom,
lsjpool.n42256_0,lexent.n42256,:de:e)req,izw,
lsjpool.n42267_0,lexent.n42267,:de:e)reid,reg_conj,
lsjpool.n42288_0,lexent.n42288,:de:e)reip,reg_conj,
lsjpool.n42303_0,lexent.n42303,:de:e)re,ptw,
lsjpool.n42303_0,lexent.n42303,:de:e)re,ptw,
lsjpool.n42310_0,lexent.n42310,:de:e)ret,reg_conj,
lsjpool.n42310_0,lexent.n42310,:de:e)re,ss,
lsjpool.n42312_0,lexent.n42312,:de:e)resxhl,ew_denom,
lsjpool.n42321_0,lexent.n42321,:de:e)retm,ow_denom,
lsjpool.n42332_0,lexent.n42332,:de:e)reuq,ew_denom,
lsjpool.n42339_0,lexent.n42339,:de:e)reuq,reg_conj,
lsjpool.n42343_0,lexent.n42343,:de:e)reun,aw_denom,
lsjpool.n42351_0,lexent.n42351,:de:e)ref,reg_conj,
lsjpool.n42361_0,lexent.n42361,:de:e)rhm,azw,
lsjpool.n42387_0,lexent.n42387,:de:e)rhm,ow_denom,
lsjpool.n42394_0,lexent.n42394,:de:e)rhtu_,reg_conj,
lsjpool.n42394_0,lexent.n42394,:de:e)ra_tu,reg_conj,
lsjpool.n42420_0,lexent.n42420,:de:e)ridd,e_stem,
lsjpool.n42420_0,lexent.n42420,:de:e)ri^d,ainw,
lsjpool.n42427_0,lexent.n42427,:de:e)rid-m,ainw,
lsjpool.n42432_0,lexent.n42432,:de:e)r,izw,
lsjpool.n42507_0,lexent.n42507,:de:e)riourg,ew_denom,
lsjpool.n42620_0,lexent.n42620,:de:e(rmhn,euw,
lsjpool.n42673_0,lexent.n42673,:de:e(rp,uzw,
lsjpool.n42686_0,lexent.n42686,:de:e(rp,reg_conj,
lsjpool.n42686_0,lexent.n42686,:de:e(rpu^,reg_conj,
lsjpool.n42734_0,lexent.n42734,:de:e)rugg,anw,
lsjpool.n42755_0,lexent.n42755,:de:e)ruqr,iaw_denom,
lsjpool.n42783_0,lexent.n42783,:de:e)ru_ka^n,aw_denom,
lsjpool.n42783_0,lexent.n42783,:de:e)ru_k,anw,
lsjpool.n42785_0,lexent.n42785,:de:e)ru_k,reg_conj,
lsjpool.n42785_0,lexent.n42785,:de:e)ru_k,anw,
lsjpool.n42825_0,lexent.n42825,:de:e)rxa^t,aw_denom,
lsjpool.n42830_0,lexent.n42830,:de:ei)r,e_stem,
lsjpool.n42830_0,lexent.n42830,:de:r(,e_stem,
lsjpool.n42830_0,lexent.n42830,:de:ei)r,e_stem,
lsjpool.n31224_0,lexent.n31224,:de:),eirw,
lsjpool.n42835_0,lexent.n42835,:de:e)rw,ew_denom,
lsjpool.n42842_0,lexent.n42842,:de:ei)rwt,aw_denom,
lsjpool.n42842_0,lexent.n42842,:de:e)rwt,aw_denom,
lsjpool.n42884_0,lexent.n42884,:de:e)sq,ew_denom,
lsjpool.n43000_0,lexent.n43000,:de:i(st,iaw_denom,
lsjpool.n43000_0,lexent.n43000,:de:e(st,iaw_denom,
lsjpool.n43003_0,lexent.n43003,:de:e(sti,ow_denom,
lsjpool.n43046_0,lexent.n43046,:de:e)sxa^t,aw_denom,
lsjpool.n43070_0,lexent.n43070,:de:e)t,azw,
lsjpool.n43076_0,lexent.n43076,:de:e(tair,ew_denom,
lsjpool.n43082_0,lexent.n43082,:de:e(tair,izw,
lsjpool.n43082_0,lexent.n43082,:de:e(tar,izw,
lsjpool.n43134_0,lexent.n43134,:de:e(terodi_daska^l,ew_denom,
lsjpool.n43144_0,lexent.n43144,:de:e(terozu^g,ew_denom,
lsjpool.n43153_0,lexent.n43153,:de:e(teroi,ow_denom,
lsjpool.n43273_0,lexent.n43273,:de:e(toim,azw,
lsjpool.n43314_0,lexent.n43314,:de:eu)aggel,izw,
lsjpool.n43320_0,lexent.n43320,:de:eu)a^g,ew_denom,
lsjpool.n43330_0,lexent.n43330,:de:eu)a_gor,ew_denom,
lsjpool.n43332_0,lexent.n43332,:de:eu)agr,ew_denom,
lsjpool.n43344_0,lexent.n43344,:de:eu),azw,
lsjpool.n43361_0,lexent.n43361,:de:eu)a_ko,ew_denom,
lsjpool.n43400_0,lexent.n43400,:de:eu)andr,ew_denom,
lsjpool.n43407_0,lexent.n43407,:de:eu)anq,ew_denom,
lsjpool.n43567_0,lexent.n43567,:de:eu)gnwmon,ew_denom,
lsjpool.n43588_0,lexent.n43588,:de:eu)daimon,ew_denom,
lsjpool.n43592_0,lexent.n43592,:de:eu)daimon,izw,
lsjpool.n43684_0,lexent.n43684,:de:eu)-dok,ew_denom,
lsjpool.n43689_0,lexent.n43689,:de:eu)doki^m,ew_denom,
lsjpool.n43696_0,lexent.n43696,:de:eu)doc,ew_denom,
lsjpool.n43836_0,lexent.n43836,:de:eu)erget,ew_denom,
lsjpool.n43897_0,lexent.n43897,:de:eu)hq,izw,
lsjpool.n43909_0,lexent.n43909,:de:eu)hmer,ew_denom,
lsjpool.n43909_0,lexent.n43909,:de:eu)hmer,ew_denom,
lsjpool.n43971_0,lexent.n43971,:de:eu)qet,ew_denom,
lsjpool.n43973_0,lexent.n43973,:de:eu)qet,izw,
lsjpool.n43989_0,lexent.n43989,:de:eu)qhn,ew_denom,
lsjpool.n43989_0,lexent.n43989,:de:eu)qen,ew_denom,
lsjpool.n44061_0,lexent.n44061,:de:eu)qu_m,ew_denom,
lsjpool.n44077_0,lexent.n44077,:de:eu)q,unw,
lsjpool.n44088_0,lexent.n44088,:de:eu)qupor,ew_denom,
lsjpool.n44093_0,lexent.n44093,:de:eu)qurrhmon,ew_denom,
lsjpool.n44131_0,lexent.n44131,:de:eu)i,azw,
lsjpool.n44154_0,lexent.n44154,:de:eu)kair,ew_denom,
lsjpool.n44256_0,lexent.n44256,:de:eu)klhr,ew_denom,
lsjpool.n44317_0,lexent.n44317,:de:eu)kri^n,ew_denom,
lsjpool.n44352_0,lexent.n44352,:de:eu)la^b,ew_denom,
lsjpool.n44358_0,lexent.n44358,:de:eu)l,azw,
lsjpool.n44388_0,lexent.n44388,:de:eu)log,ew_denom,
lsjpool.n44506_0,lexent.n44506,:de:eu)molp,ew_denom,
lsjpool.n44521_0,lexent.n44521,:de:eu)n,azw,
lsjpool.n44529_0,lexent.n44529,:de:eu)n,aw_denom,
lsjpool.n44546_0,lexent.n44546,:de:eu)no,ew_denom,
lsjpool.n44556_0,lexent.n44556,:de:eu)nom,ew_denom,
lsjpool.n44588_0,lexent.n44588,:de:eu)od,ew_denom,
lsjpool.n44594_0,lexent.n44594,:de:eu)-od,ow_denom,
lsjpool.n44621_0,lexent.n44621,:de:eu)opl,ew_denom,
lsjpool.n44632_0,lexent.n44632,:de:eu)ork,ew_denom,
lsjpool.n44652_0,lexent.n44652,:de:eu)oxq,ew_denom,
lsjpool.n44662_0,lexent.n44662,:de:eu)pa^q,ew_denom,
lsjpool.n44826_0,lexent.n44826,:de:eu)por,ew_denom,
lsjpool.n44826_0,lexent.n44826,:de:eu)por,ew_denom,
lsjpool.n44826_0,lexent.n44826,:de:eu)por,ew_denom,
lsjpool.n44840_0,lexent.n44840,:de:eu)potm,ew_denom,
lsjpool.n44845_0,lexent.n44845,:de:eu)pra_g,ew_denom,
lsjpool.n44884_0,lexent.n44884,:de:eu)proswp,ew_denom,
lsjpool.n44964_0,lexent.n44964,:de:eu(r,iskw,
lsjpool.n44964_0,lexent.n44964,:de:eu(r,e_stem,
lsjpool.n44965_0,lexent.n44965,:de:eu)ro,ew_denom,
lsjpool.n45021_0,lexent.n45021,:de:eu)r,unw,
lsjpool.n45083_0,lexent.n45083,:de:eu)rwt,iaw_denom,
lsjpool.n45100_0,lexent.n45100,:de:eu)seb,ew_denom,
lsjpool.n45117_0,lexent.n45117,:de:eu)sqen,ew_denom,
lsjpool.n45133_0,lexent.n45133,:de:eu)skeu,ew_denom,
lsjpool.n45158_0,lexent.n45158,:de:eu)staq,ew_denom,
lsjpool.n45183_0,lexent.n45183,:de:eu)stom,ew_denom,
lsjpool.n45247_0,lexent.n45247,:de:eu)sxhmon,ew_denom,
lsjpool.n45258_0,lexent.n45258,:de:eu)swma^t,ew_denom,
lsjpool.n45266_0,lexent.n45266,:de:eu)takt,ew_denom,
lsjpool.n45286_0,lexent.n45286,:de:eu)tel,izw,
lsjpool.n45330_0,lexent.n45330,:de:eu)trep,izw,
lsjpool.n45360_0,lexent.n45360,:de:eu)tu^k,azw,
lsjpool.n45368_0,lexent.n45368,:de:eu)tu^x,ew_denom,
lsjpool.n45402_0,lexent.n45402,:de:eu)fa_m,ew_denom,
lsjpool.n45402_0,lexent.n45402,:de:eu)fhm,ew_denom,
lsjpool.n45432_0,lexent.n45432,:de:e)u+fr,ainw,
lsjpool.n45432_0,lexent.n45432,:de:eu)fr,ainw,
lsjpool.n45471_0,lexent.n45471,:de:eu)xa^rist,ew_denom,
lsjpool.n45489_0,lexent.n45489,:de:eu)xet,aw_denom,
lsjpool.n45499_0,lexent.n45499,:de:eu)x,reg_conj,
lsjpool.n45539_0,lexent.n45539,:de:eu)yu_x,ew_denom,
lsjpool.n45543_0,lexent.n45543,:de:eu(,reg_conj,
lsjpool.n45556_0,lexent.n45556,:de:eu)wn,izw,
lsjpool.n45568_0,lexent.n45568,:de:eu)wri,azw,
lsjpool.n45570_0,lexent.n45570,:de:eu)-wx,ew_denom,
lsjpool.n45570_0,lexent.n45570,:de:eu)-wx,ew_denom,
lsjpool.n45889_0,lexent.n45889,:de:e)xemu_q,ew_denom,
lsjpool.n45911_0,lexent.n45911,:de:e)xefron,ew_denom,
lsjpool.n45917_0,lexent.n45917,:de:e)xq,airw,
lsjpool.n45923_0,lexent.n45923,:de:e)xq,ew_denom,
lsjpool.n45930_0,lexent.n45930,:de:e)xqodop,ew_denom,
lsjpool.n45937_0,lexent.n45937,:de:e)xqr,ainw,
lsjpool.n46018_0,lexent.n46018,:de:e(y,iaw_denom,
lsjpool.n46025_0,lexent.n46025,:de:e(y,e_stem,
lsjpool.n46090_0,lexent.n46090,:de:za^men,ew_denom,
lsjpool.n46123_0,lexent.n46123,:de:z,a_stem,
lsjpool.n46123_0,lexent.n46123,:de:zw,o_stem,
lsjpool.n46123_0,lexent.n46123,:de:z,o_stem,
lsjpool.n46161_0,lexent.n46161,:de:zeughla^t,ew_denom,
lsjpool.n46176_0,lexent.n46176,:de:zeug,numi,
lsjpool.n46176_0,lexent.n46176,:de:zeug,reg_conj,
lsjpool.n46204_0,lexent.n46204,:de:z,e_stem,
lsjpool.n46218_0,lexent.n46218,:de:zhlotu^p,ew_denom,
lsjpool.n46221_0,lexent.n46221,:de:zhl,ow_denom,
lsjpool.n46232_0,lexent.n46232,:de:zhmi,ow_denom,
lsjpool.n46248_0,lexent.n46248,:de:zht,euw,
lsjpool.n46248_0,lexent.n46248,:de:za_t,euw,
lsjpool.n46249_0,lexent.n46249,:de:za_t,ew_denom,
lsjpool.n46249_0,lexent.n46249,:de:zht,ew_denom,
lsjpool.n46291_0,lexent.n46291,:de:zof,ow_denom,
lsjpool.n46328_0,lexent.n46328,:de:zu^go-ma^x,ew_denom,
lsjpool.n46338_0,lexent.n46338,:de:zu^gosta^t,ew_denom,
lsjpool.n46348_0,lexent.n46348,:de:zu^g,ow_denom,
lsjpool.n46352_0,lexent.n46352,:de:zu^gwqr,izw,
lsjpool.n46366_0,lexent.n46366,:de:zu_m,ow_denom,
lsjpool.n46395_0,lexent.n46395,:de:zwgra^f,ew_denom,
lsjpool.n46395_0,lexent.n46395,:de:zw|gra^f,ew_denom,
lsjpool.n46406_0,lexent.n46406,:de:zwgr,ew_denom,
lsjpool.n46443_0,lexent.n46443,:de:zwm,euw,
lsjpool.n46461_0,lexent.n46461,:de:zwn,numi,
lsjpool.n46461_0,lexent.n46461,:de:z,o_stem,
lsjpool.n46482_0,lexent.n46482,:de:zwo-qet,ew_denom,
lsjpool.n46524_0,lexent.n46524,:de:zw-pon,ew_denom,
lsjpool.n46527_0,lexent.n46527,:de:zwpu^r,ew_denom,
lsjpool.n46535_0,lexent.n46535,:de:zwropot,ew_denom,
lsjpool.n46579_0,lexent.n46579,:de:h(b,a_stem,
lsjpool.n46580_0,lexent.n46580,:de:h(b,aw_denom,
lsjpool.n46580_0,lexent.n46580,:de:h(b,euw,
lsjpool.n46593_0,lexent.n46593,:de:h(bull,iaw_denom,
lsjpool.n46602_0,lexent.n46602,:de:h(gemon,euw,
lsjpool.n46602_0,lexent.n46602,:de:a_(gemon,euw,
lsjpool.n46613_0,lexent.n46613,:de:a(_g,ew_denom,
lsjpool.n46613_0,lexent.n46613,:de:h(g,ew_denom,
lsjpool.n46619_0,lexent.n46619,:de:h(ghl,azw,
lsjpool.n46648_0,lexent.n46648,:de:a(_d,reg_conj,
lsjpool.n46648_0,lexent.n46648,:de:h(d,reg_conj,
lsjpool.n46692_0,lexent.n46692,:de:h(d,unw,
lsjpool.n46700_0,lexent.n46700,:de:h(dupa^q,ew_denom,
lsjpool.n46759_0,lexent.n46759,:de:h)q,ew_denom,
lsjpool.n46778_0,lexent.n46778,:de:h)qopoi,ew_denom,
lsjpool.n46804_0,lexent.n46804,:de:h(k,reg_conj,
lsjpool.n46807_0,lexent.n46807,:de:h)l,ainw,
lsjpool.n46816_0,lexent.n46816,:de:h)lask,azw,
lsjpool.n46817_0,lexent.n46817,:de:h)la,skw,
lsjpool.n46833_0,lexent.n46833,:de:h(li,azw,
lsjpool.n46851_0,lexent.n46851,:de:h)li^qi,azw,
lsjpool.n46854_0,lexent.n46854,:de:h)li^qi,ow_denom,
lsjpool.n46887_0,lexent.n46887,:de:h(li,ow_denom,
lsjpool.n46939_0,lexent.n46939,:de:h(l,ow_denom,
lsjpool.n46942_0,lexent.n46942,:de:h)lu^g,azw,
lsjpool.n46942_0,lexent.n46942,:de:h)lu^g,izw,
lsjpool.n46972_0,lexent.n46972,:de:h(mer,euw,
lsjpool.n46984_0,lexent.n46984,:de:h(merodrom,ew_denom,
lsjpool.n46998_0,lexent.n46998,:de:h(mero-log,ew_denom,
lsjpool.n47022_0,lexent.n47022,:de:h(mer,ow_denom,
lsjpool.n47022_0,lexent.n47022,:de:a_(mer,ow_denom,
lsjpool.n47382_0,lexent.n47382,:de:h)mu_,reg_conj,
lsjpool.n47382_0,lexent.n47382,:de:a)mu_,reg_conj,
lsjpool.n47409_0,lexent.n47409,:de:h(niostrof,ew_denom,
lsjpool.n47415_0,lexent.n47415,:de:h(niox,euw,
lsjpool.n47415_0,lexent.n47415,:de:a_(niox,euw,
lsjpool.n47416_0,lexent.n47416,:de:h(niox,ew_denom,
lsjpool.n47441_0,lexent.n47441,:de:h)p,aw_denom,
lsjpool.n47463_0,lexent.n47463,:de:h)peir,ow_denom,
lsjpool.n47471_0,lexent.n47471,:de:h)perop,euw,
lsjpool.n47478_0,lexent.n47478,:de:h)pia^l,ew_denom,
lsjpool.n47503_0,lexent.n47503,:de:a)_pu,reg_conj,
lsjpool.n47503_0,lexent.n47503,:de:h)pu_,reg_conj,
lsjpool.n47533_0,lexent.n47533,:de:h)rem,ew_denom,
lsjpool.n47538_0,lexent.n47538,:de:h)rem,izw,
lsjpool.n47614_0,lexent.n47614,:de:e(ss,ow_denom,
lsjpool.n47614_0,lexent.n47614,:de:h(tt,aw_denom,
lsjpool.n47614_0,lexent.n47614,:de:h(ss,aw_denom,
lsjpool.n47614_0,lexent.n47614,:de:h(ss,aw_denom,
lsjpool.n47614_0,lexent.n47614,:de:h(tt,aw_denom,
lsjpool.n47620_0,lexent.n47620,:de:h(su^x,azw,
lsjpool.n47673_0,lexent.n47673,:de:a)_x,ew_denom,
lsjpool.n47673_0,lexent.n47673,:de:h)x,ew_denom,
lsjpool.n47698_0,lexent.n47698,:de:qaa,ss,
lsjpool.n47701_0,lexent.n47701,:de:qa_,ew_denom,
lsjpool.n47711_0,lexent.n47711,:de:qa_k,euw,
lsjpool.n47712_0,lexent.n47712,:de:qa_k,ew_denom,
lsjpool.n47712_0,lexent.n47712,:de:qwk,ew_denom,
lsjpool.n47740_0,lexent.n47740,:de:qa^lass,euw,
lsjpool.n47740_0,lexent.n47740,:de:qa^latt,euw,
lsjpool.n47756_0,lexent.n47756,:de:qa^lasso-kop,ew_denom,
lsjpool.n47758_0,lexent.n47758,:de:qa^lasso-kra^t,ew_denom,
lsjpool.n47783_0,lexent.n47783,:de:qa^lass,ow_denom,
lsjpool.n47783_0,lexent.n47783,:de:qa^latt,ow_denom,
lsjpool.n47808_0,lexent.n47808,:de:q,allw,
lsjpool.n47808_0,lexent.n47808,:de:qall,e_suppl,
lsjpool.n47813_0,lexent.n47813,:de:qalp,iaw_denom,
lsjpool.n47819_0,lexent.n47819,:de:qalp,reg_conj,
lsjpool.n47832_0,lexent.n47832,:de:qamb,ainw,
lsjpool.n47836_0,lexent.n47836,:de:qamb,ew_denom,
lsjpool.n47845_0,lexent.n47845,:de:qa^m,izw,
lsjpool.n47864_0,lexent.n47864,:de:qa^na^t,aw_denom,
lsjpool.n47872_0,lexent.n47872,:de:qa^na^t,iaw_denom,
lsjpool.n47879_0,lexent.n47879,:de:qa^na^t,ow_denom,
lsjpool.n47883_0,lexent.n47883,:de:q,a_stem,
lsjpool.n47887_0,lexent.n47887,:de:qa,ptw,
lsjpool.n47897_0,lexent.n47897,:de:qarr,ew_denom,
lsjpool.n47897_0,lexent.n47897,:de:qars,ew_denom,
lsjpool.n47907_0,lexent.n47907,:de:qarr,unw,
lsjpool.n47907_0,lexent.n47907,:de:qars,unw,
lsjpool.n47912_0,lexent.n47912,:de:qa,ss,
lsjpool.n47917_0,lexent.n47917,:de:qwm,azw,
lsjpool.n47917_0,lexent.n47917,:de:qwu+m,azw,
lsjpool.n47917_0,lexent.n47917,:de:qaum,azw,
lsjpool.n47918_0,lexent.n47918,:de:qaum,ainw,
lsjpool.n47924_0,lexent.n47924,:de:qaumasi-ourg,ew_denom,
lsjpool.n47924_0,lexent.n47924,:de:qaumat-ourg,ew_denom,
lsjpool.n47935_0,lexent.n47935,:de:qauma^topoi,ew_denom,
lsjpool.n47948_0,lexent.n47948,:de:q,a_stem,
lsjpool.n47957_0,lexent.n47957,:de:qe,azw,
lsjpool.n47964_0,lexent.n47964,:de:qe,aw_denom,
lsjpool.n47964_0,lexent.n47964,:de:qh,aw_denom,
lsjpool.n47979_0,lexent.n47979,:de:qea_tr,izw,
lsjpool.n48022_0,lexent.n48022,:de:qei,azw,
lsjpool.n48038_0,lexent.n48038,:de:q,einw,
lsjpool.n48057_0,lexent.n48057,:de:qei,ow_denom,
lsjpool.n48057_0,lexent.n48057,:de:qeei,ow_denom,
lsjpool.n48066_0,lexent.n48066,:de:qelg,reg_conj,
lsjpool.n48096_0,lexent.n48096,:de:qemat,izw,
lsjpool.n48108_0,lexent.n48108,:de:qemeli,ow_denom,
lsjpool.n48117_0,lexent.n48117,:de:qem,izw,
lsjpool.n48128_0,lexent.n48128,:de:qemist,euw,
lsjpool.n48135_0,lexent.n48135,:de:qemi^t,euw,
lsjpool.n48138_0,lexent.n48138,:de:qem,ow_denom,
lsjpool.n48144_0,lexent.n48144,:de:qeobla^b,ew_denom,
lsjpool.n48193_0,lexent.n48193,:de:qeoklu^t,ew_denom,
lsjpool.n48225_0,lexent.n48225,:de:qeoma^x,ew_denom,
lsjpool.n48262_0,lexent.n48262,:de:qeopoi,ew_denom,
lsjpool.n48275_0,lexent.n48275,:de:qeoprop,ew_denom,
lsjpool.n48350_0,lexent.n48350,:de:qeofor,ew_denom,
lsjpool.n48367_0,lexent.n48367,:de:qe,ow_denom,
lsjpool.n48383_0,lexent.n48383,:de:qera^p,euw,
lsjpool.n48411_0,lexent.n48411,:de:qr,izw,
lsjpool.n48411_0,lexent.n48411,:de:qer,izw,
lsjpool.n48429_0,lexent.n48429,:de:qerm,ainw,
lsjpool.n48510_0,lexent.n48510,:de:qesmoqet,ew_denom,
lsjpool.n48513_0,lexent.n48513,:de:qesmo-poi,ew_denom,
lsjpool.n48518_0,lexent.n48518,:de:qesmofori,azw,
lsjpool.n48535_0,lexent.n48535,:de:qesp,izw,
lsjpool.n48543_0,lexent.n48543,:de:qespiw|d,ew_denom,
lsjpool.n48552_0,lexent.n48552,:de:q,e_stem,
lsjpool.n48579_0,lexent.n48579,:de:qewr,ew_denom,
lsjpool.n48611_0,lexent.n48611,:de:qhg,anw,
lsjpool.n48614_0,lexent.n48614,:de:qhg,reg_conj,
lsjpool.n48629_0,lexent.n48629,:de:qhl,azw,
lsjpool.n48636_0,lexent.n48636,:de:qa_l,ew_denom,
lsjpool.n48636_0,lexent.n48636,:de:qhl,ew_denom,
lsjpool.n48636_0,lexent.n48636,:de:qa_l,reg_conj,
lsjpool.n48661_0,lexent.n48661,:de:qhl,unw,
lsjpool.n48692_0,lexent.n48692,:de:qhmo-log,ew_denom,
lsjpool.n48722_0,lexent.n48722,:de:qhr,aw_denom,
lsjpool.n48735_0,lexent.n48735,:de:qhr,euw,
lsjpool.n48768_0,lexent.n48768,:de:qhri,ow_denom,
lsjpool.n48775_0,lexent.n48775,:de:qhro-bol,ew_denom,
lsjpool.n48815_0,lexent.n48815,:de:qhsaur,izw,
lsjpool.n48845_0,lexent.n48845,:de:qht,euw,
lsjpool.n48855_0,lexent.n48855,:de:qia^s,euw,
lsjpool.n48867_0,lexent.n48867,:de:qig,reg_conj,
lsjpool.n48867_0,lexent.n48867,:de:qig,anw,
lsjpool.n48892_0,lexent.n48892,:de:ql,a_stem,
lsjpool.n48896_0,lexent.n48896,:de:qli_b,reg_conj,
lsjpool.n48921_0,lexent.n48921,:de:qoin,azw,
lsjpool.n48928_0,lexent.n48928,:de:qoin,aw_denom,
lsjpool.n48946_0,lexent.n48946,:de:qol,ow_denom,
lsjpool.n48953_0,lexent.n48953,:de:qo,ow_denom,
lsjpool.n48964_0,lexent.n48964,:de:qor,numi,
lsjpool.n48969_0,lexent.n48969,:de:qorub,azw,
lsjpool.n48970_0,lexent.n48970,:de:qoru^b,ew_denom,
lsjpool.n49005_0,lexent.n49005,:de:qra_n,euw,
lsjpool.n49024_0,lexent.n49024,:de:qra,ss,
lsjpool.n49042_0,lexent.n49042,:de:qra^s,unw,
lsjpool.n49048_0,lexent.n49048,:de:qra^sustom,ew_denom,
lsjpool.n49074_0,lexent.n49074,:de:qrau,reg_conj,
lsjpool.n49083_0,lexent.n49083,:de:qr,ew_denom,
lsjpool.n49104_0,lexent.n49104,:de:qrhn,ew_denom,
lsjpool.n49120_0,lexent.n49120,:de:qrhnw|d,ew_denom,
lsjpool.n49134_0,lexent.n49134,:de:qrhsk,euw,
lsjpool.n49134_0,lexent.n49134,:de:qrh|sk,euw,
lsjpool.n49141_0,lexent.n49141,:de:qri,azw,
lsjpool.n49145_0,lexent.n49145,:de:qriamb,euw,
lsjpool.n49156_0,lexent.n49156,:de:qrigk,ow_denom,
lsjpool.n49167_0,lexent.n49167,:de:qr,izw,
lsjpool.n49189_0,lexent.n49189,:de:qro,ew_denom,
lsjpool.n49217_0,lexent.n49217,:de:qru_l,ew_denom,
lsjpool.n49217_0,lexent.n49217,:de:qrull,ew_denom,
lsjpool.n49223_0,lexent.n49223,:de:qru_l,izw,
lsjpool.n49223_0,lexent.n49223,:de:qrull,izw,
lsjpool.n49224_0,lexent.n49224,:de:qru_li,ss,
lsjpool.n49224_0,lexent.n49224,:de:qrulli,ss,
lsjpool.n49241_0,lexent.n49241,:de:qru,ptw,
lsjpool.n49250_0,lexent.n49250,:de:qr,o_stem,
lsjpool.n49298_0,lexent.n49298,:de:quhpol,ew_denom,
lsjpool.n49338_0,lexent.n49338,:de:qul,ew_denom,
lsjpool.n49345_0,lexent.n49345,:de:qu_m,ainw,
