StemUrn,LexicalEntity,Stem,Gender,InflClass,Accent,Tags
morpheuspool.n78_0,lexent.n78,a)-belteri,fem,h_hs,stemultacc,
morpheuspool.n96_0,lexent.n96,a)-blabei,fem,a_hs,stempenacc,
morpheuspool.n96_0,lexent.n96,a)-blabi,fem,h_hs,stemultacc,
morpheuspool.n115_0,lexent.n115,a)-blh,fem,s_tos,stemultacc,
morpheuspool.n147_0,lexent.n147,a)-bouli,fem,h_hs,stemultacc,
morpheuspool.n150_0,lexent.n150,a)-bout,masc,hs_ou,stemultacc,
morpheuspool.n164_0,lexent.n164,a(bro-bat,masc,hs_ou,stemultacc,
morpheuspool.n173_0,lexent.n173,a(bro-kom,masc,hs_ou,stemultacc,
morpheuspool.n173_0,lexent.n173,a(bro-xait,masc,hs_ou,stemultacc,
morpheuspool.n190_0,lexent.n190,a(broth,null,s_tos,stempenacc,
morpheuspool.n190_0,lexent.n190,a(brota_,null,s_tos,stempenacc,
morpheuspool.n190_0,lexent.n190,a(brosun,fem,h_hs,stemultacc,
morpheuspool.n203_0,lexent.n203,a(bro-xitw,masc,n_nos,stempenacc,
morpheuspool.n251_0,lexent.n251,a)gaqoergi,fem,h_hs,stemultacc,
morpheuspool.n251_0,lexent.n251,a)gaqourgi,fem,h_hs,stemultacc,
morpheuspool.n258_0,lexent.n258,a)gaqopoii+,fem,h_hs,stemultacc,
morpheuspool.n273_0,lexent.n273,a)gaqwsun,fem,h_hs,stemultacc,
morpheuspool.n286_0,lexent.n286,a)gallia_s,fem,is_ews,stempenacc,
morpheuspool.n291_0,lexent.n291,a)gall,fem,is_idos,inflacc,
morpheuspool.n293_0,lexent.n293,a)gal,neut,ma_matos,stempenacc,
morpheuspool.n302_0,lexent.n302,a)galmato-poi,masc,os_ou,inflacc,
morpheuspool.n321_0,lexent.n321,a)-gami,fem,h_hs,stemultacc,
morpheuspool.n321_0,lexent.n321,a)-gami,null,null,stempenacc,
morpheuspool.n327_0,lexent.n327,a)gan-akths,fem,is_ews,stempenacc,
morpheuspool.n340_0,lexent.n340,a)gano-frosun,fem,h_hs,stemultacc,
morpheuspool.n347_0,lexent.n347,a)gap,fem,h_hs,stemultacc,
morpheuspool.n348_0,lexent.n348,a)gaph,neut,ma_matos,stempenacc,
morpheuspool.n349_0,lexent.n349,a)gap-hn,masc,wr_oros,stemultacc,
morpheuspool.n381_0,lexent.n381,a)ggarhi+,masc,os_ou,stempenacc,
morpheuspool.n381_0,lexent.n381,a)ggarhi+,neut,os_ou,stempenacc,
morpheuspool.n382_0,lexent.n382,a)ggar,masc,os_ou,stempenacc,
morpheuspool.n390_0,lexent.n390,a)ggeli,fem,h_hs,stemultacc,
morpheuspool.n392_0,lexent.n392,a)ggelia_-for,masc,os_ou,stemultacc,
morpheuspool.n392_0,lexent.n392,a)ggelih-for,masc,os_ou,stemultacc,
morpheuspool.n394_0,lexent.n394,a)ggeliwt,masc,hs_ou,stemultacc,
morpheuspool.n394_0,lexent.n394,a)ggeliwt,fem,is_idos,stemultacc,
morpheuspool.n396_0,lexent.n396,a)ggel,neut,ma_matos,stempenacc,
morpheuspool.n397_0,lexent.n397,a)ggel,fem,os_ou,stempenacc,
morpheuspool.n403_0,lexent.n403,a)gg,neut,hs_eos,stempenacc,
morpheuspool.n387_0,lexent.n387,a)ggei,neut,os_ou,stemultacc,
morpheuspool.n387_0,lexent.n387,a)gghi+,neut,os_ou,stempenacc,
morpheuspool.n427_0,lexent.n427,a)gel-arx,masc,hs_ou,stemultacc,
morpheuspool.n435_0,lexent.n435,a)gelei,fem,h_hs,stemultacc,
morpheuspool.n436_0,lexent.n436,a)gel,fem,h_hs,stemultacc,
morpheuspool.n471_0,lexent.n471,a)gers,fem,is_ews,stempenacc,
morpheuspool.n478_0,lexent.n478,a)ge-strat,fem,os_ou,stempenacc,
morpheuspool.n489_0,lexent.n489,a)g,fem,h_hs,inflacc,
morpheuspool.n494_0,lexent.n494,a)gh,neut,ma_matos,stempenacc,
morpheuspool.n497_0,lexent.n497,a)g-hnori,fem,h_hs,stemultacc,
morpheuspool.n497_0,lexent.n497,a)g-a_nori,fem,h_hs,stemultacc,
morpheuspool.n508_0,lexent.n508,a_)ghsi-la_,masc,os_ou,stempenacc,
morpheuspool.n508_0,lexent.n508,h(ghsi-la_,masc,os_ou,stempenacc,
morpheuspool.n508_0,lexent.n508,h(ghsi-le,masc,null,stempenacc,
morpheuspool.n508_0,lexent.n508,a_)ghsi-l,masc,hs_ou,stempenacc,
morpheuspool.n515_0,lexent.n515,a(giasm,masc,os_ou,inflacc,
morpheuspool.n527_0,lexent.n527,a(gistei,fem,h_hs,stemultacc,
morpheuspool.n534_0,lexent.n534,a(giwsun,fem,h_hs,stemultacc,
morpheuspool.n534_0,lexent.n534,a(gioth,fem,s_tos,stempenacc,
morpheuspool.n538_0,lexent.n538,a)gkal,fem,h_hs,stemultacc,
morpheuspool.n538_0,lexent.n538,a)gkal,null,null,stempenacc,
morpheuspool.n545_0,lexent.n545,a)gkalis,neut,ma_matos,stempenacc,
morpheuspool.n547_0,lexent.n547,a)gkal,masc,os_ou,stempenacc,
morpheuspool.n555_0,lexent.n555,a)gkistri,neut,os_ou,stempenacc,
morpheuspool.n558_0,lexent.n558,a)gkistr,neut,os_ou,stempenacc,
morpheuspool.n572_0,lexent.n572,a)gk,neut,hs_eos,stempenacc,
morpheuspool.n577_0,lexent.n577,a)gkul,fem,h_hs,stemultacc,
morpheuspool.n581_0,lexent.n581,a)gkuli,neut,os_ou,stempenacc,
morpheuspool.n588_0,lexent.n588,a)gkul-od,masc,null,stemultacc,
morpheuspool.n594_0,lexent.n594,a)gkulo-mht,fem,hs_ou,stemultacc,
morpheuspool.n599_0,lexent.n599,a)gkulo-xeil,masc,hs_ou,stemultacc,
morpheuspool.n600_0,lexent.n600,a)gkulo-xhl,masc,hs_ou,stemultacc,
morpheuspool.n605_0,lexent.n605,a)gkur,fem,a_hs,stempenacc,
morpheuspool.n608_0,lexent.n608,a)gkuri,neut,os_ou,stempenacc,
morpheuspool.n621_0,lexent.n621,a)gkw,masc,n_nos,stemultacc,
morpheuspool.n672_0,lexent.n672,a)gla-w,fem,null,stemultacc,
morpheuspool.n678_0,lexent.n678,a)gli_,fem,s_qos,stempenacc,
morpheuspool.n678_0,lexent.n678,a)gli_,fem,s_qos,stemultacc,
morpheuspool.n691_0,lexent.n691,a)gm,masc,os_ou,inflacc,
morpheuspool.n696_0,lexent.n696,a(gnei,fem,h_hs,stemultacc,
morpheuspool.n697_0,lexent.n697,a(gneu,neut,ma_matos,stempenacc,
morpheuspool.n707_0,lexent.n707,a(gnis,neut,ma_matos,stempenacc,
morpheuspool.n716_0,lexent.n716,a)gnoh,neut,ma_matos,stempenacc,
morpheuspool.n722_0,lexent.n722,a)-gnoi,fem,a_hs,stempenacc,
morpheuspool.n722_0,lexent.n722,a)-gnoi,fem,h_hs,stempenacc,
morpheuspool.n730_0,lexent.n730,a)gn,masc,os_ou,stempenacc,
morpheuspool.n730_0,lexent.n730,a)gn,fem,os_ou,stempenacc,
morpheuspool.n734_0,lexent.n734,a(gnoth,null,s_tos,stempenacc,
morpheuspool.n741_0,lexent.n741,a)gnwmosun,fem,h_hs,stemultacc,
morpheuspool.n744_0,lexent.n744,a)-gnw,fem,s_tos,stemultacc,
morpheuspool.n745_0,lexent.n745,a)-gnwsi,fem,h_hs,stemultacc,
morpheuspool.n758_0,lexent.n758,a)-goni,fem,h_hs,stemultacc,
morpheuspool.n761_0,lexent.n761,a)gor,fem,h_hs,inflacc,
morpheuspool.n761_0,lexent.n761,a)gor,masc,os_ou,stempenacc,
morpheuspool.n769_0,lexent.n769,a)gora-nom,masc,os_ou,stemultacc,
morpheuspool.n774_0,lexent.n774,a)goras,neut,ma_matos,stempenacc,
morpheuspool.n776_0,lexent.n776,a)gorast,masc,hs_ou,inflacc,
morpheuspool.n791_0,lexent.n791,a)gorht,masc,hs_ou,inflacc,
morpheuspool.n792_0,lexent.n792,a)gorht,fem,us_uos,inflacc,
morpheuspool.n800_0,lexent.n800,a)gost,masc,os_ou,inflacc,
morpheuspool.n802_0,lexent.n802,a)gr,fem,h_hs,stempenacc,
morpheuspool.n802_0,lexent.n802,a)gresi,fem,h_hs,stemultacc,
morpheuspool.n819_0,lexent.n819,a)greiosun,fem,h_hs,stemultacc,
morpheuspool.n820_0,lexent.n820,a)grei_fn,fem,a_hs,stemultacc,
morpheuspool.n821_0,lexent.n821,a)gremi,neut,os_ou,stempenacc,
morpheuspool.n828_0,lexent.n828,a)greu,neut,ma_matos,stempenacc,
morpheuspool.n829_0,lexent.n829,a)gr,masc,eus_ews,inflacc,
morpheuspool.n834_0,lexent.n834,a)greut,masc,hs_ou,inflacc,
morpheuspool.n834_0,lexent.n834,a)greuth,masc,r_ros,stemultacc,
morpheuspool.n847_0,lexent.n847,a)gria,fem,s_dos,stemultacc,
morpheuspool.n897_0,lexent.n897,a)grioth,null,s_tos,stempenacc,
morpheuspool.n915_0,lexent.n915,a)gro-bot,null,hs_ou,stempenacc,
morpheuspool.n916_0,lexent.n916,a)gro-geit,masc,wn_onos,stemultacc,
morpheuspool.n918_0,lexent.n918,a)gro-dot,masc,hs_ou,stemultacc,
morpheuspool.n923_0,lexent.n923,a)groiki,fem,h_hs,stemultacc,
morpheuspool.n930_0,lexent.n930,a)groiwt,masc,hs_ou,stemultacc,
morpheuspool.n941_0,lexent.n941,a)gr,masc,os_ou,inflacc,
morpheuspool.n944_0,lexent.n944,a)groth,masc,r_ros,stemultacc,
morpheuspool.n944_0,lexent.n944,a)groteir,fem,a_hs,stempenacc,
morpheuspool.n945_0,lexent.n945,a)grot,masc,hs_ou,stemultacc,
morpheuspool.n945_0,lexent.n945,a)grot,fem,is_ews,stemultacc,
morpheuspool.n945_0,lexent.n945,a)grwst,masc,hs_ou,stemultacc,
morpheuspool.n948_0,lexent.n948,a)gro-fula,null,c_kos,stempenacc,
morpheuspool.n955_0,lexent.n955,a)-grupni,fem,h_hs,stemultacc,
morpheuspool.n963_0,lexent.n963,a)grwst,fem,is_ews,stempenacc,
morpheuspool.n963_0,lexent.n963,a)grwst,fem,is_idos,stempenacc,
morpheuspool.n966_0,lexent.n966,a)grwt,masc,hs_ou,stemultacc,
morpheuspool.n970_0,lexent.n970,a)guia_t,fem,is_idos,stemultacc,
morpheuspool.n976_0,lexent.n976,a)-gumnasi,fem,h_hs,stemultacc,
morpheuspool.n981_0,lexent.n981,a)gur,fem,is_ews,stempenacc,
morpheuspool.n981_0,lexent.n981,a)gurm,masc,os_ou,inflacc,
morpheuspool.n984_0,lexent.n984,a)gurm,masc,os_ou,inflacc,
morpheuspool.n990_0,lexent.n990,a)gurt,masc,hs_ou,stemultacc,
morpheuspool.n990_0,lexent.n990,a)gurtri,fem,a_hs,stempenacc,
morpheuspool.n1034_0,lexent.n1034,a)gxinoi,fem,a_hs,stempenacc,
morpheuspool.n1035_0,lexent.n1035,a)gxi-n,null,null,stemultacc,
morpheuspool.n1036_0,lexent.n1036,a)gxi-pl,null,null,stemultacc,
morpheuspool.n1044_0,lexent.n1044,a)gxist,masc,eus_ews,inflacc,
morpheuspool.n1047_0,lexent.n1047,a)gxisth,masc,r_ros,stemultacc,
morpheuspool.n1065_0,lexent.n1065,a)gxon,fem,h_hs,stemultacc,
morpheuspool.n1086_0,lexent.n1086,a)gwg,masc,eus_ews,inflacc,
morpheuspool.n1087_0,lexent.n1087,a)gwg,fem,h_hs,inflacc,
morpheuspool.n1090_0,lexent.n1090,a)gwgi,neut,os_ou,stempenacc,
morpheuspool.n1093_0,lexent.n1093,a)gw,masc,n_nos,stemultacc,
morpheuspool.n1094_0,lexent.n1094,a)gwn-arx,masc,hs_ou,stemultacc,
morpheuspool.n1095_0,lexent.n1095,a)gwni,fem,h_hs,stemultacc,
morpheuspool.n1102_0,lexent.n1102,a)gwni^s,fem,is_ews,stempenacc,
morpheuspool.n1103_0,lexent.n1103,a)gwnis,neut,ma_matos,stempenacc,
morpheuspool.n1104_0,lexent.n1104,a)gwnism,masc,os_ou,inflacc,
morpheuspool.n1107_0,lexent.n1107,a)gwnist,masc,hs_ou,inflacc,
morpheuspool.n1110_0,lexent.n1110,a)gwno-qesi,fem,h_hs,stemultacc,
morpheuspool.n1113_0,lexent.n1113,a)gwno-qet,masc,hs_ou,stemultacc,
morpheuspool.n1124_0,lexent.n1124,a)-da^hmoni,fem,h_hs,stemultacc,
morpheuspool.n1144_0,lexent.n1144,a)-dam,null,null,stempenacc,
morpheuspool.n1192_0,lexent.n1192,a)delf,fem,h_hs,inflacc,
morpheuspool.n1192_0,lexent.n1192,a)delfe,fem,h_hs,stempenacc,
morpheuspool.n1192_0,lexent.n1192,a)delfe,fem,h_hs,stempenacc,
morpheuspool.n1192_0,lexent.n1192,a)delfei,fem,h_hs,stempenacc,
morpheuspool.n1193_0,lexent.n1193,a)delfid,null,null,stempenacc,
morpheuspool.n1194_0,lexent.n1194,a)delfi^d,null,null,stempenacc,
morpheuspool.n1196_0,lexent.n1196,a)delfidi,neut,os_ou,stempenacc,
morpheuspool.n1212_0,lexent.n1212,a)delfoth,null,s_tos,stempenacc,
morpheuspool.n1236_0,lexent.n1236,a)-dhli,fem,h_hs,stemultacc,
morpheuspool.n1247_0,lexent.n1247,a)dhmoni,fem,h_hs,stemultacc,
morpheuspool.n1254_0,lexent.n1254,a)-dhr,fem,is_ews,stempenacc,
morpheuspool.n1379_0,lexent.n1379,a)-dikh,neut,ma_matos,stempenacc,
morpheuspool.n1384_0,lexent.n1384,a)-di^ki,null,null,stempenacc,
morpheuspool.n1385_0,lexent.n1385,a)-diki,neut,os_ou,stempenacc,
morpheuspool.n1426_0,lexent.n1426,a)dmh,fem,s_tos,stemultacc,
morpheuspool.n1441_0,lexent.n1441,a_)do-lesx,masc,hs_ou,stemultacc,
morpheuspool.n1441_0,lexent.n1441,a_)do-lesx,masc,os_ou,stempenacc,
morpheuspool.n1442_0,lexent.n1442,a_)dolesxi,fem,h_hs,stemultacc,
morpheuspool.n1454_0,lexent.n1454,a)-doci,fem,h_hs,stemultacc,
morpheuspool.n1501_0,lexent.n1501,a(drosun,fem,h_hs,stemultacc,
morpheuspool.n1503_0,lexent.n1503,a(droth,fem,s_tos,stemultacc,
morpheuspool.n1503_0,lexent.n1503,a(droth,fem,s_tos,stempenacc,
morpheuspool.n1508_0,lexent.n1508,a)-drua,fem,s_dos,stemultacc,
morpheuspool.n1517_0,lexent.n1517,a)-du^na^mi,null,h_hs,stempenacc,
morpheuspool.n1519_0,lexent.n1519,a)-du^na^si,fem,h_hs,stemultacc,
morpheuspool.n1552_0,lexent.n1552,a)-dwt,masc,hs_ou,stemultacc,
morpheuspool.n1571_0,lexent.n1571,a)ei-genet,masc,hs_ou,stemultacc,
morpheuspool.n1571_0,lexent.n1571,ai)ei-genet,masc,hs_ou,stemultacc,
morpheuspool.n1604_0,lexent.n1604,a)-eikei,fem,h_hs,stemultacc,
morpheuspool.n1604_0,lexent.n1604,a)-eiki,fem,h_hs,stemultacc,
morpheuspool.n1618_0,lexent.n1618,a)ei-logi,fem,h_hs,stemultacc,
morpheuspool.n1646_0,lexent.n1646,a)eis,neut,ma_matos,stempenacc,
morpheuspool.n1646_0,lexent.n1646,a)|s,neut,ma_matos,stempenacc,
morpheuspool.n1655_0,lexent.n1655,a)ei-fu^gi,fem,h_hs,stemultacc,
morpheuspool.n1670_0,lexent.n1670,a)ell,fem,a_hs,stempenacc,
morpheuspool.n1670_0,lexent.n1670,a)ell,fem,h_hs,stempenacc,
morpheuspool.n1687_0,lexent.n1687,a)-elpti,fem,h_hs,stemultacc,
morpheuspool.n1706_0,lexent.n1706,a)-ergi,fem,h_hs,stemultacc,
morpheuspool.n1724_0,lexent.n1724,a)^ero-bat,masc,hs_ou,stemultacc,
morpheuspool.n1737_0,lexent.n1737,a)ero-ma^xi,fem,h_hs,stemultacc,
morpheuspool.n1770_0,lexent.n1770,a)ersi^-pot,masc,hs_ou,stemultacc,
morpheuspool.n1780_0,lexent.n1780,a)esifrosun,fem,h_hs,stemultacc,
morpheuspool.n1789_0,lexent.n1789,a_)et,masc,os_ou,inflacc,
morpheuspool.n1789_0,lexent.n1789,ai)et,masc,os_ou,inflacc,
morpheuspool.n1789_0,lexent.n1789,ai)ht,masc,os_ou,inflacc,
morpheuspool.n1790_0,lexent.n1790,a)eto-for,masc,os_ou,stemultacc,
morpheuspool.n1802_0,lexent.n1802,a)z,fem,h_hs,stempenacc,
morpheuspool.n1814_0,lexent.n1814,a)-zhli,fem,h_hs,stemultacc,
morpheuspool.n1837_0,lexent.n1837,a)-zu,neut,c_gos,stempenacc,
morpheuspool.n1852_0,lexent.n1852,a)-hdi,fem,h_hs,stemultacc,
morpheuspool.n1856_0,lexent.n1856,a)hdonid,masc,eus_ews,inflacc,
morpheuspool.n1859_0,lexent.n1859,a_)don,fem,is_idos,inflacc,
morpheuspool.n1859_0,lexent.n1859,a)hdon,fem,is_idos,inflacc,
morpheuspool.n1863_0,lexent.n1863,a_)d,fem,wn_onos,inflacc,
morpheuspool.n1863_0,lexent.n1863,a)hd,fem,wn_onos,inflacc,
morpheuspool.n1864_0,lexent.n1864,a)hqei,fem,a_hs,stempenacc,
morpheuspool.n1864_0,lexent.n1864,a)hqi_,fem,h_hs,stemultacc,
morpheuspool.n1870_0,lexent.n1870,a)h,neut,ma_matos,stempenacc,
morpheuspool.n1872_0,lexent.n1872,a_)e,null,null,stempenacc,
morpheuspool.n1872_0,lexent.n1872,h)e,null,null,stempenacc,
morpheuspool.n1873_0,lexent.n1873,a)hs,fem,is_ews,stempenacc,
morpheuspool.n1878_0,lexent.n1878,a)ht,masc,hs_ou,stemultacc,
morpheuspool.n1896_0,lexent.n1896,a)-qa^na^si,fem,h_hs,stemultacc,
morpheuspool.n1904_0,lexent.n1904,a)qa^r,null,h_hs,stempenacc,
morpheuspool.n1929_0,lexent.n1929,a)-qem,fem,null,stempenacc,
morpheuspool.n1942_0,lexent.n1942,a)qeoth,null,s_tos,stempenacc,
morpheuspool.n1944_0,lexent.n1944,a)-qera^peusi,fem,h_hs,stemultacc,
morpheuspool.n1980_0,lexent.n1980,a)-qhl,null,null,stempenacc,
morpheuspool.n1991_0,lexent.n1991,a)q,masc,null,inflacc,
morpheuspool.n1995_0,lexent.n1995,a)qhrh-loig,masc,os_ou,inflacc,
morpheuspool.n2013_0,lexent.n2013,a)qlh,neut,ma_matos,stempenacc,
morpheuspool.n2014_0,lexent.n2014,a)qlhs,fem,is_ews,stempenacc,
morpheuspool.n2017_0,lexent.n2017,a)qlht,masc,hs_ou,inflacc,
morpheuspool.n2017_0,lexent.n2017,a)qlhth,masc,r_ros,stemultacc,
morpheuspool.n2017_0,lexent.n2017,a)eqlht,masc,hs_ou,inflacc,
morpheuspool.n2025_0,lexent.n2025,a)qlioth,null,s_tos,stempenacc,
morpheuspool.n2030_0,lexent.n2030,a)qlo-qet,masc,hs_ou,stemultacc,
morpheuspool.n2031_0,lexent.n2031,a)eql,neut,os_ou,stempenacc,
morpheuspool.n2031_0,lexent.n2031,a_)ql,neut,os_ou,stempenacc,
morpheuspool.n2032_0,lexent.n2032,a)eql,masc,os_ou,stempenacc,
morpheuspool.n2032_0,lexent.n2032,a_)ql,masc,os_ou,stempenacc,
morpheuspool.n2033_0,lexent.n2033,a_)qlosun,fem,h_hs,stemultacc,
morpheuspool.n2033_0,lexent.n2033,a)eqlosun,fem,h_hs,stemultacc,
morpheuspool.n2056_0,lexent.n2056,a)qrois,fem,is_ews,stempenacc,
morpheuspool.n2057_0,lexent.n2057,a)qrois,neut,ma_matos,stempenacc,
morpheuspool.n2068_0,lexent.n2068,a)qu_mi,fem,h_hs,stemultacc,
morpheuspool.n2074_0,lexent.n2074,a)qur,neut,ma_matos,stempenacc,
morpheuspool.n2080_0,lexent.n2080,a)-qu^ro-stomi,fem,h_hs,stemultacc,
morpheuspool.n2103_0,lexent.n2103,ai)ag,neut,ma_matos,stempenacc,
morpheuspool.n2116_0,lexent.n2116,ai)g-agr,null,null,stempenacc,
morpheuspool.n2120_0,lexent.n2120,ai)ga^ne,fem,h_hs,stemultacc,
morpheuspool.n2127_0,lexent.n2127,ai)geir,fem,os_ou,stempenacc,
morpheuspool.n2130_0,lexent.n2130,ai)g-ela^t,masc,hs_ou,stemultacc,
morpheuspool.n2138_0,lexent.n2138,ai)gia^li_t,masc,hs_ou,stemultacc,
morpheuspool.n2138_0,lexent.n2138,ai)gia^li_t,null,is_idos,stempenacc,
morpheuspool.n2139_0,lexent.n2139,ai)gia^l,masc,os_ou,inflacc,
morpheuspool.n2145_0,lexent.n2145,ai)gi-bos,fem,is_ews,stempenacc,
morpheuspool.n2149_0,lexent.n2149,ai)giqa_l,masc,os_ou,stempenacc,
morpheuspool.n2149_0,lexent.n2149,ai)giqall,masc,os_ou,stempenacc,
morpheuspool.n2153_0,lexent.n2153,ai)gi-kor,null,eus_ews,stempenacc,
morpheuspool.n2156_0,lexent.n2156,ai)gi^-li^,masc,null,stempenacc,
morpheuspool.n2157_0,lexent.n2157,ai)gi^l,fem,os_ou,stempenacc,
morpheuspool.n2164_0,lexent.n2164,ai)gi^-nom,masc,eus_ews,inflacc,
morpheuspool.n2176_0,lexent.n2176,ai)gi-pu^r,masc,os_ou,stempenacc,
morpheuspool.n2176_0,lexent.n2176,ai)gi-pur,neut,os_ou,stempenacc,
morpheuspool.n2177_0,lexent.n2177,ai)g,fem,is_idos,inflacc,
morpheuspool.n2181_0,lexent.n2181,ai)gl,fem,h_hs,stempenacc,
morpheuspool.n2203_0,lexent.n2203,ai)g-onu,masc,null,stempenacc,
morpheuspool.n2212_0,lexent.n2212,ai)gu^pi,masc,os_ou,inflacc,
morpheuspool.n2228_0,lexent.n2228,ai)g-w_nu,fem,null,stempenacc,
morpheuspool.n2236_0,lexent.n2236,ai)des,fem,is_ews,stempenacc,
morpheuspool.n2253_0,lexent.n2253,ai)doi_,neut,os_ou,stemultacc,
morpheuspool.n2271_0,lexent.n2271,ai)d,null,null,stempenacc,
morpheuspool.n2271_0,lexent.n2271,*ai)d,null,null,stempenacc,
morpheuspool.n2294_0,lexent.n2294,ai)qal,fem,h_hs,stemultacc,
morpheuspool.n2297_0,lexent.n2297,ai)qaliw,fem,null,stempenacc,
morpheuspool.n2300_0,lexent.n2300,ai)qa^l,masc,os_ou,stempenacc,
morpheuspool.n2324_0,lexent.n2324,ai)q,null,null,stempenacc,
morpheuspool.n2324_0,lexent.n2324,*ai)q,null,null,stempenacc,
morpheuspool.n2332_0,lexent.n2332,ai)qous,null,null,stempenacc,
morpheuspool.n2336_0,lexent.n2336,ai)qr,null,null,stempenacc,
morpheuspool.n2337_0,lexent.n2337,ai)qrh-genet,null,null,stempenacc,
morpheuspool.n2340_0,lexent.n2340,ai)qri,null,null,stempenacc,
morpheuspool.n2354_0,lexent.n2354,ai)_qr,masc,os_ou,stempenacc,
morpheuspool.n2357_0,lexent.n2357,ai)qui,fem,a_hs,stempenacc,
morpheuspool.n2359_0,lexent.n2359,ai)qukth,masc,r_ros,stemultacc,
morpheuspool.n2362_0,lexent.n2362,ai)qw,null,n_nos,stempenacc,
morpheuspool.n2362_0,lexent.n2362,ai)q,null,null,stempenacc,
morpheuspool.n2372_0,lexent.n2372,ai)ki_,fem,h_hs,stemultacc,
morpheuspool.n2372_0,lexent.n2372,ai)kei,fem,h_hs,stemultacc,
morpheuspool.n2372_0,lexent.n2372,ai)kei,fem,a_hs,stempenacc,
morpheuspool.n2374_0,lexent.n2374,ai)kis,neut,ma_matos,stempenacc,
morpheuspool.n2375_0,lexent.n2375,ai)kism,masc,os_ou,inflacc,
morpheuspool.n2389_0,lexent.n2389,ai)elour,fem,os_ou,stempenacc,
morpheuspool.n2389_0,lexent.n2389,ai)lour,fem,os_ou,stempenacc,
morpheuspool.n2392_0,lexent.n2392,ai(_,neut,ma_matos,stempenacc,
morpheuspool.n2404_0,lexent.n2404,ai(ma,fem,s_dos,stemultacc,
morpheuspool.n2405_0,lexent.n2405,ai(ma^si,fem,h_hs,inflacc,
morpheuspool.n2410_0,lexent.n2410,ai(mat-ekxusi,fem,h_hs,stemultacc,
morpheuspool.n2430_0,lexent.n2430,ai(ma^to-pwt,masc,hs_ou,stemultacc,
morpheuspool.n2443_0,lexent.n2443,ai(ma^t-w,fem,null,stemultacc,
morpheuspool.n2470_0,lexent.n2470,ai(morroi,fem,a_hs,stempenacc,
morpheuspool.n2492_0,lexent.n2492,ai(muli,fem,h_hs,stemultacc,
morpheuspool.n2494_0,lexent.n2494,ai(mu^lo-mht,masc,hs_ou,stemultacc,
morpheuspool.n2503_0,lexent.n2503,ai(m,masc,wn_onos,stempenacc,
morpheuspool.n2506_0,lexent.n2506,ai)n-a^ret,masc,hs_ou,stemultacc,
morpheuspool.n2511_0,lexent.n2511,ai)nes,fem,is_ews,stempenacc,
morpheuspool.n2516_0,lexent.n2516,ai)n,fem,h_hs,stempenacc,
morpheuspool.n2521_0,lexent.n2521,ai)nig,neut,ma_matos,stempenacc,
morpheuspool.n2527_0,lexent.n2527,ai)nigm,masc,os_ou,inflacc,
morpheuspool.n2536_0,lexent.n2536,ai)no-bi,null,null,stempenacc,
morpheuspool.n2551_0,lexent.n2551,ai)no-le,masc,wn_ontos,stemultacc,
morpheuspool.n2554_0,lexent.n2554,ai)no-lu^k,masc,os_ou,stempenacc,
morpheuspool.n2570_0,lexent.n2570,ai)no-tokei,fem,a_hs,stempenacc,
morpheuspool.n2572_0,lexent.n2572,ai)no-turann,masc,os_ou,stempenacc,
morpheuspool.n2577_0,lexent.n2577,ai),null,null,stempenacc,
morpheuspool.n2593_0,lexent.n2593,ai)olo-bront,masc,hs_ou,stemultacc,
morpheuspool.n2598_0,lexent.n2598,ai)olo-qwrh,null,c_kos,stempenacc,
morpheuspool.n2599_0,lexent.n2599,ai)olo-mht,fem,is_ews,stempenacc,
morpheuspool.n2600_0,lexent.n2600,ai)olo-mitr,masc,hs_ou,stemultacc,
morpheuspool.n2627_0,lexent.n2627,ai)poli,neut,os_ou,stempenacc,
morpheuspool.n2634_0,lexent.n2634,ai)pu-mht,masc,hs_ou,stemultacc,
morpheuspool.n2645_0,lexent.n2645,ai(res,fem,is_ews,stempenacc,
morpheuspool.n2659_0,lexent.n2659,a)-i+_r,masc,os_ou,stempenacc,
morpheuspool.n2666_0,lexent.n2666,ai)sqh,neut,ma_matos,stempenacc,
morpheuspool.n2668_0,lexent.n2668,ai)sqhs,fem,is_ews,stempenacc,
morpheuspool.n2669_0,lexent.n2669,ai)sqhthri,neut,os_ou,stempenacc,
morpheuspool.n2675_0,lexent.n2675,ai)simi,fem,h_hs,stemultacc,
morpheuspool.n2696_0,lexent.n2696,ai)sumnhtei,fem,h_hs,stemultacc,
morpheuspool.n2697_0,lexent.n2697,ai)sumnhth,masc,r_ros,stemultacc,
morpheuspool.n2698_0,lexent.n2698,ai)sumnht,masc,hs_ou,stemultacc,
morpheuspool.n2703_0,lexent.n2703,ai)_sx,neut,hs_eos,stempenacc,
morpheuspool.n2711_0,lexent.n2711,ai)sxro-kerdei,fem,a_hs,stempenacc,
morpheuspool.n2711_0,lexent.n2711,ai)sxro-kerdi,fem,h_hs,stempenacc,
morpheuspool.n2716_0,lexent.n2716,ai)sxro-logi,fem,h_hs,stemultacc,
morpheuspool.n2719_0,lexent.n2719,ai)sxro-mht,fem,is_ews,stempenacc,
morpheuspool.n2733_0,lexent.n2733,ai)sxroth,null,s_tos,stempenacc,
morpheuspool.n2735_0,lexent.n2735,ai)sxr-ourgi,fem,h_hs,stemultacc,
morpheuspool.n2739_0,lexent.n2739,ai)sxu_n,fem,h_hs,stemultacc,
